Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
N	396,175956	396,1758696	396,175772	-0,246411248	C30H23N		2278,192139
N	396,269614	396,2695446	396,269672	0,321525056	C29H35N		7238,491699
N	396,363554	396,3634401	396,363572	0,332782191	C28H47N		743,53894
N	398,191483	398,1914013	398,191422	0,051860906	C30H25N		2849,633301
N	398,285375	398,2853061	398,285323	0,042464801	C29H37N		9068,972656
N	400,207007	400,206934	400,207072	0,34483598	C30H27N		4765,825684
N	400,301125	400,3010426	400,300973	-0,173928432	C29H39N		2730,668945
N	402,222707	402,2226376	402,222722	0,209711422	C30H29N		6875,785156
N	402,31655	402,3164731	402,316622	0,370136665	C29H41N		3649,567871
N	404,238524	404,2384538	404,238372	-0,202414374	C30H31N		6063,259277
N	404,33232	404,3322502	404,332272	0,054009257	C29H43N		6314,979004
N	406,160215	406,160107	406,160123	0,039312416	C31H21N		913,3396
N	406,254155	406,2540865	406,254022	-0,15874616	C30H33N		8929,646484
N	408,175678	408,175586	408,175772	0,455564794	C31H23N		1732,605103
N	408,269796	408,2697256	408,269672	-0,131248818	C30H35N		5806,57373
N	408,363705	408,3635937	408,363572	-0,053065328	C29H47N		801,462585
N	410,191371	410,1912857	410,191422	0,332363418	C31H25N		2321,289795
N	410,285402	410,2853329	410,285323	-0,024108252	C30H37N		6799,742188
N	410,37922	410,3791125	410,379222	0,26682808	C29H49N		924,801758
N	412,207003	412,2069247	412,207072	0,357273184	C31H27N		3308,198975
N	412,30093	412,3008614	412,300973	0,270707848	C30H39N		9925,87207
N	414,222795	414,2227233	414,222722	-0,003049039	C31H29N		5065,300781
N	414,316604	414,3165239	414,316622	0,236837146	C30H41N		2986,507813
N	416,238462	416,2383925	416,238372	-0,049195898	C31H31N		6296,878418
N	416,332399	416,3323251	416,332272	-0,12761649	C30H43N		4307,410156
N	418,253975	418,253906	418,254022	0,27739479	C31H33N		6734,904297
N	418,348029	418,3479599	418,347922	-0,090562795	C30H45N		6640,122559
N	420,175728	420,1756245	420,175772	0,351126614	C32H23N		1071,548828
N	420,269845	420,2697768	420,269672	-0,249326349	C31H35N		8290,792969
N	422,191587	422,191497	422,191422	-0,177635727	C32H25N		1866,270142
N	422,28526	422,2851909	422,285323	0,312920784	C31H37N		6598,587402
N	422,379245	422,3791386	422,379222	0,197452416	C30H49N		958,851074
N	424,206991	424,2069076	424,207072	0,387481312	C32H27N		2529,242432
N	424,301015	424,3009465	424,300973	0,062451997	C31H39N		7438,762695
N	424,394809	424,3947058	424,394872	0,391581157	C30H51N		1086,547729
N	426,222748	426,222671	426,222722	0,119548855	C32H29N		3547,281494
N	426,316568	426,3164994	426,316622	0,287676952	C31H41N		10158,1084
N	428,238316	428,2382453	428,238372	0,295747391	C32H31N		5573,040527
N	428,332469	428,3323887	428,332272	-0,272498676	C31H43N		2960,314209
N	430,253976	430,2539068	430,254022	0,26771757	C32H33N		6642,415039
N	430,347896	430,3478222	430,347922	0,231842535	C31H45N		4352,643555
N	432,175831	432,1757222	432,175772	0,115160128	C33H23N		880,229553
N	432,269743	432,2696741	432,269672	-0,004844976	C32H35N		7012,311035
N	432,363696	432,3636271	432,363572	-0,127499779	C31H47N		057,525879
N	434,191419	434,1913187	434,191422	0,237960495	C33H25N		1225,502686
N	434,285353	434,2852846	434,285323	0,088408332	C32H37N		8799,886719
N	436,207169	436,207079	436,207072	-0,016071388	C33H27N		1888,690186
N	436,301112	436,3010424	436,300973	-0,159122364	C32H39N		6441,817871
N	436,394808	436,3946964	436,394872	0,402473816	C31H51N		793,567749
N	438,222821	438,2227408	438,222722	-0,04291612	C33H29N		3018,142578
N	438,316762	438,3166934	438,316622	-0,162843636	C32H41N		7951,144043
N	438,410452	438,4103485	438,410522	0,395717105	C31H53N		1087,988403
N	440,238405	440,2383307	440,238372	0,093890747	C33H31N		4284,666992
N	440,332332	440,3322627	440,332272	0,021135706	C32H43N		10611,73047
N	442,253958	442,253887	442,254022	0,305161104	C33H33N		5661,641602
N	442,347858	442,3477789	442,347922	0,323581214	C32H45N		3226,921387
N	444,269821	444,2697497	444,269672	-0,174867003	C33H35N		5527,427734
N	444,363682	444,3636088	444,363572	-0,082717333	C32H47N		4702,034668
N	446,191375	446,1912641	446,191422	0,353880423	C34H25N		830,760559
N	446,285446	446,2853753	446,285323	-0,117144061	C33H37N		5943,336426
N	446,379256	446,379187	446,379222	0,078452016	C32H49N		8006,640137
N	448,207175	448,2070788	448,207072	-0,015228165	C34H27N		1490,221802
N	448,301186	448,3011169	448,300973	-0,321059686	C33H39N		8491,908203
N	450,22255	450,2224604	450,222722	0,580970531	C34H29N		1988,620483
N	450,316793	450,3167226	450,316622	-0,223456102	C33H41N		6397,919922
N	450,410769	450,4106634	450,410522	-0,313984659	C32H53N		1029,481079
N	452,238478	452,2383964	452,238372	-0,054049951	C34H31N		2932,909912
N	452,332328	452,3322583	452,332272	0,030238739	C33H43N		7385,725586
N	452,426218	452,426116	452,426173	0,125968634	C32H55N		1191,974854
N	454,254106	454,2540276	454,254022	-0,012288657	C34H33N		3510,550537
N	454,347857	454,3477872	454,347922	0,296646384	C33H45N		9837,760742
N	456,269813	456,2697402	456,269672	-0,149403608	C34H35N		5200,635254
N	456,363453	456,3633733	456,363572	0,435297545	C33H47N		3306,032227
N	458,285362	458,2852898	458,285323	0,072550073	C34H37N		5574,459961
N	458,379194	458,3791196	458,379222	0,223420303	C33H49N		4653,097168
N	460,207173	460,2070596	460,207072	0,026885096	C35H27N		788,519104
N	460,301152	460,3010805	460,300973	-0,233546013	C34H39N		6163,900879
N	460,394849	460,3947788	460,394872	0,202495893	C33H51N		7674,753906
N	462,222796	462,2226963	462,222722	0,055670855	C35H29N		1350,967651
N	462,316629	462,3165588	462,316622	0,13679887	C34H41N		8346,858398
N	464,23853	464,238441	464,238372	-0,148722229	C35H31N		2160,426025
N	464,332204	464,3321323	464,332272	0,300892689	C34H43N		6310,309082
N	464,426243	464,4261386	464,426173	0,07401387	C33H55N		1132,601074
N	466,254147	466,2540641	466,254022	-0,090271129	C35H33N		2924,870361
N	466,347978	466,3479073	466,347922	0,031613966	C34H45N		7960,355957
N	466,441847	466,441747	466,441823	0,162935759	C33H57N		1360,710815
N	468,269745	468,2696659	468,269672	0,013003099	C35H35N		3657,459229
N	468,363725	468,3636536	468,363572	-0,174199356	C34H47N		10351,28809
N	470,285431	470,2853562	470,285323	-0,070577375	C35H37N		4972,996094
N	470,379217	470,3791355	470,379222	0,183934369	C34H49N		3230,277344
N	472,207103	472,2069848	472,207072	0,184614942	C36H27N		692,209961
N	472,300982	472,3009086	472,300973	0,136408279	C35H39N		5763,861816
N	472,394897	472,394822	472,394872	0,105797143	C34H51N		5009,314941
N	474,22285	474,2227427	474,222722	-0,043575768	C36H29N		1055,197388
N	474,316509	474,316436	474,316622	0,392209055	C35H41N		6199,967773
N	474,410547	474,4104753	474,410522	0,098518563	C34H53N		7877,810547
N	476,238364	476,2382692	476,238372	0,215771557	C36H31N		1780,92981
N	476,332478	476,3324058	476,332272	-0,280935134	C35H43N		7434,280273
N	476,426286	476,4261741	476,426173	-0,002412663	C34H55N		896,672852
N	478,254114	478,2540259	478,254022	-0,008179263	C36H33N		2437,333252
N	478,347987	478,3479137	478,347922	0,017394586	C35H45N		405,258301
N	478,441897	478,4417944	478,441823	0,059824487	C34H57N		1300,641479
N	480,269537	480,2694514	480,269672	0,459233214	C36H35N		2799,179932
N	480,363504	480,3634314	480,363572	0,292655436	C35H47N		7809,040527
N	480,457508	480,4574006	480,457472	0,148585528	C34H59N		1088,869507
N	482,285465	482,2853829	482,285323	-0,124097825	C36H37N		3411,008057
N	482,379165	482,379092	482,379222	0,269501355	C35H49N		9804,957031
N	484,300985	484,3009082	484,300973	0,133765394	C36H39N		4954,15918
N	484,395115	484,3950297	484,394872	-0,325628591	C35H51N		2932,401367
N	486,316591	486,3165135	486,316622	0,223004687	C36H41N		4818,570801
N	486,410431	486,4103542	486,410522	0,344915904	C35H53N		5096,150391
N	488,238572	488,2384613	488,238372	-0,18287783	C37H31N		1002,755493
N	488,332434	488,3323593	488,332272	-0,178817796	C36H43N		6553,403809
N	488,426332	488,4262582	488,426173	-0,174355293	C35H55N		7783,902344
N	490,254036	490,2539336	490,254022	0,180323158	C37H33N		1413,409302
N	490,347947	490,3478729	490,347922	0,100112677	C36H45N		8020,46875
N	492,269697	492,2696047	492,269672	0,136787568	C37H35N		2214,783936
N	492,363648	492,3635722	492,363572	-4,73E-04	C36H47N		6212,032227
N	492,457634	492,4575299	492,457472	-0,117522194	C35H59N		1338,326416
N	494,285354	494,2852669	494,285323	0,113398548	C37H37N		2912,854248
N	494,379335	494,3792598	494,379222	-0,076370338	C36H49N		085,025879
N	494,473352	494,473242	494,473122	-0,242782072	C35H61N		1076,941162
N	496,301174	496,3010883	496,300973	-0,232403092	C37H39N		3197,513428
N	496,394804	496,3947285	496,394872	0,289134753	C36H51N		10180,45898
N	498,316584	498,3165041	498,316622	0,236545557	C37H41N		4699,456543
N	498,4106	498,4105142	498,410522	0,015653036	C36H53N		3241,694336
N	500,238524	500,2384028	500,238372	-0,061619565	C38H31N		731,325867
N	500,33213	500,3320503	500,332272	0,443188987	C37H43N		4891,814941
N	500,426149	500,4260688	500,426173	0,20812358	C36H55N		4745,749023
N	502,254018	502,2539056	502,254022	0,231703939	C38H33N		1037,88269
N	502,347997	502,3479185	502,347922	0,006957332	C37H45N		5652,873535
N	502,442012	502,4419346	502,441823	-0,222165926	C36H57N		6440,219238
N	504,269647	504,2695494	504,269672	0,243200235	C38H35N		1932,47522
N	504,363612	504,363535	504,363572	0,07339271	C37H47N		7303,246582
N	504,457612	504,457491	504,457472	-0,037568099	C36H59N		758,330017
N	506,285218	506,2851212	506,285323	0,398635302	C38H37N		2041,240723
N	506,379159	506,3790794	506,379222	0,281643811	C37H49N		5491,350098
N	506,473135	506,4730276	506,473122	0,186433361	C36H61N		1306,182495
N	508,300926	508,3008344	508,300973	0,272726036	C38H39N		2657,506836
N	508,394834	508,3947558	508,394872	0,228465548	C37H51N		6902,081055
N	508,488777	508,4886654	508,488772	0,209635561	C36H63N		1125,264771
N	510,316581	510,3164936	510,316622	0,251691122	C38H41N		3388,03125
N	510,410446	510,4103681	510,410522	0,301573093	C37H53N		8729,925781
N	512,332388	512,3323038	512,332273	-0,060071309	C38H43N		4239,714844
N	512,426201	512,4261111	512,426173	0,120706508	C37H55N		3047,240234
N	514,254042	514,2539196	514,254023	0,201156311	C39H33N		779,326233
N	514,348159	514,3480755	514,347922	-0,298442199	C38H45N		4607,474609
N	514,441911	514,4418261	514,441823	-0,005986632	C37H57N		4178,290039
N	516,269657	516,2695394	516,269672	0,256812518	C39H35N		954,213318
N	516,363706	516,3636235	516,363573	-0,097714221	C38H47N		5153,135254
N	516,457386	516,4573053	516,457472	0,322818876	C37H59N		6192,969238
N	518,285272	518,2851611	518,285323	0,312320072	C39H37N		1264,982056
N	518,379243	518,3791625	518,379222	0,114855048	C38H49N		6762,967773
N	518,473249	518,4731262	518,473123	-0,006233854	C37H61N		799,099548
N	520,30111	520,3010085	520,300973	-0,068313597	C39H39N		1913,422241
N	520,394994	520,3949104	520,394873	-0,071934351	C38H51N		5128,032715
N	520,488912	520,4887993	520,488772	-0,052495805	C37H63N		1202,323608
N	522,31658	522,316484	522,316622	0,26415856	C39H41N		2518,202637
N	522,41078	522,4106986	522,410522	-0,338009115	C38H53N		6877,862793
N	522,5046	522,5044817	522,504423	-0,112362947	C37H65N		984,139404
N	524,332323	524,3322314	524,332273	0,079422066	C39H43N		3225,5354
N	524,426418	524,4263367	524,426173	-0,312240543	C38H55N		8381,293945
N	526,348162	526,3480742	526,347922	-0,289220564	C39H45N		4194,485352
N	526,442144	526,4420519	526,441822	-0,436699307	C38H57N		3239,972168
N	528,269676	528,2695479	528,269672	0,234869569	C40H35N		718,328491
N	528,363499	528,363412	528,363573	0,304792106	C39H47N		4577,663574
N	528,457356	528,4572693	528,457472	0,383531377	C38H59N		4710,644531
N	530,285305	530,2851837	530,285323	0,262668302	C40H37N		947,550537
N	530,37942	530,379334	530,379222	-0,211213554	C39H49N		5194,274414
N	530,473142	530,473057	530,473122	0,122580502	C38H61N		5686,692871
N	532,30093	532,30082	532,300972	0,285597847	C40H39N		1515,834839
N	532,394903	532,3948189	532,394873	0,101699772	C39H51N		6751,729492
N	532,488909	532,4887813	532,488772	-0,017506734	C38H63N		760,664612
N	534,316805	534,3166989	534,316622	-0,143963511	C40H41N		1834,860718
N	534,410627	534,4105396	534,410522	-0,032986899	C39H53N		5068,075684
N	534,504481	534,5043621	534,504422	0,112114277	C38H65N		1086,026489
N	536,332327	536,332226	536,332272	0,08577248	C40H43N		2367,1604
N	536,426422	536,4263361	536,426173	-0,304079333	C39H55N		6202,964844
N	536,520114	536,5199904	536,520072	0,15216182	C38H67N		925,081421
N	538,348191	538,3480957	538,347922	-0,322607508	C40H45N		3246,932617
N	538,441678	538,4415928	538,441822	0,425719492	C39H57N		7695,361816
N	540,363792	540,3636994	540,363573	-0,233903461	C40H47N		3940,080322
N	540,457538	540,4574407	540,457472	0,057860226	C39H59N		3022,620361
N	542,285429	542,2852954	542,285323	0,050960785	C41H37N		676,260437
N	542,379398	542,3793058	542,379222	-0,154492169	C40H49N		4203,29248
N	542,473399	542,4733078	542,473122	-0,342553049	C39H61N		4523,821777
N	544,301068	544,3009459	544,300972	0,047940455	C41H39N		1072,716064
N	544,394839	544,3947481	544,394873	0,229475703	C40H51N		4812,091309
N	544,489091	544,4890019	544,488772	-0,42214397	C39H63N		5626,595703
N	546,316832	546,3167114	546,316622	-0,163691709	C41H41N		1166,739502
N	546,410395	546,4103049	546,410522	0,397364524	C40H53N		5421,894043
N	546,504442	546,5043105	546,504422	0,204069051	C39H65N		767,490906
N	548,332559	548,3324479	548,332272	-0,32083752	C41H43N		1768,791626
N	548,426358	548,4262649	548,426173	-0,16764503	C40H55N		4503,654785
N	548,520189	548,520067	548,520072	0,0090962	C39H67N		1133,539307
N	550,348081	550,3479738	550,347922	-0,094156763	C41H45N		2161,452881
N	550,442112	550,44202	550,441822	-0,359783385	C40H57N		5154,065918
N	550,535717	550,5355895	550,535723	0,242447802	C39H69N		938,889771
N	552,363691	552,3635892	552,363573	-0,029387315	C41H47N		2895,823975
N	552,457488	552,457398	552,457472	0,134037409	C40H59N		6848,25293
N	554,379228	554,3791298	554,379222	0,166391438	C41H49N		3644,043701
N	554,473245	554,4731428	554,473122	-0,037527449	C40H61N		2935,465576
N	556,300795	556,3006567	556,300972	0,566815587	C42H39N		669,7677
N	556,394996	556,3948974	556,394873	-0,043789419	C41H51N		3704,291016
N	556,488761	556,4886623	556,488772	0,197121003	C40H63N		3697,949219
N	558,316426	558,3162946	558,316622	0,58645167	C42H41N		890,126038
N	558,41084	558,410742	558,410522	-0,394020233	C41H53N		4024,638916
N	558,50434	558,5042433	558,504422	0,319952148	C40H65N		4393,546387
N	560,332456	560,3323283	560,332272	-0,100519233	C42H43N		1056,077271
N	560,426125	560,4260281	560,426173	0,25863888	C41H55N		4520,465332
N	562,347774	562,3476555	562,347922	0,47389628	C42H45N		1571,703857
N	562,442119	562,442022	562,441822	-0,355522323	C41H57N		4727,207031
N	562,536016	562,5358814	562,535723	-0,28158459	C40H69N		833,677612
N	564,363655	564,3635424	564,363573	0,054201562	C42H47N		2093,451904
N	564,457713	564,4576171	564,457472	-0,257122033	C41H59N		5540,740234
N	564,551319	564,5511818	564,551372	0,336843094	C40H71N		777,217285
N	566,37947	566,3793608	566,379222	-0,244992334	C42H49N		2530,950195
N	566,473229	566,4731323	566,473122	-0,018251256	C41H61N		499,385254
N	568,39506	568,3949538	568,394873	-0,14212164	C42H51N		3059,111328
N	568,488998	568,4888862	568,488772	-0,200848265	C41H63N		2321,185547
N	570,316678	570,3165387	570,316622	0,146018085	C43H41N		776,27356
N	570,41076	570,4106563	570,410522	-0,235397375	C42H53N		3665,343994
N	570,50438	570,5042764	570,504422	0,255138437	C41H65N		3710,273438
N	572,332167	572,332025	572,332272	0,431609109	C43H43N		720,236694
N	572,426419	572,4263159	572,426173	-0,249661814	C42H55N		3991,818359
N	572,520206	572,5201045	572,520072	-0,056775917	C41H67N		4451,837891
N	574,347967	574,347838	574,347922	0,14627087	C43H45N		1222,567871
N	574,441884	574,4417832	574,441822	0,067510674	C42H57N		4960,111328
N	576,363428	576,3633051	576,363573	0,46480521	C43H47N		1619,816528
N	576,457503	576,4573989	576,457472	0,126865136	C42H59N		4117,090332
N	576,551609	576,5514687	576,551372	-0,167726059	C41H71N		815,855164
N	578,379409	578,3792875	578,379222	-0,113214342	C43H49N		1775,416992
N	578,47313	578,4730278	578,473122	0,162926236	C42H61N		4990,817871
N	578,566881	578,5667437	578,567023	0,482762264	C41H73N		941,554932
N	580,395259	580,395143	580,394873	-0,465231201	C43H51N		2358,280518
N	580,488614	580,4885122	580,488772	0,447564036	C42H63N		5562,274414
N	582,41083	582,4107186	582,410522	-0,337561727	C43H53N		3083,397705
N	582,504321	582,5042024	582,504422	0,376949586	C42H65N		2173,486328
N	584,426485	584,426376	584,426173	-0,347292533	C43H55N		3685,979736
N	584,520106	584,5199978	584,520072	0,126988569	C42H67N		3880,530273
N	586,347841	586,3477024	586,347922	0,374541867	C44H45N		1008,969727
N	586,442079	586,4419708	586,441822	-0,253698075	C43H57N		4079,198486
N	586,535827	586,5357198	586,535723	0,005480763	C42H69N		4375,520996
N	588,363629	588,3634949	588,363573	0,132773974	C44H47N		1243,625
N	588,457468	588,4573611	588,457472	0,188426618	C43H59N		4747,202637
N	590,379076	590,378947	590,379222	0,465842857	C44H49N		1584,797485
N	590,473031	590,4729206	590,473122	0,341147979	C43H61N		3937,032959
N	590,567016	590,5668689	590,567023	0,260923474	C42H73N		780,308105
N	592,395093	592,3949667	592,394873	-0,158135625	C44H51N		1843,929321
N	592,488628	592,4885199	592,488772	0,425533874	C43H63N		4912,866211
N	592,582724	592,5825756	592,582672	0,162686958	C42H75N		766,785522
N	594,410481	594,4103592	594,410522	0,273832635	C44H53N		2353,813721
N	594,504654	594,5045454	594,504422	-0,207584638	C43H65N		5071,692383
N	596,426163	596,4260429	596,426173	0,218090457	C44H55N		2663,157715
N	596,520437	596,5203119	596,520072	-0,402155168	C43H67N		2104,266113
N	598,347666	598,3475107	598,347922	0,68738781	C45H45N		650,561279
N	598,442006	598,4418916	598,441822	-0,116269275	C44H57N		3799,147461
N	598,535833	598,5357148	598,535723	0,013683074	C43H69N		3074,353271
N	600,363442	600,3632966	600,363573	0,460409191	C45H47N		976,444824
N	600,457327	600,4572109	600,457472	0,434782208	C44H59N		3628,984131
N	600,551241	600,5511262	600,551372	0,409348314	C43H71N		3921,848877
N	602,37911	602,3789672	602,379222	0,423051454	C45H49N		1117,68811
N	602,473076	602,4729611	602,473122	0,267124392	C44H61N		4116,226074
N	604,395083	604,3949477	604,394873	-0,123599108	C45H51N		1572,885986
N	604,488573	604,4884573	604,488772	0,520646201	C44H63N		4148,030762
N	604,582645	604,5824906	604,582672	0,300058492	C43H75N		745,46228
N	606,410675	606,4105394	606,410522	-0,028744906	C45H53N		1616,020508
N	606,50479	606,504673	606,504422	-0,413897976	C44H65N		4060,279053
N	606,598376	606,5982232	606,598322	0,162908043	C43H77N		819,178345
N	608,426303	608,4261704	608,426173	0,004251854	C45H55N		1911,538452
N	608,519923	608,519807	608,520072	0,435438313	C44H67N		4636,028809
N	610,441833	610,4417051	610,441822	0,191437442	C45H57N		2477,393311
N	610,536074	610,5359444	610,535723	-0,362554928	C44H69N		2281,714355
N	612,457697	612,4575722	612,457472	-0,163592455	C45H59N		3028,287354
N	612,551426	612,5512997	612,551372	0,11804369	C44H71N		2808,52002
N	614,379453	614,379303	614,379222	-0,131819191	C46H49N		1048,572021
N	614,473199	614,4730748	614,473122	0,07686636	C45H61N		3289,148926
N	614,566973	614,5668487	614,567023	0,283623705	C44H73N		3283,929199
N	616,394987	616,3948342	616,394873	0,062896065	C46H51N		978,315918
N	616,488773	616,4886505	616,488772	0,197096651	C45H63N		3847,908447
N	618,41047	618,4103163	618,410522	0,332567843	C46H53N		981,392822
N	618,504291	618,504163	618,504422	0,418719206	C45H65N		2985,057129
N	618,598142	618,5979857	618,598322	0,543637624	C44H77N		890,344421
N	620,426354	620,4262099	620,426173	-0,059501926	C46H55N		1495,005249
N	620,520205	620,5200787	620,520072	-0,010823374	C45H67N		3455,551025
N	620,614085	620,6139229	620,613972	0,07905025	C44H79N		743,327454
N	622,442517	622,4423699	622,441822	-0,880308742	C46H57N		1378,397461
N	622,535806	622,5356802	622,535723	0,068735252	C45H69N		3772,589355
N	624,457656	624,4575196	624,457472	-0,076249368	C46H59N		2282,433838
N	624,55155	624,5514078	624,551372	-0,05734603	C45H71N		1765,755249
N	626,473406	626,4732712	626,473122	-0,238152458	C46H61N		2583,096436
N	626,567312	626,5671741	626,567023	-0,241200979	C45H73N		2238,221924
N	628,395167	628,3950054	628,394873	-0,210689424	C47H51N		876,265442
N	628,489053	628,4889194	628,488772	-0,234454757	C46H63N		2881,302246
N	628,582966	628,5828336	628,582672	-0,257072557	C45H75N		3081,925781
N	630,410583	630,4104247	630,410522	0,154407143	C47H53N		1033,775024
N	630,50447	630,5043375	630,504422	0,133946728	C46H65N		3243,009277
