Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
N	464,332531	464,3320923	464,332272	0,387110161	C34H43N		9817,548828
N	466,254147	466,253665	466,254022	0,765631274	C35H33N		6108,20166
N	466,348307	466,3478785	466,347922	0,09325269	C34H45N		11347,51563
N	468,270077	468,2696007	468,269672	0,152257707	C35H35N		6684,625488
N	468,363725	468,3633107	468,363572	0,557969157	C34H47N		13743,77637
N	472,301319	472,3008768	472,300973	0,203701634	C35H39N		10424,9834
N	472,395235	472,3946934	472,394872	0,37796898	C34H51N		3341,609131
N	474,31685	474,3164174	474,316622	0,431383517	C35H41N		11962,2666
N	474,410887	474,4103731	474,410522	0,313924879	C34H53N		4690,29541
N	476,332478	476,3320561	476,332272	0,453207069	C35H43N		13923,9043
N	478,254114	478,25359	478,254022	0,903378255	C36H33N		4383,746582
N	478,347987	478,3475266	478,347922	0,826651853	C35H45N		9106,942383
N	480,269886	480,2693917	480,269672	0,583618768	C36H35N		6315,232422
N	480,363853	480,3634015	480,363572	0,355009127	C35H47N		10358,67773
N	482,379518	482,3790821	482,379222	0,290049814	C35H49N		12757,09375
N	484,30134	484,3008707	484,300973	0,211166494	C36H39N		8863,837891
N	486,316949	486,3164903	486,316622	0,27072837	C36H41N		10285,0752
N	486,41079	486,41024	486,410522	0,579836863	C35H53N		3609,917725
N	488,332434	488,3319797	488,332272	0,598544651	C36H43N		11104,89356
N	488,426332	488,425788	488,426173	0,788257345	C35H55N		3964,547607
N	490,2544	490,2538471	490,254022	0,356767724	C37H33N		3665,805908
N	490,348311	490,3478658	490,347922	0,11470202	C36H45N		12668,75195
N	492,270064	492,2695264	492,269672	0,295695957	C37H35N		4476,525391
N	492,363648	492,3631665	492,363572	0,823565358	C36H47N		8524,723633
N	494,285724	494,2852043	494,285323	0,240136417	C37H37N		5630,296387
N	494,379705	494,3792356	494,379222	-0,02747894	C36H49N		10061,60352
N	496,301174	496,3006621	496,300973	0,62635568	C37H39N		6317,856934
N	496,395178	496,3947238	496,394872	0,298602432	C36H51N		12329,14551
N	498,31696	498,316479	498,316622	0,286891453	C37H41N		9254,980469
N	500,332509	500,3320317	500,332272	0,480186052	C37H43N		9915,509766
N	500,426529	500,4259496	500,426173	0,446413077	C36H55N		3082,759033
N	502,347997	502,347518	502,347922	0,804227668	C37H45N		9971,466797
N	502,442012	502,4414413	502,441823	0,759671086	C36H57N		3490,145264
N	504,270032	504,2694705	504,269672	0,399593631	C38H35N		3964,560791
N	504,363997	504,3635416	504,363572	0,060238073	C37H47N		13491,23047
N	506,285606	506,2850466	506,285323	0,545865836	C38H37N		4167,085449
N	506,379547	506,3790513	506,379222	0,337191561	C37H49N		8649,762695
N	508,301317	508,3007724	508,300973	0,394668827	C38H39N		5057,899902
N	508,395225	508,3947387	508,394872	0,262173033	C37H51N		9906,373047
N	510,316975	510,3164501	510,316622	0,336902681	C38H41N		6500,931641
N	510,410841	510,4103619	510,410522	0,313690325	C37H53N		11054,97852
N	512,332388	512,331883	512,332273	0,761307836	C38H43N		8387,816406
N	514,348159	514,3476599	514,347922	0,509630667	C38H45N		9219,285156
N	514,442312	514,4417166	514,441823	0,206840623	C37H57N		3068,500488
N	516,363706	516,3632074	516,363573	0,708007823	C38H47N		9522,879883
N	516,45779	516,4572061	516,457472	0,514786161	C37H59N		3588,583984
N	518,285678	518,2850811	518,285323	0,466796917	C39H37N		3166,722168
N	518,37965	518,3791656	518,379222	0,108819357	C38H49N		11531,66504
N	520,30111	520,3005176	520,300973	0,87531572	C39H39N		3419,490967
N	520,394994	520,3944729	520,394873	0,768932206	C38H51N		7730,280762
N	522,316993	522,3164394	522,316622	0,349547375	C39H41N		5461,833008
N	522,41078	522,4102683	522,410522	0,485613768	C38H53N		8851,262695
N	524,332739	524,3321898	524,332273	0,158771088	C39H43N		5889,915039
N	524,426418	524,4259186	524,426173	0,485153756	C38H55N		10477,41016
N	526,348162	526,3476248	526,347922	0,564644478	C39H45N		6941,611328
N	528,363922	528,3633985	528,363573	0,33022317	C39H47N		8346,621094
N	530,37942	530,3788984	530,379222	0,610202352	C39H49N		8753,564453
N	532,395332	532,3948194	532,394873	0,10060998	C39H51N		9985,513672
N	534,316805	534,3162119	534,316622	0,767566778	C40H41N		4060,748291
N	534,410627	534,4100888	534,410522	0,810579037	C39H53N		7623,155762
N	536,332762	536,3321819	536,332272	0,16798643	C40H43N		4834,79248
N	536,426422	536,4258968	536,426173	0,514804618	C39H55N		9098,580078
N	538,348191	538,3476177	538,347922	0,565335289	C40H45N		5360,550293
N	538,442117	538,4415877	538,441822	0,435066306	C39H57N		8909,692383
N	540,363792	540,3632369	540,363573	0,621977538	C40H47N		6783,438965
N	542,379398	542,3788403	542,379222	0,703835821	C40H49N		6755,895996
N	544,395287	544,3947418	544,394873	0,240914588	C40H51N		8019,514648
N	546,316832	546,3162056	546,316622	0,762265161	C41H41N		3248,562988
N	546,410847	546,4103089	546,410522	0,390038643	C40H53N		8933,180664
N	548,332559	548,3319298	548,332272	0,62416174	C41H43N		3230,096924
N	548,426358	548,4257954	548,426173	0,688599026	C40H55N		6913,957031
N	550,348081	550,3474729	550,347922	0,816096639	C41H45N		4214,88916
N	550,442112	550,4415561	550,441822	0,483071148	C40H57N		7673,22998
N	552,363691	552,3631086	552,363573	0,840689971	C41H47N		5807,536133
N	552,45795	552,4573857	552,457472	0,156216207	C40H59N		7153,948242
N	554,379693	554,3791104	554,379222	0,201358611	C41H49N		5945,79541
N	556,394996	556,3944158	556,394873	0,821796536	C41H51N		6275,209961
N	558,41084	558,4102677	558,410522	0,45543186	C41H53N		7058,907715
N	560,426601	560,4260326	560,426173	0,250577055	C41H55N		7582,314941
N	562,442119	562,4415363	562,441822	0,50801944	C41H57N		6607,086914
N	564,363655	564,3630209	564,363573	0,978218119	C42H47N		3771,218994
N	564,457713	564,4571316	564,457472	0,602988762	C41H59N		6894,149902
N	566,37947	566,3788545	566,379222	0,648793651	C42H49N		4786,649414
N	566,473229	566,4726405	566,473122	0,850051849	C41H61N		6521,846191
N	568,39506	568,3944577	568,394873	0,730627059	C42H51N		5715,080078
N	570,41076	570,4101535	570,410522	0,646096606	C42H53N		5591,34375
N	572,426419	572,425822	572,426173	0,613095247	C42H55N		6410,428223
N	574,441884	574,4413028	574,441822	0,903749439	C42H57N		7898,488281
N	576,458006	576,4574081	576,457472	0,11089774	C42H59N		6690,464355
N	578,379409	578,3787642	578,379222	0,791473958	C43H49N		4019,524658
N	578,473636	578,4730372	578,473122	0,146523773	C42H61N		6808,533691
N	580,395259	580,3946213	580,394873	0,433701284	C43H51N		4474,146973
N	580,489125	580,4885065	580,488772	0,457293035	C42H63N		5581,581543
N	582,41083	582,4102092	582,410522	0,537035502	C43H53N		5577,106934
N	584,426485	584,4258566	584,426173	0,541302423	C43H55N		5254,559082
N	586,442079	586,4414612	586,441822	0,615206014	C43H57N		6092,827148
N	588,457992	588,4573795	588,457472	0,157138588	C43H59N		6654,271973
N	590,379603	590,3789191	590,379222	0,513090385	C44H49N		3024,235107
N	590,473559	590,4729212	590,473122	0,340095322	C43H61N		5115,26416
N	592,395093	592,3944197	592,394873	0,765147606	C44H51N		3505,815918
N	592,489159	592,488521	592,488772	0,423611877	C43H63N		5245,992676
N	594,411016	594,4103463	594,410522	0,295638686	C44H53N		3749,660645
N	594,504654	594,5039997	594,504422	0,710308731	C43H65N		4475,89502
N	596,426702	596,4260398	596,426173	0,22339393	C44H55N		4195,405762
N	598,442006	598,4413592	598,441822	0,773293262	C44H57N		5142,44873
N	600,457873	600,4572212	600,457472	0,417684796	C44H59N		4989,737793
N	602,473626	602,4729836	602,473122	0,229746362	C44H61N		5708,780762
N	604,489126	604,4884573	604,488772	0,520663461	C44H63N		4344,63916
N	606,411232	606,4105368	606,410522	-0,024359787	C45H53N		3299,726318
N	606,50479	606,5041166	606,504422	0,503549735	C44H65N		4233,788086
N	608,426863	608,4261619	608,426173	0,0182684	C45H55N		3171,862793
N	608,520483	608,5198056	608,520072	0,437742366	C44H67N		4158,959473
N	610,442397	610,4417206	610,441822	0,166165126	C45H57N		4314,98291
N	612,457697	612,4570271	612,457472	0,726425069	C45H59N		4777,693848
N	614,47377	614,4731034	614,473122	0,030318211	C45H61N		5098,097168
N	616,489349	616,4886851	616,488772	0,141005734	C45H63N		5405,017578
N	618,504871	618,5041864	618,504422	0,380885797	C45H65N		4389,888672
N	620,520788	620,5200966	620,520072	-0,039701096	C45H67N		4177,169922
N	622,442517	622,4418126	622,441822	0,015107322	C46H57N		3697,514404
N	622,536393	622,5356801	622,535723	0,068900292	C45H69N		3362,036133
N	624,457656	624,456968	624,457472	0,807070612	C46H59N		4582,09375
N	626,473406	626,4727026	626,473122	0,669433479	C46H61N		3953,140381
N	628,489053	628,488358	628,488772	0,658784658	C46H63N		4469,121582
N	630,505071	630,5043801	630,504422	0,066449254	C46H65N		4817,29541
N	632,520738	632,520035	632,520072	0,058566448	C46H67N		4312,811523
N	634,442049	634,4413162	634,441822	0,797297975	C47H57N		3156,719727
N	634,536531	634,5358121	634,535723	-0,140357533	C46H69N		3701,069092
N	636,457858	636,4571167	636,457472	0,558203122	C47H59N		2949,63623
N	636,551715	636,5509801	636,551372	0,615643755	C46H71N		3175,107422
N	638,473556	638,4728277	638,473122	0,461001741	C47H61N		3512,061523
N	640,489018	640,4882973	640,488772	0,74121517	C47H63N		3936,966309
N	642,504743	642,5040344	642,504422	0,603336175	C47H65N		4646,348145
N	644,520616	644,5199056	644,520072	0,258164487	C47H67N		4684,361816
N	646,536519	646,5357817	646,535723	-0,090719979	C47H69N		3545,187012
N	648,551698	648,5509627	648,551372	0,631145892	C47H71N		3730,358154
N	652,489091	652,4883505	652,488772	0,646014429	C48H63N		3715,190674
N	654,504632	654,5038728	654,504422	0,839093598	C48H65N		3091,324463
N	656,520265	656,5195181	656,520072	0,8436902	C48H67N		3655,458496
N	658,53653	658,535788	658,535723	-0,098766079	C48H69N		3977,31665
N	660,552004	660,5512373	660,551372	0,203920785	C48H71N		3089,192383
N	666,504935	666,5041607	666,504422	0,39211269	C49H65N		3079,263184
N	670,536021	670,5352535	670,535723	0,70018486	C49H69N		3522,224854
N	672,551755	672,5509917	672,551372	0,565498067	C49H71N		3799,816895
N	686,567153	686,5663567	686,567023	0,970537438	C50H73N		3186,489258
N	700,583335	700,5825229	700,582672	0,212790436	C51H75N		3256,84082
NO2	386,212896	386,2124353	386,212552	0,302116495	C26H29NO2	2992,004639
NO2	390,244203	390,2437688	390,243852	0,213240963	C26H33NO2	4234,055176
NO2	392,259777	392,2593257	392,259502	0,449353657	C26H35NO2	3570,63623
NO2	398,212851	398,2123839	398,212552	0,422211548	C27H29NO2	3195,966309
NO2	400,22835	400,2278818	400,228202	0,799960372	C27H31NO2	3233,686768
NO2	402,24402	402,2435555	402,243852	0,737220626	C27H33NO2	3449,710938
NO2	404,259803	404,2593588	404,259502	0,354303662	C27H35NO2	4449,928223
NO2	406,275398	406,2749454	406,275152	0,508488087	C27H37NO2	4143,111328
NO2	410,212773	410,2122955	410,212552	0,625257707	C28H29NO2	3270,059326
NO2	412,228358	412,2278974	412,228202	0,73890767	C28H31NO2	4056,917236
NO2	414,2441	414,2436582	414,243852	0,467785229	C28H33NO2	5149,01709
NO2	416,259712	416,2592639	416,259502	0,572000236	C28H35NO2	4906,484375
NO2	418,275431	418,2749991	418,275152	0,365661844	C28H37NO2	6045,125
NO2	420,290974	420,2905365	420,290802	0,631713928	C28H39NO2	5810,730957
NO2	424,228518	424,2280454	424,228202	0,369141346	C29H31NO2	4080,554932
NO2	426,244205	426,2437348	426,243852	0,275047487	C29H33NO2	4293,807129
NO2	428,259698	428,2592491	428,259502	0,590623861	C29H35NO2	5608,859375
NO2	430,275279	430,2748253	430,275152	0,759335231	C29H37NO2	5440,583496
NO2	432,290964	432,2905403	432,290802	0,605279943	C29H39NO2	7872,598145
NO2	434,306772	434,30634	434,306452	0,257927104	C29H41NO2	7326,771973
NO2	438,244049	438,2435693	438,243852	0,645169468	C30H33NO2	4450,166992
NO2	440,259829	440,2593614	440,259502	0,319274139	C30H35NO2	5239,498535
NO2	442,275282	442,2748423	442,275152	0,700245367	C30H37NO2	7390,568848
NO2	444,291041	444,2905858	444,290802	0,486696864	C30H39NO2	6336,489746
NO2	446,306859	446,3064197	446,306452	0,072363932	C30H41NO2	7801,009277
NO2	448,322488	448,3220532	448,322102	0,108783569	C30H43NO2	8425,744141
NO2	450,244035	450,2435233	450,243852	0,730087708	C31H33NO2	3576,434814
NO2	450,337981	450,3374599	450,337752	0,648598482	C30H45NO2	3219,252441
NO2	452,259537	452,2590501	452,259502	0,999141355	C31H35NO2	4863,089355
NO2	452,353706	452,3531889	452,353402	0,471008384	C30H47NO2	3453,133545
NO2	454,275353	454,2748689	454,275152	0,623149107	C31H37NO2	5145,640625
NO2	456,290934	456,2904794	456,290802	0,707018924	C31H39NO2	7395,040039
NO2	458,30667	458,306214	458,306452	0,519324847	C31H41NO2	7460,060547
NO2	460,322327	460,3218975	460,322102	0,444282004	C31H43NO2	10394,74023
NO2	462,33799	462,3375724	462,337752	0,388467893	C31H45NO2	12252,18359
NO2	464,259742	464,2592215	464,259502	0,604204264	C32H35NO2	3839,9021
NO2	464,353752	464,3532092	464,353402	0,415161038	C31H47NO2	2985,591553
NO2	466,275544	466,2750541	466,275152	0,20989591	C32H37NO2	5582,064941
NO2	466,369383	466,3688674	466,369052	0,395890851	C31H49NO2	4165,441406
NO2	468,290995	468,2905149	468,290802	0,613041144	C32H39NO2	6402,19043
NO2	468,384984	468,3844597	468,384702	0,517297892	C31H51NO2	3869,313232
NO2	470,306865	470,3064072	470,306452	0,095339303	C32H41NO2	8481,193359
NO2	472,322261	472,321811	472,322102	0,61613039	C32H43NO2	9523,765625
NO2	474,337971	474,3375445	474,337752	0,437425448	C32H45NO2	12856,31152
NO2	476,259657	476,2591094	476,259502	0,824419342	C33H35NO2	3270,85083
NO2	476,353779	476,3533649	476,353402	0,07778267	C32H47NO2	15277,20606
NO2	478,275241	478,2747136	478,275152	0,916694864	C33H37NO2	4218,959473
NO2	478,369469	478,3689287	478,369052	0,257736946	C32H49NO2	3649,218506
NO2	480,291191	480,2907015	480,290802	0,209153235	C33H39NO2	6677,702637
NO2	480,385167	480,3846403	480,384702	0,12852449	C32H51NO2	4365,209961
NO2	482,306597	482,3061203	482,306452	0,687781336	C33H41NO2	7929,96582
NO2	482,400658	482,4001488	482,400352	0,421255114	C32H53NO2	5467,316895
NO2	484,322294	484,3218389	484,322102	0,543301003	C33H43NO2	10446,89844
NO2	486,338078	486,3376232	486,337752	0,264898124	C33H45NO2	10756,98731
NO2	488,353738	488,3533114	488,353402	0,185586753	C33H47NO2	15375,30957
NO2	490,275509	490,2749382	490,275152	0,436071898	C34H37NO2	2993,19043
NO2	490,369427	490,3690143	490,369052	0,076795189	C33H49NO2	18648,73828
NO2	492,29098	492,2904593	492,290802	0,696102293	C34H39NO2	5428,783203
NO2	492,384938	492,3844135	492,384702	0,585950902	C33H51NO2	5202,543457
NO2	494,306811	494,3063099	494,306452	0,287380073	C34H41NO2	6974,032227
NO2	494,4008	494,40029	494,400352	0,125426434	C33H53NO2	6299,971191
NO2	496,322434	496,3219619	496,322102	0,282278162	C34H43NO2	9998,430664
NO2	496,416072	496,4155502	496,416002	0,910145129	C33H55NO2	5645,54248
NO2	498,338017	498,3375651	498,337752	0,375009045	C34H45NO2	12996,30078
NO2	500,353736	500,3532806	500,353402	0,242666365	C34H47NO2	12798,34277
NO2	502,275409	502,2748228	502,275152	0,65547759	C35H37NO2	2920,055908
NO2	502,369396	502,3689656	502,369052	0,171988296	C34H49NO2	17672,28906
NO2	504,29121	504,2906552	504,290802	0,291050113	C35H39NO2	4281,194336
NO2	504,385183	504,3847624	504,384702	-0,119723583	C34H51NO2	20419,32031
NO2	506,306953	506,3064165	506,306452	0,070114076	C35H41NO2	5410,037109
NO2	506,400514	506,3999726	506,400352	0,749251073	C34H53NO2	5120,294434
NO2	508,322443	508,3219376	508,322102	0,323506917	C35H43NO2	7928,705078
NO2	508,416359	508,4158491	508,416002	0,300827257	C34H55NO2	7537,035645
NO2	510,337875	510,3373942	510,337752	0,701102296	C35H45NO2	10829,19434
NO2	510,431748	510,4312271	510,431652	0,832450583	C34H57NO2	6817,895508
NO2	512,35385	512,3533905	512,353403	0,024454706	C35H47NO2	14268,52832
NO2	514,369391	514,3689314	514,369053	0,236487282	C35H49NO2	14633,94434
NO2	516,291047	516,2904662	516,290803	0,652375364	C36H39NO2	3707,213379
NO2	516,385104	516,3846683	516,384703	0,06717273	C35H51NO2	20007,55273
NO2	518,306829	518,3062679	518,306453	0,357103606	C36H41NO2	4761,378418
NO2	518,400809	518,4003781	518,400353	-0,048367042	C35H53NO2	21781,23047
NO2	520,322426	520,321892	520,322103	0,405512809	C36H43NO2	6661,822266
NO2	520,416318	520,415769	520,416003	0,449732702	C35H55NO2	5613,157715
NO2	522,338061	522,3375456	522,337753	0,396973347	C36H45NO2	8475,953125
NO2	522,431855	522,4313258	522,431653	0,626289816	C35H57NO2	7234,520508
NO2	524,353554	524,3530639	524,353403	0,646786125	C36H47NO2	11664,64063
NO2	524,447657	524,4471291	524,447303	0,33162251	C35H59NO2	7535,833984
NO2	526,369137	526,368669	526,369053	0,729572224	C36H49NO2	15544,41016
NO2	528,385058	528,3845844	528,384703	0,224534638	C36H51NO2	14941,23731
NO2	530,307021	530,3064292	530,306453	0,044962116	C37H41NO2	3912,838623
NO2	530,400718	530,4002701	530,400353	0,15622185	C36H53NO2	20898,10352
NO2	532,322382	532,3218256	532,322103	0,521072461	C37H43NO2	6019,220215
NO2	532,416363	532,4159155	532,416003	0,164251375	C36H55NO2	21590,94336
NO2	534,337988	534,3374464	534,337753	0,573831466	C37H45NO2	7320,300293
NO2	534,431817	534,431256	534,431653	0,742790637	C36H57NO2	5869,37793
NO2	536,35367	536,3531554	536,353403	0,461659737	C37H47NO2	10273,09473
NO2	536,447772	536,4472378	536,447303	0,121559623	C36H59NO2	8196,229492
NO2	538,369256	538,3687559	538,369053	0,551762871	C37H49NO2	12507,68457
NO2	538,463189	538,4626408	538,462953	0,579708295	C36H61NO2	7166,513184
NO2	540,385015	540,3845338	540,384703	0,313169753	C37H51NO2	16047,14063
NO2	542,306803	542,3061734	542,306453	0,515564124	C38H41NO2	2975,754395
NO2	542,400779	542,4002899	542,400353	0,116263017	C37H53NO2	15028,29297
NO2	544,322601	544,3219932	544,322103	0,20163013	C38H43NO2	3913,92334
NO2	544,416379	544,4159171	544,416002	0,156034842	C37H55NO2	21370,52539
NO2	546,338073	546,3375029	546,337752	0,455877751	C38H45NO2	6177,853027
NO2	546,432095	546,4316349	546,431653	0,03305896	C37H57NO2	22485,74023
NO2	548,353957	548,3534104	548,353403	-0,013544772	C38H47NO2	8312,527344
NO2	548,447763	548,4472022	548,447302	0,18197649	C37H59NO2	7063,853027
NO2	550,369178	550,3686494	550,369052	0,731583611	C38H49NO2	10511,48145
NO2	550,463216	550,4626615	550,462953	0,529578215	C37H61NO2	7799,28418
NO2	552,384943	552,3844336	552,384703	0,487689318	C38H51NO2	13529,25
NO2	552,479209	552,4786351	552,478602	-0,059920921	C37H63NO2	6409,349121
NO2	554,400635	554,4001463	554,400352	0,371000115	C38H53NO2	17778,07813
NO2	556,416559	556,4160634	556,416002	-0,110377291	C38H55NO2	16831,89648
NO2	558,338139	558,3375208	558,337752	0,414003041	C39H45NO2	4175,442871
NO2	558,432087	558,4316087	558,431652	0,077542624	C38H57NO2	21301,8457
NO2	560,353849	560,3532675	560,353403	0,241807701	C39H47NO2	6518,200195
NO2	560,447526	560,4470461	560,447302	0,45651512	C38H59NO2	21503,16406
NO2	562,369322	562,368766	562,369052	0,508582051	C39H49NO2	8981,584961
NO2	562,463195	562,4626275	562,462952	0,576903141	C38H61NO2	7876,036133
NO2	564,384876	564,384335	564,384703	0,651951504	C39H51NO2	10993,08496
NO2	564,47894	564,4783643	564,478602	0,421064129	C38H63NO2	7361,64502
NO2	566,400842	566,400324	566,400352	0,049461755	C39H53NO2	14790,55566
NO2	566,494608	566,4940269	566,494252	0,39729793	C38H65NO2	7107,851563
NO2	568,416585	568,4160763	568,416002	-0,130692575	C39H55NO2	16983,30859
NO2	570,338349	570,3377026	570,337752	0,086687153	C40H45NO2	3545,349121
NO2	570,431945	570,4314359	570,431652	0,378833254	C39H57NO2	17384,3418
NO2	572,353991	572,3533665	572,353403	0,063702225	C40H47NO2	4675,833496
NO2	572,447754	572,4472625	572,447302	0,068925277	C39H59NO2	22115,95117
NO2	574,369445	574,3688636	574,369052	0,328022424	C40H49NO2	7867,674805
NO2	574,46337	574,4628721	574,462952	0,139043185	C39H61NO2	21050,45117
