Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
NO2	498,338017	498,3378629	498,337752	-0,222449021	C34H45NO2	647,975159
NO2	500,259743	500,2595862	500,259502	-0,168400312	C35H35NO2	514,889343
NO2	500,353736	500,3535818	500,353402	-0,359275601	C34H47NO2	705,61145
NO2	502,369396	502,3692399	502,369052	-0,374074613	C34H49NO2	619,418274
NO2	504,290825	504,2906659	504,290802	0,269865252	C35H39NO2	470,265808
NO2	504,384797	504,3846416	504,384702	0,119839209	C34H51NO2	740,019409
NO2	506,306565	506,3064067	506,306452	0,089440276	C35H41NO2	573,301025
NO2	506,400514	506,4003562	506,400352	-0,008206075	C34H53NO2	608,032227
NO2	508,322052	508,3218926	508,322102	0,411936257	C35H43NO2	553,609131
NO2	508,415968	508,4158096	508,416002	0,378354946	C34H55NO2	631,788696
NO2	510,337875	510,3377172	510,337752	0,06813667	C35H45NO2	750,896301
NO2	510,431748	510,4315899	510,431652	0,121650786	C34H57NO2	724,905579
NO2	512,353453	512,3532937	512,353403	0,213236658	C35H47NO2	694,470215
NO2	514,369391	514,3692305	514,369053	-0,345063313	C35H49NO2	661,524353
NO2	516,384701	516,3845397	516,384703	0,316196974	C35H51NO2	670,540527
NO2	518,306422	518,3062573	518,306453	0,377485749	C36H41NO2	491,706848
NO2	518,400402	518,4002407	518,400353	0,216594224	C35H53NO2	748,906006
NO2	520,322016	520,3218534	520,322103	0,479758655	C36H43NO2	704,979736
NO2	520,416318	520,4161544	520,416003	-0,290923385	C35H55NO2	628,449097
NO2	522,338061	522,3378967	522,337753	-0,275203481	C36H45NO2	645,923279
NO2	522,431855	522,4316905	522,431653	-0,071834403	C35H57NO2	631,893311
NO2	524,353554	524,353389	524,353403	0,026720694	C36H47NO2	659,560364
NO2	524,447657	524,44749	524,447303	-0,356579911	C35H59NO2	519,684509
NO2	526,275182	526,2750138	526,275153	0,264562988	C37H37NO2	495,746948
NO2	526,369137	526,3689727	526,369053	0,152613911	C36H49NO2	807,411865
NO2	528,291227	528,2910594	528,290803	-0,485291244	C37H39NO2	600,319214
NO2	528,385058	528,3848911	528,384703	-0,355959402	C36H51NO2	658,850098
NO2	530,400718	530,4005503	530,400353	-0,371938606	C36H53NO2	672,075195
NO2	532,322382	532,3222129	532,322103	-0,206362065	C37H43NO2	632,449707
NO2	532,416363	532,4161953	532,416003	-0,361156906	C36H55NO2	760,220215
NO2	534,337988	534,3378168	534,337753	-0,119403298	C37H45NO2	555,3078
NO2	534,431817	534,4316463	534,431653	0,012446978	C36H57NO2	597,261902
NO2	536,35367	536,3534983	536,353403	-0,177703672	C37H47NO2	591,613953
NO2	536,447336	536,4471636	536,447303	0,259923362	C36H59NO2	542,888489
NO2	538,369256	538,3690864	538,369053	-0,06195624	C37H49NO2	866,33429
NO2	538,463189	538,463016	538,462953	-0,117090534	C36H61NO2	577,435547
NO2	540,385015	540,3848436	540,384703	-0,260135004	C37H51NO2	788,139404
NO2	542,306803	542,3066273	542,306453	-0,321377407	C38H41NO2	524,404175
NO2	542,400779	542,4006059	542,400353	-0,466192011	C37H53NO2	725,121399
NO2	544,322152	544,3219754	544,322103	0,234441272	C38H43NO2	534,709045
NO2	544,41593	544,4157559	544,416002	0,452001791	C37H55NO2	735,730164
NO2	546,338073	546,3378945	546,337752	-0,260824913	C38H45NO2	483,703369
NO2	546,432095	546,431919	546,431653	-0,486710473	C37H57NO2	657,904968
NO2	548,353502	548,3533256	548,353403	0,141068696	C38H47NO2	719,597473
NO2	548,447308	548,4471303	548,447302	0,313000876	C37H59NO2	615,682739
NO2	550,275172	550,2749917	550,275152	0,291359566	C39H37NO2	501,58551
NO2	550,369178	550,3690004	550,369052	0,093688079	C38H49NO2	709,518127
NO2	550,463216	550,4630373	550,462953	-0,153134352	C37H61NO2	619,815674
NO2	552,384943	552,3847623	552,384703	-0,107350392	C38H51NO2	552,126526
NO2	552,478747	552,4785669	552,478602	0,063539699	C37H63NO2	597,936584
NO2	554,400635	554,4004545	554,400352	-0,184927483	C38H53NO2	651,595032
NO2	556,416559	556,4163761	556,416002	-0,672290587	C38H55NO2	553,965027
NO2	558,337667	558,3374839	558,337752	0,4800916	C39H45NO2	623,778259
NO2	558,432087	558,4319038	558,431652	-0,450888577	C38H57NO2	615,950806
NO2	560,353374	560,3531876	560,353403	0,38431563	C39H47NO2	479,782166
NO2	560,447526	560,4473433	560,447302	-0,073713209	C38H59NO2	758,816162
NO2	562,369322	562,3691357	562,369052	-0,148768206	C39H49NO2	554,573486
NO2	562,463195	562,4630074	562,462952	-0,098488678	C38H61NO2	478,276184
NO2	564,384876	564,3846899	564,384703	0,023199354	C39H51NO2	661,202576
NO2	564,47894	564,4787532	564,478602	-0,267897146	C38H63NO2	611,759521
NO2	566,400356	566,4001689	566,400352	0,323284156	C39H53NO2	676,203674
NO2	566,494608	566,4944189	566,494252	-0,294687224	C38H65NO2	535,295959
NO2	568,416096	568,4159092	568,416002	0,163239091	C39H55NO2	818,518616
NO2	570,337856	570,3376654	570,337752	0,151760165	C40H45NO2	592,240967
NO2	570,431945	570,4317551	570,431652	-0,180781634	C39H57NO2	648,496521
NO2	572,353495	572,3533018	572,353403	0,176777347	C40H47NO2	499,463745
NO2	572,447754	572,4475627	572,447302	-0,455475197	C39H59NO2	636,297241
NO2	574,369445	574,3692513	574,369052	-0,347047407	C40H49NO2	548,036804
NO2	574,46287	574,462679	574,462952	0,47528648	C39H61NO2	764,535767
NO2	576,385058	576,384866	576,384703	-0,282827901	C40H51NO2	789,192383
NO2	576,478637	576,4784422	576,478602	0,277209645	C39H63NO2	560,223083
NO2	578,400683	578,4004882	578,400352	-0,235525101	C40H53NO2	653,233276
NO2	578,494411	578,4942155	578,494252	0,063126669	C39H65NO2	600,129211
NO2	580,416172	580,4159762	580,416002	0,044436144	C40H55NO2	675,086731
NO2	582,431888	582,4316911	582,431652	-0,067162805	C40H57NO2	692,655762
NO2	584,447689	584,4474924	584,447302	-0,325814492	C40H59NO2	847,744629
NO2	586,369185	586,3689848	586,369052	0,114656705	C41H49NO2	629,090027
NO2	586,46291	586,4627108	586,462952	0,411324982	C40H61NO2	718,012512
NO2	588,384596	588,3843949	588,384703	0,523609354	C41H51NO2	667,808289
NO2	588,478966	588,4787658	588,478602	-0,278281118	C40H63NO2	747,784546
NO2	590,400714	590,4005105	590,400352	-0,26839921	C41H53NO2	582,680115
NO2	590,494676	590,4944721	590,494252	-0,372780493	C40H65NO2	563,320251
NO2	592,416348	592,4161436	592,416002	-0,239102409	C41H55NO2	623,231445
NO2	592,50989	592,5096837	592,509902	0,368426497	C40H67NO2	494,838684
NO2	594,431881	594,4316771	594,431652	-0,04220088	C41H57NO2	780,639282
NO2	596,447709	596,4475031	596,447302	-0,337083067	C41H59NO2	720,061646
NO2	596,54145	596,5412408	596,541202	-0,064978081	C40H71NO2	484,122437
NO2	598,369351	598,369141	598,369052	-0,148744382	C42H49NO2	515,260193
NO2	598,463155	598,4629458	598,462952	0,01028733	C41H61NO2	575,658264
NO2	600,479164	600,4789555	600,478602	-0,588623	C41H63NO2	739,631348
NO2	602,400538	602,4003274	602,400352	0,040910556	C42H53NO2	674,408142
NO2	602,494511	602,4942999	602,494252	-0,079441336	C41H65NO2	639,770569
NO2	604,416102	604,4158893	604,416002	0,186512974	C42H55NO2	622,317078
NO2	604,510152	604,509937	604,509902	-0,057872681	C41H67NO2	474,329407
NO2	606,431834	606,4316211	606,431652	0,050963364	C42H57NO2	729,006958
NO2	606,525955	606,525739	606,525553	-0,306602226	C41H69NO2	499,731506
NO2	608,447603	608,4473884	608,447302	-0,141982184	C42H59NO2	707,304199
NO2	610,369056	610,3688368	610,369052	0,352630971	C43H49NO2	476,198975
NO2	610,463274	610,4630562	610,462952	-0,170728484	C42H61NO2	573,98822
NO2	612,385007	612,3847866	612,384703	-0,136468622	C43H51NO2	493,58252
NO2	612,478713	612,4784954	612,478602	0,173997879	C42H63NO2	707,762512
NO2	614,4006	614,4003788	614,400352	-0,043597552	C43H53NO2	538,675476
NO2	614,494353	614,4941335	614,494252	0,192829308	C42H65NO2	671,67157
NO2	616,416273	616,4160508	616,416002	-0,079138072	C43H55NO2	573,373352
NO2	616,510066	616,5098446	616,509902	0,093033053	C42H67NO2	643,240112
NO2	618,431896	618,4316745	618,431652	-0,036384351	C43H57NO2	757,251099
NO2	620,447919	620,4476938	620,447302	-0,631463587	C43H59NO2	578,561829
NO2	622,46305	622,462823	622,462952	0,207211126	C43H61NO2	563,15564
NO2	622,556932	622,5567054	622,556852	0,235468864	C42H73NO2	595,992371
NO2	624,478912	624,4786844	624,478602	-0,131956168	C43H63NO2	633,014893
NO2	626,400915	626,4006839	626,400352	-0,529812941	C44H53NO2	493,759399
NO2	626,4948	626,4945722	626,494252	-0,511117291	C43H65NO2	751,938293
NO2	628,510585	628,5103555	628,509902	-0,721579137	C43H67NO2	742,403015
NO2	630,431645	630,4314115	630,431652	0,381496526	C44H57NO2	545,063477
NO2	632,447446	632,447212	632,447302	0,142362651	C44H59NO2	622,916687
NO2	634,463381	634,4631459	634,462952	-0,305689686	C44H61NO2	672,060181
NO2	634,557259	634,5570214	634,556852	-0,26695701	C43H73NO2	495,891235
NO2	636,478713	636,4784771	636,478602	0,196311001	C44H63NO2	737,220947
NO2	638,40073	638,4004893	638,400352	-0,215118347	C45H53NO2	500,323303
NO2	638,494543	638,4943037	638,494252	-0,080965218	C44H65NO2	596,97699
NO2	640,510138	640,5098973	640,509902	0,007413273	C44H67NO2	613,543091
NO2	642,525996	642,5257533	642,525553	-0,31170293	C44H69NO2	591,621033
NO2	644,447662	644,4474159	644,447302	-0,176789789	C45H59NO2	478,588074
NO2	644,541373	644,5411286	644,541202	0,113956965	C44H71NO2	589,049255
NO2	646,463108	646,4628612	646,462952	0,140387248	C45H61NO2	541,864441
NO2	648,479102	648,4788541	648,478602	-0,388805054	C45H63NO2	583,55719
NO2	650,400725	650,4004742	650,400352	-0,187926437	C46H53NO2	500,384521
NO2	650,494254	650,4940059	650,494252	0,378262063	C45H65NO2	705,99054
NO2	652,50972	652,5094688	652,509902	0,663904561	C45H67NO2	593,36322
NO2	654,526038	654,5257856	654,525553	-0,355420708	C45H69NO2	638,313538
NO2	656,447178	656,4469238	656,447302	0,576176132	C46H59NO2	624,55896
NO2	656,541149	656,5408946	656,541202	0,468141235	C45H71NO2	621,327393
NO2	658,462994	658,4627364	658,462952	0,327457117	C46H61NO2	512,630066
NO2	658,556886	658,5566288	658,556852	0,338992823	C45H73NO2	542,002441
NO2	660,478678	660,4784193	660,478602	0,276546518	C46H63NO2	562,500183
NO2	662,494779	662,494519	662,494252	-0,403041796	C46H65NO2	596,108215
NO2	664,509853	664,5095899	664,509902	0,469740628	C46H67NO2	505,695313
NO2	666,525787	666,5255249	666,525553	0,042090949	C46H69NO2	725,144958
NO2	668,447754	668,4474883	668,447302	-0,27875508	C47H59NO2	576,506592
NO2	668,541132	668,540866	668,541202	0,50265187	C46H71NO2	556,286316
NO2	670,463185	670,4629159	670,462952	0,053866608	C47H61NO2	474,514343
NO2	674,494905	674,4946322	674,494252	-0,563609238	C47H65NO2	475,572388
NO2	676,510292	676,5100173	676,509902	-0,170404096	C47H67NO2	476,927917
NO2	680,447694	680,4474157	680,447302	-0,167153435	C48H59NO2	488,520935
NO2	680,54165	680,5413719	680,541202	-0,249663574	C47H71NO2	504,075562
NO2	682,557411	682,5571314	682,556852	-0,409305466	C47H73NO2	529,396362
NO2	684,478723	684,4784409	684,478602	0,235408055	C48H63NO2	488,922363
NO2	684,573085	684,5728032	684,572502	-0,439953982	C47H75NO2	513,595825
NO2	690,526081	690,5257952	690,525553	-0,350776908	C48H69NO2	645,626099
NO2	692,541234	692,5409441	692,541202	0,372453439	C48H71NO2	495,014954
NO2	694,463012	694,4627198	694,462952	0,334339702	C49H61NO2	475,40979
NO2	694,557226	694,556935	694,556852	-0,119460854	C48H73NO2	554,038086
NO2	696,572499	696,5722061	696,572502	0,424835307	C48H75NO2	562,306091
NO2	702,526154	702,525855	702,525553	-0,429901818	C49H69NO2	561,821289
NO2	704,541404	704,5411023	704,541202	0,141445772	C49H71NO2	522,073608
NO2	706,463191	706,4628867	706,462952	0,092450445	C50H61NO2	481,074768
NO2	706,55691	706,5566059	706,556852	0,34826453	C49H73NO2	501,513184
NO2	708,572577	708,5722722	708,572502	0,324291818	C49H75NO2	594,097351
NO2	712,510216	712,5099056	712,509902	-0,00510104	C50H67NO2	497,697693
NO2	712,604009	712,6036991	712,603802	0,144439933	C49H79NO2	531,381592
NO2	714,526027	714,5257141	714,525553	-0,225484165	C50H69NO2	474,942871
NO2	716,541616	716,541301	716,541202	-0,138145559	C50H71NO2	476,189697
NO2	718,55688	718,5565631	718,556852	0,402039764	C50H73NO2	493,0578
NO2	732,572856	732,572524	732,572502	-0,030039068	C51H75NO2	510,12207
NO2	738,620081	738,6197428	738,619452	-0,393692409	C51H81NO2	549,766418
NO2	742,557304	742,5569605	742,556852	-0,146148708	C52H73NO2	501,150513
NO2	760,604173	760,603808	760,603802	-0,007822871	C53H79NO2	483,969482
NO2	770,588126	770,5877488	770,588152	0,52317792	C54H77NO2	490,647278
NO2	774,619141	774,6187592	774,619452	0,894369416	C54H81NO2	513,957336
NO2	786,619635	786,6192376	786,619452	0,272543313	C55H81NO2	493,108459
NO2	802,650894	802,6504761	802,650752	0,343702109	C56H85NO2	530,479187
O	275,238148	275,2379993	275,238038	0,140722559	C19H32O		538,673523
O	285,222503	285,2223586	285,222388	0,103145904	C20H30O		629,891479
O	287,238183	287,2380375	287,238038	0,001890178	C20H32O		511,283508
O	289,253795	289,2536542	289,253688	0,116862562	C20H34O		858,179199
O	297,222497	297,2223537	297,222388	0,115393324	C21H30O		485,891418
O	299,238087	299,2379472	299,238038	0,303455093	C21H32O		702,111267
O	301,253853	301,2537162	301,253688	-0,093572753	C21H34O		962,700623
O	303,269385	303,2692529	303,269338	0,280648551	C21H36O		1680,429688
O	305,191158	305,1910173	305,191088	0,231801726	C22H26O		526,227722
O	307,206875	307,2067343	307,206738	0,012060588	C22H28O		500,508667
O	311,238127	311,2379913	311,238038	0,150030828	C22H32O		836,652588
O	313,25379	313,2536556	313,253688	0,10329761	C22H34O		940,79541
O	315,175509	315,17537	315,175438	0,21564999	C23H24O		505,898071
O	315,269393	315,2692613	315,269338	0,24321474	C22H36O		1263,692017
O	317,191165	317,1910292	317,191088	0,185407579	C23H26O		711,841309
O	317,285034	317,2849075	317,284988	0,253670388	C22H38O		2466,84082
O	319,206847	319,2067116	319,206738	0,082845447	C23H28O		711,130737
O	321,22253	321,2223947	321,222388	-0,02077916	C23H30O		690,179626
O	323,2382	323,2380649	323,238038	-0,083310315	C23H32O		682,262329
O	325,160017	325,1598795	325,159788	-0,281391891	C24H22O		486,53894
O	325,253856	325,2537236	325,253688	-0,109326451	C23H34O		909,915588
O	327,175474	327,1753372	327,175438	0,308237932	C24H24O		506,676086
O	327,269508	327,2693775	327,269338	-0,120614646	C23H36O		1116,047485
O	329,19113	329,1909968	329,191088	0,277034419	C24H26O		765,416687
O	331,206858	331,2067275	331,206738	0,031614102	C24H28O		1041,487671
O	331,300731	331,3006094	331,300638	0,086362568	C23H40O		3718,947021
O	333,22254	333,2224081	333,222388	-0,060421008	C24H30O		841,055115
O	335,238061	335,237929	335,238038	0,325082429	C24H32O		801,31604
O	337,253827	337,2536964	337,253688	-0,025005527	C24H34O		927,190491
O	339,175666	339,1755328	339,175438	-0,279608998	C25H24O		650,255127
O	339,269405	339,2692754	339,269338	0,184502373	C24H36O		1017,17157
O	341,191258	341,1911258	341,191088	-0,110760339	C25H26O		711,091919
O	341,285056	341,2849296	341,284988	0,171088432	C24H38O		1502,768188
O	343,20687	343,2067408	343,206738	-0,008084234	C25H28O		1007,810486
O	343,300709	343,3005851	343,300638	0,154045638	C24H40O		2063,38501
O	345,222436	345,2223066	345,222388	0,235931023	C25H30O		953,799866
O	345,316478	345,316359	345,316288	-0,205727365	C24H42O		4429,227539
O	347,23808	347,2379512	347,238038	0,250069156	C25H32O		1006,426575
O	349,253758	349,2536301	349,253688	0,165850317	C25H34O		1105,274048
O	351,269432	351,269304	351,269338	0,096926987	C25H36O		1064,231567
O	353,191172	353,191045	353,191088	0,121857682	C26H26O		1189,629883
O	353,285071	353,2849447	353,284988	0,12247999	C25H38O		1314,811157
O	355,206829	355,2067006	355,206738	0,105332443	C26H28O		977,657532
O	355,300656	355,3005328	355,300638	0,296133285	C25H40O		1955,587769
O	357,222436	357,2223083	357,222388	0,223091243	C26H30O		1054,519897
O	357,316364	357,3162434	357,316288	0,12483497	C25H42O		2824,162842
O	359,238185	359,2380599	359,238038	-0,060904385	C26H32O		1455,191772
O	359,332003	359,3318868	359,331938	0,142464817	C25H44O		6497,202637
O	361,253889	361,2537629	361,253688	-0,207371721	C26H34O		1262,232422
O	363,26956	363,2694349	363,269338	-0,266649419	C26H36O		1414,327637
O	365,191298	365,1911663	365,191088	-0,21444801	C27H26O		607,537476
O	365,28502	365,2848949	365,284988	0,254847804	C26H38O		1407,165405
O	367,206963	367,2068361	367,206738	-0,267160624	C27H28O		1100,870972
O	367,300701	367,3005759	367,300638	0,168978248	C26H40O		1399,424316
O	369,222502	369,2223756	369,222388	0,033694969	C27H30O		1159,584595
O	369,316445	369,3163242	369,316288	-0,097988338	C26H42O		2528,038818
O	371,238167	371,2380424	371,238038	-0,011856804	C27H32O		1470,949097
O	371,332095	371,3319771	371,331938	-0,105393226	C26H44O		4082,277344
O	373,25381	373,2536856	373,253688	0,006563005	C27H34O		1494,651855
O	373,347706	373,3475912	373,347588	-0,008653037	C26H46O		9763,102539
O	375,269496	375,2693722	375,269338	-0,091157374	C27H36O		1630,485596
O	377,191354	377,1912212	377,191088	-0,353004429	C28H26O		512,814819
O	377,285086	377,2849642	377,284988	0,063146323	C27H38O		2147,621582
O	379,206794	379,2066675	379,206738	0,185982961	C28H28O		1134,115845
O	379,300877	379,3007544	379,300638	-0,30687948	C27H40O		1924,655029
O	381,222541	381,2224159	381,222388	-0,073057333	C28H30O		1362,530518
O	381,316527	381,3164053	381,316288	-0,307646007	C27H42O		2199,473389
O	383,238039	383,237914	383,238038	0,323560889	C28H32O		1395,865723
O	383,332131	383,3320117	383,331938	-0,192297497	C27H44O		3198,289307
O	385,253835	385,2537129	385,253688	-0,06473435	C28H34O		2108,265137
O	385,347795	385,3476799	385,347588	-0,238363786	C27H46O		8180,036133
O	387,269374	387,2692521	387,269338	0,221843407	C28H36O		2172,218262
O	387,363412	387,3632967	387,363238	-0,15149291	C27H48O		15040,89746
O	389,191177	389,1910467	389,191088	0,106004534	C29H26O		726,964905
O	391,206751	391,2066206	391,206738	0,300045517	C29H28O		723,376831
O	391,300856	391,3007356	391,300638	-0,249524316	C28H40O		2807,657715
O	393,222473	393,2223456	393,222388	0,107728819	C29H30O		1073,246948
O	393,316379	393,3162587	393,316288	0,074591562	C28H42O		2861,138428
O	395,238259	395,2381352	395,238038	-0,245895216	C29H32O		1746,756592
O	395,331947	395,3318257	395,331938	0,283962736	C28H44O		2525,141113
O	397,253789	397,2536653	397,253688	0,057046022	C29H34O		1814,399536
O	397,347719	397,3476008	397,347588	-0,03220403	C28H46O		4291,287598
O	399,269464	399,2693415	399,269338	-0,008778479	C29H36O		2183,252686
O	399,363383	399,3632673	399,363238	-0,073378734	C28H48O		8736,202148
O	401,191365	401,1912322	401,191088	-0,359503348	C30H26O		579,996704
O	401,379109	401,3789925	401,378888	-0,260320835	C28H50O		16825,97656
O	403,206925	403,2067939	403,206738	-0,13851802	C30H28O		723,08783
O	403,300735	403,300613	403,300638	0,062005028	C29H40O		2455,543701
O	405,22245	405,22232	405,222388	0,16777518	C30H30O		854,907593
O	405,316454	405,3163344	405,316288	-0,114362036	C29H42O		3687,891846
O	407,238136	407,2380105	407,238038	0,067594839	C30H32O		1566,178589
O	407,332073	407,3319533	407,331938	-0,037504178	C29H44O		3760,103027
O	409,253687	409,2535621	409,253688	0,307618084	C30H34O		1755,36731
O	409,347795	409,3476744	409,347588	-0,211036566	C29H46O		3340,141602
O	411,26931	411,2691864	411,269338	0,368723315	C30H36O		2158,262451
O	411,363323	411,3632046	411,363238	0,08117724	C29H48O		5290,962891
O	413,191113	413,1909775	413,191088	0,267319021	C31H26O		480,381897
O	413,284972	413,284849	413,284988	0,336306056	C30H38O		2456,235352
O	413,378874	413,3787571	413,378888	0,316738202	C29H50O		9062,505859
O	415,206907	415,206773	415,206738	-0,084314942	C31H28O		591,36322
O	415,30064	415,3005176	415,300638	0,289877837	C30H40O		2792,845459
O	415,394676	415,3945578	415,394538	-0,047709892	C29H52O		17821,58984
O	417,222434	417,2223044	417,222388	0,200474351	C31H30O		1053,486816
O	417,316288	417,3161662	417,316288	0,291969454	C30H42O		3169,231201
O	419,238196	419,238068	419,238038	-0,071527762	C31H32O		1348,712402
O	419,33216	419,3320396	419,331938	-0,24232846	C30H44O		4285,585938
O	421,253914	421,2537868	421,253688	-0,234604581	C31H34O		1566,459351
O	421,347709	421,3475884	421,347588	-9,30E-04	C30H46O		4327,706055
O	423,269578	423,2694529	423,269338	-0,271473799	C31H36O		2181,774414
O	423,363458	423,3633372	423,363238	-0,234281113	C30H48O		4396,900879
O	425,379133	425,3790136	425,378888	-0,295173473	C30H50O		6419,996582
O	427,207014	427,2068788	427,206738	-0,329544292	C32H28O		624,915833
O	427,300714	427,3005902	427,300638	0,111827631	C31H40O		2917,68457
O	427,394732	427,3946133	427,394538	-0,176196875	C30H52O		10993,67285
O	429,222438	429,2223041	429,222388	0,195455179	C32H30O		766,946167
O	429,316467	429,3163436	429,316288	-0,129511724	C31H42O		3273,699707
O	429,410257	429,4101361	429,410188	0,120966684	C30H54O		20146,4043
O	431,238384	431,2382522	431,238038	-0,496736337	C32H32O		1045,478516
O	431,332171	431,3320479	431,331938	-0,254810938	C31H44O		3652,524414
O	433,253744	433,2536136	433,253688	0,171795298	C32H34O		1306,102051
O	433,347841	433,3477192	433,347588	-0,302700608	C31H46O		4968,700684
O	435,269383	435,2692551	435,269338	0,190542887	C32H36O		1927,24292
O	435,363209	435,3630868	435,363238	0,347258354	C31H48O		4975,236816
O	437,285043	437,2849161	437,284988	0,164357454	C32H38O		2374,163574
O	437,378872	437,3787491	437,378888	0,317623198	C31H50O		4618,683594
O	439,300756	439,3006298	439,300638	0,01865452	C32H40O		2791,40625
O	439,394575	439,3944537	439,394538	0,191965864	C31H52O		7619,681641
O	441,316265	441,3161391	441,316288	0,33742952	C32H42O		3111,936035
O	441,410357	441,4102356	441,410188	-0,107825203	C31H54O		13410,49805
O	443,238179	443,2380437	443,238038	-0,012796541	C33H32O		889,986755
O	443,332199	443,3320738	443,331938	-0,3064132	C32H44O		3794,044922
O	443,425962	443,4258372	443,425838	0,001861355	C31H56O		23423
O	445,253739	445,2536056	445,253688	0,184974686	C33H34O		1210,943481
O	445,347715	445,3475897	445,347588	-0,003803708	C32H46O		3989,276611
O	447,269538	447,269406	447,269338	-0,152040184	C33H36O		1539,059692
O	447,363458	447,3633341	447,363238	-0,214849321	C32H48O		5883,94873
O	449,285028	449,2848966	449,284988	0,203524982	C33H38O		1767,122559
O	449,378879	449,3787548	449,378888	0,29633411	C32H50O		6147,754883
O	451,300876	451,3007463	451,300638	-0,239965881	C33H40O		2424,095703
O	451,394647	451,3945214	451,394538	0,036668912	C32H52O		4959,138672
O	453,222589	453,2224468	453,222388	-0,129773609	C34H30O		502,02063
O	453,316227	453,3160981	453,316288	0,418889603	C33H42O		2957,195068
O	453,410214	453,4100897	453,410188	0,21672099	C32H54O		8097,558105
O	455,238232	455,2380917	455,238038	-0,11793456	C34H32O		671,222595
O	455,332077	455,3319493	455,331938	-0,024762743	C33H44O		3909,453369
O	455,425959	455,4258341	455,425838	0,00862692	C32H56O		15441,58106
O	457,253838	457,2537006	457,253688	-0,027632104	C34H34O		1036,911377
O	457,347565	457,3474371	457,347588	0,330010748	C33H46O		4129,512207
O	457,441647	457,4415187	457,441488	-0,067030661	C32H58O		24068,46875
O	459,269486	459,2693501	459,269338	-0,0263787	C34H36O		1345,364014
O	459,363402	459,3632739	459,363238	-0,078108827	C33H48O		4393,529785
O	461,379038	461,3789112	461,378888	-0,050346314	C33H50O		6800,723633
O	463,300936	463,3008021	463,300638	-0,354248586	C34H40O		2053,250977
O	463,394557	463,3944294	463,394538	0,234280549	C33H52O		6327,720703
O	465,316597	465,3164642	465,316288	-0,378712024	C34H42O		2619,920898
O	465,410379	465,4102503	465,410188	-0,133852339	C33H54O		5468,48291
O	467,23812	467,2379744	467,238038	0,136092132	C35H32O		518,946167
O	467,332017	467,3318853	467,331938	0,112672894	C34H44O		3434,495361
O	467,425951	467,4258233	467,425838	0,031497818	C33H56O		9114,22168
O	469,253918	469,2537738	469,253688	-0,182816929	C35H34O		659,963318
O	469,347626	469,3474945	469,347588	0,199194306	C34H46O		3910,685791
O	469,441705	469,4415764	469,441488	-0,188278899	C33H58O		15034,64746
O	471,26936	471,2692184	471,269338	0,253710496	C35H36O		991,693176
O	471,363202	471,363071	471,363238	0,354370959	C34H48O		4779,755371
O	471,457082	471,45695	471,457138	0,398742834	C33H60O		23569,0918
O	473,379199	473,3790677	473,378888	-0,379573581	C34H50O		5119,602051
O	475,300634	475,300496	475,300638	0,298856224	C35H40O		1864,593384
O	475,39472	475,3945893	475,394538	-0,107805957	C34H52O		6920,974121
O	477,316371	477,3162333	477,316288	0,114553088	C35H42O		2149,466797
O	477,410221	477,4100897	477,410188	0,205983328	C34H54O		7014,023438
O	479,331883	479,3317459	479,331938	0,40076831	C35H44O		2575,203613
O	479,425831	479,4256979	479,425838	0,29215259	C34H56O		5286,879395
O	481,253997	481,2538466	481,253688	-0,329469144	C36H34O		484,648621
O	481,347648	481,3475113	481,347588	0,159313567	C35H46O		3044,421387
O	481,441687	481,441555	481,441488	-0,139209377	C34H58O		9426,413086
O	483,269374	483,2692269	483,269338	0,22999052	C36H36O		790,463623
O	483,363458	483,3633213	483,363238	-0,172333345	C35H48O		3389,754395
O	483,457224	483,4570909	483,457138	0,097483305	C34H60O		15603,57324
O	485,284942	485,2847949	485,284988	0,397845092	C36H38O		869,879517
O	485,379099	485,3789634	485,378888	-0,155444272	C35H50O		4743,409668
O	485,472935	485,4727974	485,472788	-0,019312434	C34H62O		26233,05664
O	487,300853	487,3007087	487,300638	-0,145152815	C36H40O		1367,150757
O	487,394715	487,394579	487,394538	-0,084191313	C35H52O		5028,823242
O	489,316543	489,3163996	489,316288	-0,228084158	C36H42O		1692,295654
O	489,410457	489,4103216	489,410188	-0,27302939	C35H54O		6979,586426
O	491,332163	491,3320201	491,331938	-0,167095663	C36H44O		2005,312622
O	491,426121	491,4259849	491,425838	-0,298967444	C35H56O		7017,741211
O	493,347504	493,3473619	493,347588	0,458263762	C36H46O		2515,56543
O	493,441497	493,4413595	493,441488	0,260465622	C35H58O		5766,891113
O	495,269485	495,2693315	495,269338	0,013220019	C37H36O		604,671753
O	495,363469	495,3633279	495,363238	-0,181465558	C36H48O		3299,900146
O	495,457117	495,4569801	495,457138	0,318715345	C35H60O		9349,808594
O	497,285119	497,2849662	497,284988	0,043744079	C37H38O		732,886169
O	497,379121	497,3789801	497,378888	-0,185160709	C36H50O		3895,756836
O	497,472783	497,472645	497,472788	0,287448057	C35H62O		14951,9209
O	499,300617	499,3004667	499,300638	0,342984176	C37H40O		1109,997314
O	499,394627	499,3944863	499,394538	0,10343509	C36H52O		4733,76123
O	499,488672	499,4885303	499,488438	-0,184802324	C35H64O		23868,40039
O	501,316536	501,3163864	501,316288	-0,196187294	C37H42O		1330,996948
