Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
S2	595,436747	595,4372137	595,437668	0,763005461	C39H64S2	4981,855957
S2	597,358894	597,3594006	597,359418	0,02910253	C40H54S2	3847,648682
S2	597,452381	597,4528045	597,453318	0,859413685	C39H66S2	7403,866211
S2	599,280439	599,2810895	599,281168	0,130936317	C41H44S2	1330,06189
S2	599,374529	599,3750378	599,375068	0,050347783	C40H56S2	4003,459717
S2	599,468104	599,4684231	599,468968	0,909005417	C39H68S2	18206,57227
S2	601,390122	601,3906148	601,390718	0,171631642	C40H58S2	4807,445313
S2	601,48378	601,4842858	601,484618	0,552349638	C39H70S2	4354,799316
S2	603,311828	603,3124674	603,312468	9,47E-04	C41H48S2	1625,156372
S2	603,406086	603,4065883	603,406368	-0,365134701	C40H60S2	4729,539551
S2	603,499821	603,500486	603,500268	-0,361173983	C39H72S2	1341,246948
S2	605,327402	605,3280179	605,328118	0,165387703	C41H50S2	2066,992432
S2	605,42118	605,4216876	605,422018	0,545745613	C40H62S2	4814,011719
S2	605,515543	605,5162029	605,515918	-0,470508899	C39H74S2	1478,459229
S2	607,343083	607,3436737	607,343768	0,155196292	C41H52S2	2664,69458
S2	607,436929	607,4374336	607,437668	0,385916704	C40H64S2	5231,943359
S2	609,35874	609,3593134	609,359418	0,171717966	C41H54S2	3237,912109
S2	609,452647	609,4531527	609,453318	0,271189231	C40H66S2	5507,730469
S2	611,374803	611,3753778	611,375068	-0,506730242	C41H56S2	3401,380127
S2	611,468201	611,468658	611,468968	0,506985106	C40H68S2	8602,80957
S2	613,390008	613,3905538	613,390718	0,267666104	C41H58S2	4533,688477
S2	613,484022	613,4845326	613,484618	0,139138922	C40H70S2	5990,83252
S2	615,405926	615,4064554	615,406368	-0,142042156	C41H60S2	5485,54834
S2	615,499412	615,5000075	615,500268	0,42329532	C40H72S2	3283,755615
S2	617,327214	617,3278925	617,328118	0,365324563	C42H50S2	1824,312378
S2	617,421285	617,4218084	617,422018	0,339456981	C41H62S2	6123,682129
S2	617,515384	617,5160948	617,515918	-0,28633727	C40H74S2	1428,873291
S2	619,343		619,3436495	619,343768	0,191265407	C42H52S2	2430,219971
S2	619,437105	619,4376568	619,437668	0,018063408	C41H64S2	5220,546875
S2	621,359132	621,3597976	621,359418	-0,610840113	C42H54S2	2286,674561
S2	621,452682	621,4532363	621,453318	0,131469185	C41H66S2	5458,150879
S2	623,374312	623,3749479	623,375068	0,19269257	C42H56S2	3069,163818
S2	623,468469	623,4690198	623,468968	-0,083013852	C41H68S2	5987,480469
S2	625,390169	625,3908072	625,390718	-0,142635999	C42H58S2	3215,64209
S2	625,483751	625,4842595	625,484618	0,573099589	C41H70S2	8928,303711
S2	627,405992	627,4066308	627,406368	-0,418845583	C42H60S2	3417,250244
S2	627,499583	627,5001804	627,500268	0,139531805	C41H72S2	4733,106445
S2	629,327492	629,3282586	629,328118	-0,223346	C43H50S2	1351,255127
S2	629,421056	629,4216797	629,422018	0,537492595	C42H62S2	4106,54834
S2	629,515249	629,5159329	629,515918	-0,023672165	C41H74S2	2578,151123
S2	631,342866	631,3436277	631,343768	0,222150841	C43H52S2	1498,213501
S2	631,437031	631,4376579	631,437668	0,016036739	C42H64S2	4282,463379
S2	631,531224	631,5320139	631,531568	-0,706138341	C41H76S2	1212,394653
S2	633,359042	633,3597664	633,359418	-0,550032322	C43H54S2	2138,975098
S2	633,452595	633,4532135	633,453318	0,164939965	C42H66S2	4890,978027
S2	635,374689	635,3753883	635,375068	-0,504041949	C43H56S2	2780,68042
S2	635,468226	635,4688567	635,468968	0,17509085	C42H68S2	4758,557617
S2	637,390287	637,3909939	637,390718	-0,432893059	C43H58S2	2804,975586
S2	637,483804	637,4843914	637,484618	0,355402293	C42H70S2	7166,335449
S2	639,405715	639,4064066	639,406368	-0,060443851	C43H60S2	3384,185791
S2	639,499823	639,5004021	639,500268	-0,209757522	C42H72S2	8209,417969
S2	641,421469	641,4221755	641,422018	-0,24555195	C43H62S2	3232,057861
S2	641,515548	641,5161967	641,515918	-0,434374102	C42H74S2	5093,543945
S2	643,436808	643,4374967	643,437668	0,266291245	C43H64S2	3984,694092
S2	643,530853	643,5316564	643,531568	-0,137337678	C42H76S2	1640,625732
S2	645,358888	645,3596884	645,359418	-0,419044449	C44H54S2	1789,150146
S2	645,452865	645,4535689	645,453318	-0,388744569	C43H66S2	3797,927734
S2	645,546869	645,5477077	645,547218	-0,758504385	C42H78S2	1340,257446
S2	647,374336	647,3751509	647,375068	-0,128114368	C44H56S2	1716,908691
S2	647,468266	647,4689759	647,468968	-0,012229852	C43H68S2	3893,256836
S2	649,390279	649,3910646	649,390718	-0,533802962	C44H58S2	2314,240723
S2	649,484157	649,4848695	649,484618	-0,387287018	C43H70S2	4100,419922
S2	651,405967	651,4067453	651,406368	-0,579136116	C44H60S2	2634,997803
S2	651,499785	651,500521	651,500268	-0,388302382	C43H72S2	3673,269043
S2	653,421277	653,4220517	653,422018	-0,051502439	C44H62S2	2915,279297
S2	653,515677	653,5164209	653,515918	-0,769465445	C43H74S2	3717,6604
S2	655,437387	655,4381509	655,437668	-0,736775616	C44H64S2	3412,346191
S2	655,531069	655,5318632	655,531568	-0,450270027	C43H76S2	2706,319336
S2	657,358655	657,3595468	657,359418	-0,195973975	C45H54S2	1358,782471
S2	657,452887	657,453654	657,453318	-0,511083685	C44H66S2	3588,699463
S2	657,546491	657,547354	657,547218	-0,206887674	C43H78S2	1709,259399
S2	659,468308	659,4690779	659,468968	-0,166589092	C44H68S2	3784,174805
S2	661,390132	661,3909946	661,390718	-0,418213462	C45H58S2	1978,774902
S2	661,484199	661,4849856	661,484618	-0,555783889	C44H70S2	3581,845459
S2	663,405812	663,4067125	663,406368	-0,519258792	C45H60S2	1592,435303
S2	663,499786	663,5005759	663,500268	-0,464046357	C44H72S2	3769,679688
S2	665,421747	665,4225907	665,422018	-0,860626952	C45H62S2	2669,516602
S2	665,515623	665,5164249	665,515918	-0,761652538	C44H74S2	3708,268799
S2	667,437156	667,4380142	667,437668	-0,518764108	C45H64S2	2575,887939
S2	667,530926	667,5317627	667,531568	-0,291710378	C44H76S2	3055,568604
S2	669,452595	669,4534273	669,453318	-0,163243219	C45H66S2	3407,744385
S2	669,546933	669,5478167	669,547218	-0,894195792	C44H78S2	2293,84375
S2	671,37444	671,3754058	671,375068	-0,50319626	C46H56S2	1304,46106
S2	671,468637	671,4694879	671,468968	-0,774214031	C45H68S2	3190,78125
S2	671,562178	671,5631108	671,562868	-0,361575656	C44H80S2	1696,022583
S2	673,48381	673,4846543	673,484618	-0,053826186	C45H70S2	3636,956299
S2	675,500059	675,5009201	675,500268	-0,965297022	C45H72S2	3456,742676
S2	677,421394	677,4223216	677,422018	-0,448126132	C46H62S2	2226,30835
S2	677,515211	677,5160912	677,515918	-0,255571352	C45H74S2	3229,43457
S2	679,436859	679,4377826	679,437668	-0,168710214	C46H64S2	2488,894043
S2	679,531235	679,5321216	679,531568	-0,814652435	C45H76S2	3331,872314
S2	681,4524	681,4533131	681,453318	0,007224463	C46H66S2	2931,216309
S2	681,546633	681,5475401	681,547218	-0,472605855	C45H78S2	3082,36084
S2	683,468616	683,4695292	683,468968	-0,821162718	C46H68S2	3178,946533
S2	685,483993	685,4849211	685,484618	-0,442216004	C46H70S2	3076,246338
S2	685,577921	685,5789306	685,578518	-0,601827908	C45H82S2	1642,062134
S2	687,499839	687,5007768	687,500268	-0,740096509	C46H72S2	3101,907227
S2	689,421047	689,422092	689,422018	-0,107314272	C47H62S2	1464,404053
S2	689,515338	689,5162876	689,515918	-0,536097938	C46H74S2	3077,83252
S2	691,436985	691,4380159	691,437668	-0,503188513	C47H64S2	1776,314453
S2	691,531104	691,5320479	691,531568	-0,693922551	C46H76S2	3504,720459
S2	695,468549	695,4695573	695,468968	-0,847352148	C47H68S2	2510,872559
S2	695,562304	695,5632908	695,562868	-0,607916695	C46H80S2	2978,240723
S2	697,483966	697,4849682	697,484618	-0,502043393	C47H70S2	2871,454102
S2	699,593347	699,5944496	699,594168	-0,402483029	C46H84S2	1444,786255
S2	701,515022	701,516024	701,515918	-0,151034811	C47H74S2	3426,939453
S2	703,436795	703,4379115	703,437668	-0,34614044	C48H64S2	1533,515015
S2	703,531212	703,5322413	703,531568	-0,957089251	C47H76S2	3025,652588
S2	705,452759	705,4538673	705,453318	-0,778713059	C48H66S2	1784,53479
S2	707,56217	707,5632068	707,562868	-0,478789764	C47H80S2	3415,160889
S2	711,593581	711,5946896	711,594168	-0,732943771	C47H84S2	2343,448975
S2	713,515542	713,5166315	713,515918	-0,999919381	C48H74S2	2965,561768
S2	715,530852	715,531974	715,531568	-0,567343464	C48H76S2	2526,222656
S2	717,546664	717,5477924	717,547218	-0,80055087	C48H78S2	2635,373535
S2	719,46804	719,469217	719,468968	-0,346141161	C49H68S2	1975,692383
S2	719,562106	719,5632572	719,562868	-0,54083586	C48H80S2	2424,915527
S2	721,484059	721,4852337	721,484618	-0,853315098	C49H70S2	2210,074219
S2	721,577864	721,5790431	721,578518	-0,727641805	C48H82S2	2145,393799
S2	723,499519	723,5007321	723,500268	-0,64146184	C49H72S2	1803,049438
S2	725,515113	725,5163213	725,515918	-0,555827385	C49H74S2	2057,942627
S2	725,609172	725,6103647	725,609818	-0,753503242	C48H86S2	2331,179932
S2	733,577779	733,579021	733,578518	-0,685616339	C49H82S2	2330,856445
S2	735,593462	735,5947141	735,594168	-0,74235672	C49H84S2	2376,813721
S2	743,562199	743,5635212	743,562868	-0,87840811	C50H80S2	2045,890381
S2	745,577646	745,5789707	745,578518	-0,607138383	C50H82S2	2219,472412
S2	749,609163	749,6105223	749,609818	-0,939585066	C50H86S2	2080,303467
S2	759,499437	759,5009318	759,500268	-0,87393705	C52H72S2	1214,602783
S2	763,530599	763,5320772	763,531568	-0,666962924	C52H76S2	1705,140503
