Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
NO	462,280385	NaN	462,280238	-0,317988934	C33H37NO	3261,393311
NO	462,373919	NaN	462,374137	0,471479658	C32H49NO	556,470398
NO	464,201984	NaN	464,201987	0,006462704	C34H27NO	2362,992432
NO	464,29597	NaN	464,295887	-0,178765314	C33H39NO	4335,03125
NO	464,389668	NaN	464,389787	0,256250252	C32H51NO	448,331329
NO	466,217612	NaN	466,217637	0,053623025	C34H29NO	3252,967041
NO	466,311429	NaN	466,311537	0,231604821	C33H41NO	2068,790527
NO	466,405612	NaN	466,405437	-0,375210034	C32H53NO	638,675232
NO	468,233226	NaN	468,233287	0,13027694	C34H31NO	3103,536865
NO	468,327191	NaN	468,327187	-0,008541037	C33H43NO	1482,041626
NO	470,248932	NaN	470,248937	0,010632666	C34H33NO	3966,964355
NO	470,342703	NaN	470,342837	0,284898566	C33H45NO	909,003906
NO	472,170643	NaN	472,170687	0,09318664	C35H23NO	584,256836
NO	472,264507	NaN	472,264587	0,169396568	C34H35NO	5090,618652
NO	472,358746	NaN	472,358487	-0,548312367	C33H47NO	905,716431
NO	474,186417	NaN	474,186337	-0,168710049	C35H25NO	1460,22937
NO	474,280403	NaN	474,280238	-0,347895583	C34H37NO	3476,084961
NO	474,374086	NaN	474,374137	0,107510077	C33H49NO	862,073669
NO	476,201965	NaN	476,201987	0,046198883	C35H27NO	1376,69812
NO	476,296065	NaN	476,295887	-0,373717273	C34H39NO	3341,280518
NO	476,389858	NaN	476,389787	-0,14903762	C33H51NO	645,774109
NO	478,217752	NaN	478,217637	-0,240476283	C35H29NO	2567,750977
NO	478,311611	NaN	478,311537	-0,154710883	C34H41NO	4622,42334
NO	478,405507	NaN	478,405437	-0,146319407	C33H53NO	540,93103
NO	480,233217	NaN	480,233287	0,145762491	C35H31NO	3195,365723
NO	480,32717	NaN	480,327187	0,035392542	C34H43NO	1990,563721
NO	480,42116	NaN	480,421088	-0,149868525	C33H55NO	432,614716
NO	482,24884	NaN	482,248937	0,201140931	C35H33NO	3211,570313
NO	482,342878	NaN	482,342837	-0,085001781	C34H45NO	1593,927979
NO	484,170684	NaN	484,170687	0,006196162	C36H23NO	417,434418
NO	484,264763	NaN	484,264587	-0,363437684	C35H35NO	3811,715576
NO	484,358524	NaN	484,358487	-0,076389701	C34H47NO	1056,099243
NO	486,186276	NaN	486,186337	0,125466298	C36H25NO	723,629761
NO	486,280067	NaN	486,280238	0,351649084	C35H37NO	4510,07373
NO	486,374252	NaN	486,374137	-0,236443493	C34H49NO	855,889343
NO	488,20212	NaN	488,201987	-0,272428223	C36H27NO	1223,822266
NO	488,295968	NaN	488,295887	-0,165883027	C35H39NO	3213,398682
NO	488,389852	NaN	488,389787	-0,133090416	C34H51NO	947,287048
NO	490,217646	NaN	490,217637	-0,018359193	C36H29NO	1716,167114
NO	490,311543	NaN	490,311537	-0,012237118	C35H41NO	3588,734619
NO	490,405476	NaN	490,405437	-0,079526035	C34H53NO	567,18512
NO	492,233375	NaN	492,233287	-0,17877702	C36H31NO	2328,718506
NO	492,327311	NaN	492,327187	-0,251865027	C35H43NO	4494,167969
NO	492,420916	NaN	492,421088	0,349294545	C34H55NO	426,347656
NO	494,249103	NaN	494,248937	-0,33586314	C36H33NO	3050,966309
NO	494,3427	NaN	494,342837	0,277135603	C35H45NO	2180,883057
NO	494,436703	NaN	494,436737	0,068765117	C34H57NO	414,198364
NO	496,264627	NaN	496,264587	-0,080602165	C36H35NO	2931,658203
NO	496,358617	NaN	496,358487	-0,261907479	C35H47NO	1593,329224
NO	498,186524	NaN	498,186337	-0,375361559	C37H25NO	407,280304
NO	498,280115	NaN	498,280238	0,246849043	C36H37NO	3579,015625
NO	498,374118	NaN	498,374137	0,038123969	C35H49NO	1003,476807
NO	500,202152	NaN	500,201987	-0,329866742	C37H27NO	721,895874
NO	500,295744	NaN	500,295887	0,285830853	C36H39NO	4566,310059
NO	500,38975	NaN	500,389787	0,073942357	C35H51NO	934,007385
NO	502,217735	NaN	502,217637	-0,195134525	C37H29NO	1250,441406
NO	502,3117	NaN	502,311537	-0,324499813	C36H41NO	3273,187988
NO	502,405319	NaN	502,405437	0,23487007	C35H53NO	819,53363
NO	504,233457	NaN	504,233287	-0,337145532	C37H31NO	1602,219971
NO	504,327023	NaN	504,327187	0,325185721	C36H43NO	3228,891113
NO	504,421009	NaN	504,421088	0,156615181	C35H55NO	558,154419
NO	506,249126	NaN	506,248937	-0,373334117	C37H33NO	2225,370605
NO	506,342665	NaN	506,342837	0,339690793	C36H45NO	4479,832031
NO	506,436628	NaN	506,436737	0,215229252	C35H57NO	482,064545
NO	508,264546	NaN	508,264587	0,080666647	C37H35NO	2896,642334
NO	508,35844	NaN	508,358487	0,092454442	C36H47NO	2119,210938
NO	508,45237	NaN	508,452387	0,033434792	C35H59NO	508,028656
NO	510,280306	NaN	510,280238	-0,133260109	C37H37NO	2676,726807
NO	510,374158	NaN	510,374137	-0,041146286	C36H49NO	1749,686768
NO	512,20206	NaN	512,201988	-0,140569544	C38H27NO	486,329559
NO	512,295826	NaN	512,295888	0,12102381	C37H39NO	3214,240234
NO	512,390023	NaN	512,389788	-0,458635214	C36H51NO	909,563721
NO	514,217605	NaN	514,217638	0,064175161	C38H29NO	717,94873
NO	514,31171	NaN	514,311538	-0,334427652	C37H41NO	4379,589844
NO	514,405448	NaN	514,405438	-0,019439919	C36H53NO	828,926941
NO	516,233338	NaN	516,233288	-0,096855436	C38H31NO	1195,211792
NO	516,327374	NaN	516,327188	-0,360236695	C37H43NO	3047,049072
NO	516,421041	NaN	516,421088	0,091011001	C36H55NO	791,614624
NO	518,249075	NaN	518,248938	-0,264351724	C38H33NO	1774,967773
NO	518,343034	NaN	518,342838	-0,378128114	C37H45NO	3196,922363
NO	518,43662	NaN	518,436738	0,227607327	C36H57NO	551,062378
NO	520,264631	NaN	520,264588	-0,082650253	C38H35NO	2075,416016
NO	520,358502	NaN	520,358488	-0,026904529	C37H47NO	4412,194824
NO	520,452407	NaN	520,452388	-0,036506701	C36H59NO	531,838318
NO	522,280231	NaN	522,280238	0,013402767	C38H37NO	2792,761475
NO	522,374005	NaN	522,374138	0,254606785	C37H49NO	2035,054077
NO	522,468225	NaN	522,468038	-0,357916631	C36H61NO	514,352356
NO	524,296109	NaN	524,295888	-0,421517706	C38H39NO	2577,11792
NO	524,389775	NaN	524,389788	0,024790719	C37H51NO	1595,324707
NO	526,217735	NaN	526,217638	-0,184334376	C39H29NO	572,993469
NO	526,31167	NaN	526,311538	-0,250802026	C38H41NO	3361,005859
NO	526,405638	NaN	526,405438	-0,379935285	C37H53NO	1097,045898
NO	528,233339	NaN	528,233287	-0,098441354	C39H31NO	927,820251
NO	528,327149	NaN	528,327188	0,073817893	C38H43NO	4481,748047
NO	528,420993	NaN	528,421088	0,179780865	C37H55NO	1010,761597
NO	530,249116	NaN	530,248938	-0,335691384	C39H33NO	1421,47937
NO	530,342792	NaN	530,342837	0,084850774	C38H45NO	2984,344727
NO	530,436501	NaN	530,436738	0,446801632	C37H57NO	755,725281
NO	532,264465	NaN	532,264587	0,229209312	C39H35NO	1566,888916
NO	532,358425	NaN	532,358488	0,118341308	C38H47NO	3233,401611
NO	532,452419	NaN	532,452387	-0,06009927	C37H59NO	549,109314
NO	534,280064	NaN	534,280238	0,325671787	C39H37NO	1886,570801
NO	534,374305	NaN	534,374137	-0,314386473	C38H49NO	4066,622803
NO	534,468146	NaN	534,468038	-0,202070082	C37H61NO	430,415283
NO	536,295743	NaN	536,295888	0,270373134	C39H39NO	2318,766846
NO	536,389826	NaN	536,389788	-0,070844003	C38H51NO	2025,745728
NO	536,483505	NaN	536,483687	0,339246103	C37H63NO	503,816986
NO	538,217452	NaN	538,217638	0,345585107	C40H29NO	417,627838
NO	538,311332	NaN	538,311537	0,380820373	C39H41NO	2506,961182
NO	538,405684	NaN	538,405437	-0,458762083	C38H53NO	1543,256104
NO	540,233398	NaN	540,233287	-0,205466791	C40H31NO	511,833344
NO	540,327099	NaN	540,327188	0,164715013	C39H43NO	2982,010254
NO	540,421274	NaN	540,421088	-0,344176058	C38H55NO	866,400513
NO	542,248919	NaN	542,248938	0,035039257	C40H33NO	940,018921
NO	542,342875	NaN	542,342837	-0,070066381	C39H45NO	4169,070313
NO	542,436864	NaN	542,436737	-0,234128685	C38H57NO	984,782654
NO	544,264734	NaN	544,264587	-0,270089224	C40H35NO	1253,597534
NO	544,358493	NaN	544,358488	-0,009185124	C39H47NO	3050,060303
NO	544,452284	NaN	544,452387	0,189180914	C38H59NO	846,68219
NO	546,28023	NaN	546,280238	0,014644498	C40H37NO	1482,528198
NO	546,374232	NaN	546,374137	-0,17387353	C39H49NO	2908,068848
NO	546,468266	NaN	546,468037	-0,419054701	C38H61NO	445,209961
NO	548,296141	NaN	548,295887	-0,463253521	C40H39NO	1793,738281
NO	548,389928	NaN	548,389788	-0,255292865	C39H51NO	3800,469238
NO	548,483746	NaN	548,483687	-0,107569289	C38H63NO	431,417053
NO	550,311395	NaN	550,311537	0,258035659	C40H41NO	2553,863037
NO	550,405413	NaN	550,405437	0,043604221	C39H53NO	1984,695313
NO	550,499464	NaN	550,499337	-0,230699642	C38H65NO	393,477325
NO	552,233445	NaN	552,233287	-0,286110967	C41H31NO	495,276215
NO	552,327198	NaN	552,327187	-0,019915732	C40H43NO	2506,584229
NO	552,420982	NaN	552,421088	0,19188261	C39H55NO	1578,229126
NO	554,248959	NaN	554,248938	-0,037889112	C41H33NO	669,819031
NO	554,342933	NaN	554,342837	-0,173178029	C40H45NO	2874,001465
NO	554,436938	NaN	554,436737	-0,36253009	C39H57NO	893,063293
NO	556,264716	NaN	556,264587	-0,231904031	C41H35NO	781,875732
NO	556,358436	NaN	556,358488	0,093464917	C40H47NO	3961,658691
NO	556,452657	NaN	556,452387	-0,485216716	C39H59NO	920,133301
NO	558,280086	NaN	558,280238	0,272264697	C41H37NO	1255,085815
NO	558,374015	NaN	558,374137	0,218491495	C40H49NO	3040,491455
NO	558,467975	NaN	558,468037	0,111017992	C39H61NO	795,551331
NO	560,295852	NaN	560,295887	0,062466994	C41H39NO	1286,736816
NO	560,389985	NaN	560,389788	-0,351541024	C40H51NO	2935,676025
NO	560,483674	NaN	560,483687	0,023194252	C39H63NO	504,275421
NO	562,311385	NaN	562,311537	0,270312789	C41H41NO	1720,302002
NO	562,405718	NaN	562,405437	-0,499639551	C40H53NO	3566,373535
NO	562,499124	NaN	562,499337	0,378667113	C39H65NO	447,71344
NO	564,327488	NaN	564,327187	-0,53337852	C41H43NO	2122,161621
NO	564,421051	NaN	564,421088	0,065553894	C40H55NO	2012,301025
NO	564,514645	NaN	564,514987	0,605829797	C39H67NO	400,464661
NO	566,343043	NaN	566,342837	-0,363737274	C41H45NO	2213,44458
NO	566,43679	NaN	566,436737	-0,093567377	C40H57NO	1540,935669
NO	568,264479	NaN	568,264587	0,190052314	C42H35NO	710,018555
NO	568,358374	NaN	568,358488	0,200577633	C41H47NO	2848,503418
NO	568,4523	NaN	568,452387	0,153047119	C40H59NO	834,678284
NO	570,280236	NaN	570,280238	0,003507048	C42H37NO	763,473877
NO	570,374306	NaN	570,374137	-0,296296745	C41H49NO	4013,761719
NO	570,467914	NaN	570,468037	0,215612431	C40H61NO	1041,843994
NO	572,295963	NaN	572,295887	-0,132798438	C42H39NO	1054,550415
NO	572,389707	NaN	572,389788	0,141511958	C41H51NO	2844,493408
NO	572,483978	NaN	572,483687	-0,508311427	C40H63NO	690,037781
NO	574,311507	NaN	574,311537	0,052236457	C42H41NO	1481,486084
NO	574,405413	NaN	574,405437	0,041782334	C41H53NO	2938,486084
NO	574,499349	NaN	574,499337	-0,020887753	C40H65NO	430,920227
NO	576,327215	NaN	576,327187	-0,048583514	C42H43NO	1678,710205
NO	576,421278	NaN	576,421088	-0,32962014	C41H55NO	3503,317871
NO	576,515372	NaN	576,514987	-0,66780571	C40H67NO	432,243011
NO	578,342942	NaN	578,342837	-0,181553212	C42H45NO	2354,183838
NO	578,436651	NaN	578,436737	0,148676587	C41H57NO	1954,688232
NO	580,264715	NaN	580,264587	-0,220589026	C43H35NO	425,097351
NO	580,358538	NaN	580,358488	-0,086153646	C42H47NO	2489,48584
NO	580,452391	NaN	580,452387	-0,006891177	C41H59NO	1374,237061
NO	582,280404	NaN	582,280238	-0,285086096	C43H37NO	563,334412
NO	582,374366	NaN	582,374137	-0,393218011	C42H49NO	2883,55542
NO	582,467845	NaN	582,468037	0,329631821	C41H61NO	835,290039
NO	584,296188	NaN	584,295887	-0,515149955	C43H39NO	825,36145
NO	584,389768	NaN	584,389788	0,034223733	C42H51NO	3679,269043
NO	584,483896	NaN	584,483687	-0,357580553	C41H63NO	889,470154
NO	586,311403	NaN	586,311537	0,228547439	C43H41NO	1113,25415
NO	586,40563	NaN	586,405437	-0,329123824	C42H53NO	2523,992676
NO	586,499366	NaN	586,499337	-0,049445921	C41H65NO	687,39386
NO	588,327465	NaN	588,327187	-0,472526183	C43H43NO	1201,023926
NO	588,421292	NaN	588,421088	-0,346690498	C42H55NO	2935,749268
NO	590,342663	NaN	590,342837	0,294743985	C43H45NO	1842,399048
NO	590,436606	NaN	590,436737	0,221869663	C42H57NO	3404,393311
NO	592,358431	NaN	592,358488	0,096225514	C43H47NO	2387,876953
NO	592,452486	NaN	592,452387	-0,167102036	C42H59NO	1882,40918
NO	594,280508	NaN	594,280238	-0,45433111	C44H37NO	411,128479
NO	594,374104	NaN	594,374137	0,055520585	C43H49NO	2317,736084
NO	594,468265	NaN	594,468037	-0,38353618	C42H61NO	1471,64856
NO	596,295846	NaN	596,295887	0,068757811	C44H39NO	555,529297
NO	596,390078	NaN	596,389788	-0,486259165	C43H51NO	2607,446777
NO	596,483801	NaN	596,483687	-0,191120063	C42H63NO	827,206726
NO	598,311348	NaN	598,311537	0,315888945	C44H41NO	677,11731
NO	598,405676	NaN	598,405437	-0,399394767	C43H53NO	3347,747803
NO	598,499492	NaN	598,499337	-0,258981072	C42H65NO	656,015198
NO	600,327425	NaN	600,327187	-0,396450478	C44H43NO	1066,449097
NO	600,421298	NaN	600,421088	-0,349754537	C43H55NO	2505,388184
NO	600,5152	NaN	600,514987	-0,354695561	C42H67NO	544,808655
NO	602,34285	NaN	602,342837	-0,021582393	C44H45NO	1245,716431
NO	602,436805	NaN	602,436737	-0,112874923	C43H57NO	2886,376221
NO	602,53079	NaN	602,530638	-0,25226933	C42H69NO	470,180328
NO	604,35858	NaN	604,358488	-0,15222753	C44H47NO	1668,26001
NO	604,452612	NaN	604,452387	-0,372237756	C43H59NO	3097,471436
NO	606,373928	NaN	606,374137	0,344671692	C44H49NO	2020,744751
NO	606,468031	NaN	606,468037	0,009893349	C43H61NO	1578,974121
NO	606,562164	NaN	606,561938	-0,372591793	C42H73NO	425,161865
NO	608,296292	NaN	608,295887	-0,665794408	C45H39NO	410,419098
NO	608,389872	NaN	608,389788	-0,138069379	C44H51NO	2261,533691
NO	608,48348	NaN	608,483687	0,340189892	C43H63NO	1264,205688
NO	610,311523	NaN	610,311537	0,022939104	C45H41NO	650,141235
NO	610,405724	NaN	610,405437	-0,470179298	C44H53NO	2415,791016
NO	610,49939	NaN	610,499337	-0,086814181	C43H65NO	826,623108
NO	612,327093	NaN	612,327187	0,1535127	C45H43NO	759,130798
NO	612,42135	NaN	612,421088	-0,427810219	C44H55NO	3118,365479
NO	612,515067	NaN	612,514987	-0,130609049	C43H67NO	618,610779
NO	614,342877	NaN	614,342837	-0,065110224	C45H45NO	961,173767
NO	614,436611	NaN	614,436737	0,205065863	C44H57NO	2519,883545
NO	614,530947	NaN	614,530638	-0,502822774	C43H69NO	647,755859
NO	616,358745	NaN	616,358488	-0,416965135	C45H47NO	1165,95459
NO	616,452521	NaN	616,452387	-0,21737283	C44H59NO	2400,686279
NO	618,373991	NaN	618,374137	0,236103018	C45H49NO	1389,988281
NO	618,468381	NaN	618,468037	-0,556213061	C44H61NO	2634,835693
NO	620,389637	NaN	620,389788	0,243395367	C45H51NO	1745,559448
NO	620,48406	NaN	620,483687	-0,601143927	C44H63NO	1474,336548
NO	622,311725	NaN	622,311537	-0,302099493	C46H41NO	466,903839
NO	622,405561	NaN	622,405437	-0,199227051	C45H53NO	1922,579468
NO	622,499426	NaN	622,499337	-0,14297204	C44H65NO	1198,956421
NO	624,327786	NaN	624,327187	-0,95943283	C46H43NO	502,075836
NO	624,421051	NaN	624,421088	0,059254885	C45H55NO	2405,997559
NO	624,514934	NaN	624,514987	0,084865858	C44H67NO	676,533691
NO	626,342696	NaN	626,342837	0,225116329	C46H45NO	696,772522
NO	626,436564	NaN	626,436737	0,276165157	C45H57NO	3002,288574
NO	626,530459	NaN	626,530638	0,285700314	C44H69NO	637,392029
NO	628,358697	NaN	628,358488	-0,332612679	C46H47NO	804,583435
NO	628,452572	NaN	628,452387	-0,294373932	C45H59NO	2393,511963
NO	628,546474	NaN	628,546287	-0,2975119	C44H71NO	617,660461
NO	630,37448	NaN	630,374137	-0,544121308	C46H49NO	1098,438965
NO	630,468356	NaN	630,468037	-0,505973311	C45H61NO	2429,314941
NO	632,389915	NaN	632,389788	-0,200825507	C46H51NO	1426,580078
NO	632,483787	NaN	632,483687	-0,158106845	C45H63NO	2693,636963
NO	634,405482	NaN	634,405437	-0,070932557	C46H53NO	1725,060425
NO	634,499344	NaN	634,499337	-0,01103232	C45H65NO	1389,438477
NO	636,327242	NaN	636,327187	-0,086433522	C47H43NO	461,799011
NO	636,421059	NaN	636,421088	0,045567315	C46H55NO	1944,925903
NO	636,514905	NaN	636,514987	0,128826503	C45H67NO	1225,45813
NO	638,342728	NaN	638,342837	0,170754638	C47H45NO	538,739929
NO	638,437141	NaN	638,436737	-0,632795666	C46H57NO	2189,875732
NO	638,530965	NaN	638,530638	-0,51211325	C45H69NO	732,771118
NO	640,358604	NaN	640,358488	-0,181148532	C47H47NO	735,558044
NO	640,452373	NaN	640,452387	0,021859549	C46H59NO	2806,611816
NO	640,546168	NaN	640,546287	0,185778924	C45H71NO	671,142273
NO	642,374132	NaN	642,374137	0,007783626	C47H49NO	872,987671
NO	642,467867	NaN	642,468037	0,264604603	C46H61NO	1998,446899
NO	642,562254	NaN	642,561938	-0,491781385	C45H73NO	516,709839
NO	644,389813	NaN	644,389788	-0,038796394	C47H51NO	1088,436157
NO	644,483508	NaN	644,483687	0,277741708	C46H63NO	2169,517822
NO	646,40553	NaN	646,405437	-0,143872552	C47H53NO	1308,287476
NO	646,499179	NaN	646,499337	0,244393135	C46H65NO	2312,474121
NO	648,421164	NaN	648,421088	-0,117207786	C47H55NO	1643,831055
NO	648,515398	NaN	648,514987	-0,633755593	C46H67NO	1391,346069
NO	650,436596	NaN	650,436737	0,216777423	C47H57NO	1689,121582
NO	650,530776	NaN	650,530638	-0,212134513	C46H69NO	957,186096
NO	652,452349	NaN	652,452387	0,058241798	C47H59NO	2170,327148
NO	652,546469	NaN	652,546287	-0,278907418	C46H71NO	657,232605
NO	654,374285	NaN	654,374137	-0,226170308	C48H49NO	616,423035
NO	654,468311	NaN	654,468037	-0,418660629	C47H61NO	2564,727295
NO	654,561716	NaN	654,561938	0,339158126	C46H73NO	536,998352
NO	656,389765	NaN	656,389788	0,035040155	C48H51NO	874,650452
NO	656,483719	NaN	656,483687	-0,048744547	C47H63NO	2163,020264
NO	656,577701	NaN	656,577587	-0,173627614	C46H75NO	577,97345
NO	658,405884	NaN	658,405437	-0,678912984	C48H53NO	1014,906006
NO	658,499103	NaN	658,499337	0,355353433	C47H65NO	2056,904297
NO	658,593006	NaN	658,593237	0,350747604	C46H77NO	398,961761
NO	660,421218	NaN	660,421088	-0,196844108	C48H55NO	1250,623901
NO	660,515009	NaN	660,514987	-0,033307344	C47H67NO	2133,786133
NO	662,436967	NaN	662,436737	-0,347202966	C48H57NO	1598,738159
NO	662,530667	NaN	662,530638	-0,043771561	C47H69NO	1283,336914
NO	664,452358	NaN	664,452387	0,043644963	C48H59NO	1853,460449
NO	664,546629	NaN	664,546287	-0,514636838	C47H71NO	1037,12439
NO	666,374471	NaN	666,374137	-0,501219932	C49H49NO	520,907715
NO	666,467943	NaN	666,468037	0,141042023	C48H61NO	1967,429443
NO	666,562114	NaN	666,561938	-0,264041479	C47H73NO	586,575439
NO	668,390252	NaN	668,389788	-0,694205699	C49H51NO	573,042358
NO	668,483613	NaN	668,483687	0,110698288	C48H63NO	2367,437744
NO	668,577678	NaN	668,577587	-0,136109857	C47H75NO	537,837646
NO	670,405335	NaN	670,405437	0,152146737	C49H53NO	661,52655
NO	670,499261	NaN	670,499337	0,11334836	C48H65NO	1891,473267
NO	670,593212	NaN	670,593237	0,037280424	C47H77NO	393,23822
NO	672,420967	NaN	672,421088	0,179946766	C49H55NO	929,626526
NO	672,514773	NaN	672,514987	0,318208522	C48H67NO	2028,576538
NO	674,437046	NaN	674,436737	-0,458160096	C49H57NO	1237,070313
NO	674,530727	NaN	674,530638	-0,131943599	C48H69NO	1802,18042
NO	676,452087	NaN	676,452387	0,443490194	C49H59NO	1380,795044
NO	676,546329	NaN	676,546287	-0,06208001	C48H71NO	1234,565918
NO	678,468053	NaN	678,468037	-0,023582541	C49H61NO	1481,612671
NO	678,56216	NaN	678,561938	-0,32716247	C48H73NO	953,390808
NO	680,390211	NaN	680,389788	-0,621702453	C50H51NO	412,776794
NO	680,48345	NaN	680,483687	0,348281678	C49H63NO	1801,938721
NO	680,578117	NaN	680,577587	-0,7787503	C48H75NO	528,384949
NO	682,405779	NaN	682,405437	-0,50116834	C50H53NO	604,36499
NO	682,499571	NaN	682,499337	-0,342857476	C49H65NO	2356,326904
NO	682,593389	NaN	682,593237	-0,222680202	C48H77NO	431,300262
NO	684,421266	NaN	684,421088	-0,26007381	C50H55NO	827,392822
NO	684,514904	NaN	684,514987	0,121253737	C49H67NO	1642,132568
NO	686,436565	NaN	686,436737	0,25056934	C50H57NO	951,164063
NO	686,530755	NaN	686,530638	-0,17042211	C49H69NO	1884,45105
NO	688,452285	NaN	688,452387	0,148158394	C50H59NO	1095,713745
NO	688,546311	NaN	688,546287	-0,034856044	C49H71NO	1730,786621
NO	690,468327	NaN	690,468037	-0,42000496	C50H61NO	1334,898438
NO	690,562183	NaN	690,561938	-0,354783527	C49H73NO	1033,653931
NO	692,483868	NaN	692,483687	-0,261377998	C50H63NO	1440,812988
NO	692,577546	NaN	692,577587	0,059199144	C49H75NO	756,079285
NO	694,405327	NaN	694,405437	0,158408898	C51H53NO	438,444702
NO	694,499526	NaN	694,499337	-0,272138489	C50H65NO	1690,157715
NO	694,593019	NaN	694,593237	0,313852754	C49H77NO	525,237122
NO	696,421187	NaN	696,421088	-0,142155374	C51H55NO	536,694153
NO	696,515198	NaN	696,514987	-0,302936769	C50H67NO	1879,188477
NO	696,609235	NaN	696,608887	-0,499562964	C49H79NO	408,404083
NO	698,436966	NaN	698,436737	-0,327875079	C51H57NO	615,702942
NO	698,530784	NaN	698,530638	-0,20901016	C50H69NO	1584,948853
NO	700,452562	NaN	700,452387	-0,249838537	C51H59NO	867,633545
NO	700,546179	NaN	700,546287	0,154165402	C50H71NO	1773,733765
NO	702,46787	NaN	702,468037	0,237733237	C51H61NO	1205,738647
NO	702,562026	NaN	702,561938	-0,12525586	C50H73NO	1553,200562
NO	704,484287	NaN	704,483687	-0,851687571	C51H63NO	1246,295288
NO	704,577482	NaN	704,577587	0,149025461	C50H75NO	1077,443726
NO	706,499466	NaN	706,499337	-0,182590405	C51H65NO	1405,560303
NO	706,593194	NaN	706,593237	0,06085538	C50H77NO	863,882263
NO	708,514805	NaN	708,514987	0,2568753	C51H67NO	1587,785156
NO	708,609069	NaN	708,608887	-0,256841261	C50H79NO	404,529083
NO	710,43696	NaN	710,436737	-0,313891425	C52H57NO	560,057678
NO	710,530972	NaN	710,530638	-0,470071215	C51H69NO	1876,184082
NO	710,624244	NaN	710,624537	0,412313373	C50H81NO	396,979828
NO	712,452569	NaN	712,452387	-0,255455667	C52H59NO	674,880127
NO	712,546347	NaN	712,546287	-0,084205056	C51H71NO	1540,924072
NO	714,468054	NaN	714,468037	-0,023793927	C52H61NO	919,416626
NO	714,562362	NaN	714,561938	-0,593370536	C51H73NO	1615,208618
NO	716,484092	NaN	716,483687	-0,565260602	C52H63NO	1015,828003
NO	716,577378	NaN	716,577587	0,29166416	C51H75NO	1439,922241
NO	718,499814	NaN	718,499337	-0,663883702	C52H65NO	1277,221558
NO	718,593626	NaN	718,593237	-0,541335459	C51H77NO	1013,828857
NO	720,515119	NaN	720,514987	-0,183202296	C52H67NO	1477,79541
NO	720,608672	NaN	720,608887	0,298358796	C51H79NO	862,807373
NO	722,436642	NaN	722,436737	0,131499404	C53H57NO	417,89801
NO	722,530695	NaN	722,530638	-0,078889388	C52H69NO	1548,907837
NO	722,624772	NaN	722,624537	-0,32520346	C51H81NO	446,811493
NO	724,452667	NaN	724,452387	-0,38649883	C53H59NO	591,956055
NO	724,546451	NaN	724,546287	-0,226348548	C52H71NO	1802,782959
NO	726,467988	NaN	726,468037	0,06744963	C53H61NO	563,300598
NO	726,562295	NaN	726,561938	-0,491355219	C52H73NO	1628,766479
NO	728,484107	NaN	728,483687	-0,576540021	C53H63NO	756,079163
NO	728,57733	NaN	728,577587	0,352742116	C52H75NO	1564,644287
NO	730,499328	NaN	730,499337	0,01232034	C53H65NO	882,009888
NO	730,593067	NaN	730,593237	0,232687618	C52H77NO	1319,505737
NO	732,515167	NaN	732,514987	-0,245728761	C53H67NO	1129,93396
NO	732,609424	NaN	732,608887	-0,732996841	C52H79NO	994,134644
NO	734,530725	NaN	734,530638	-0,118442983	C53H69NO	1307,037231
NO	734,624685	NaN	734,624537	-0,201463459	C52H81NO	705,652222
NO	736,452274	NaN	736,452387	0,153438297	C54H59NO	510,412506
NO	736,546726	NaN	736,546287	-0,596024999	C53H71NO	1252,804443
NO	738,468117	NaN	738,468037	-0,10833238	C54H61NO	636,623474
NO	738,562261	NaN	738,561938	-0,437336374	C53H73NO	1528,105347
NO	740,483403	NaN	740,483687	0,383533095	C54H63NO	652,862244
NO	740,577231	NaN	740,577587	0,480705879	C53H75NO	1556,353516
NO	742,499701	NaN	742,499337	-0,490236128	C54H65NO	880,830994
NO	742,593206	NaN	742,593237	0,0417456	C53H77NO	1573,748169
NO	744,51526	NaN	744,514987	-0,366681672	C54H67NO	919,566223
NO	744,609273	NaN	744,608887	-0,518392953	C53H79NO	1323,462402
NO	746,53082	NaN	746,530638	-0,243794415	C54H69NO	1106,773804
NO	748,546294	NaN	748,546287	-0,009351459	C54H71NO	1146,849854
NO	748,640479	NaN	748,640187	-0,39004051	C53H83NO	642,344971
NO	750,468627	NaN	750,468037	-0,786176054	C55H61NO	413,442078
NO	750,562444	NaN	750,561938	-0,674161551	C54H73NO	1180,744019
NO	752,484014	NaN	752,483687	-0,434560916	C55H63NO	484,782318
NO	752,577478	NaN	752,577587	0,144835565	C54H75NO	1381,810791
NO	754,49991	NaN	754,499337	-0,759444007	C55H65NO	578,653931
NO	754,593014	NaN	754,593237	0,295523454	C54H77NO	1207,467529
NO	756,515372	NaN	756,514987	-0,508912588	C55H67NO	756,339783
NO	756,608973	NaN	756,608887	-0,113665067	C54H79NO	1258,304077
NO	758,531175	NaN	758,530638	-0,707947673	C55H69NO	708,680603
NO	758,624405	NaN	758,624537	0,173999118	C54H81NO	1090,952393
NO	760,546364	NaN	760,546287	-0,101243016	C55H71NO	1005,113525
NO	760,640089	NaN	760,640187	0,128838841	C54H83NO	670,162354
NO	762,561723	NaN	762,561938	0,281944311	C55H73NO	984,93573
NO	762,655946	NaN	762,655837	-0,14292161	C54H85NO	636,266968
