Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
NO	378,186427	NaN	378,186337	-0,237977926	C27H25NO	2675,272705
NO	380,108162	NaN	380,108087	-0,197312298	C28H15NO	1704,66333
NO	380,202037	NaN	380,201987	-0,131509045	C27H27NO	1557,708008
NO	382,123801	NaN	382,123737	-0,167485015	C28H17NO	50346,96094
NO	382,217568	NaN	382,217637	0,180525421	C27H29NO	896,106201
NO	384,13948	NaN	384,139388	-0,239496399	C28H19NO	19716,1543
NO	386,155087	NaN	386,155037	-0,129481672	C28H21NO	20579,84766
NO	388,170738	NaN	388,170687	-0,1313855	C28H23NO	10632,72754
NO	390,186333	NaN	390,186337	0,010251512	C28H25NO	3849,932373
NO	392,108166	NaN	392,108087	-0,201475059	C29H15NO	4587,693359
NO	392,202007	NaN	392,201987	-0,050994132	C28H27NO	2180,499512
NO	394,123804	NaN	394,123737	-0,169997373	C29H17NO	10256,45801
NO	394,21767	NaN	394,217637	-0,083710105	C28H29NO	1422,571167
NO	396,13936	NaN	396,139388	0,070682191	C29H19NO	54031,65625
NO	400,170633	NaN	400,170687	0,134942418	C29H23NO	11752,2959
NO	402,186455	NaN	402,186337	-0,293396342	C29H25NO	6659,185547
NO	404,201908	NaN	404,201987	0,195446837	C29H27NO	2895,878418
NO	406,12375	NaN	406,123737	-0,032009949	C30H17NO	12275,59082
NO	406,217673	NaN	406,217637	-0,088622444	C29H29NO	1873,921509
NO	408,139355	NaN	408,139388	0,08085473	C30H19NO	23208,25977
NO	408,233204	NaN	408,233287	0,203315121	C29H31NO	1287,722534
NO	412,17073	NaN	412,170687	-0,104325711	C30H23NO	13792,22754
NO	414,186427	NaN	414,186337	-0,217293503	C30H25NO	8488,452148
NO	416,202001	NaN	416,201987	-0,033637514	C30H27NO	4691,823242
NO	418,123695	NaN	418,123737	0,100448734	C31H17NO	8033,495605
NO	418,21769	NaN	418,217637	-0,126728276	C30H29NO	2518,42627
NO	420,139376	NaN	420,139388	0,028561949	C31H19NO	18281,01563
NO	420,233209	NaN	420,233287	0,185611189	C30H31NO	1464,243652
NO	422,155155	NaN	422,155037	-0,279518162	C31H21NO	25697,40234
NO	422,248812	NaN	422,248937	0,296033901	C30H33NO	1094,652344
NO	424,170755	NaN	424,170687	-0,160312822	C31H23NO	20034,23242
NO	426,186442	NaN	426,186337	-0,246371108	C31H25NO	9194,253906
NO	428,201943	NaN	428,201987	0,102755245	C31H27NO	5879,713379
NO	430,123677	NaN	430,123737	0,139494743	C32H17NO	1356,193115
NO	430,21754	NaN	430,217637	0,225467279	C31H29NO	3540,44458
NO	432,139352	NaN	432,139388	0,083306454	C32H19NO	20186,88867
NO	432,233248	NaN	432,233287	0,090229053	C31H31NO	1885,274292
NO	434,15517	NaN	434,155037	-0,306342179	C32H21NO	19099,4082
NO	434,248803	NaN	434,248937	0,308578763	C31H33NO	1352,19873
NO	436,170582	NaN	436,170687	0,240731445	C32H23NO	20318,83398
NO	436,26451	NaN	436,264587	0,176498396	C31H35NO	989,905273
NO	438,186477	NaN	438,186337	-0,31949878	C32H25NO	12047,96973
NO	440,20202	NaN	440,201987	-0,074965586	C32H27NO	6428,193848
NO	442,12369	NaN	442,123737	0,106305082	C33H17NO	1986,299194
NO	442,217535	NaN	442,217637	0,230655658	C32H29NO	3822,903809
NO	444,139259	NaN	444,139388	0,290449358	C33H19NO	4900,330566
NO	444,233363	NaN	444,233287	-0,171081281	C32H31NO	2549,106445
NO	446,155204	NaN	446,155037	-0,374309346	C33H21NO	20809,34766
NO	446,248959	NaN	446,248937	-0,049299837	C32H33NO	1698,047119
NO	448,170677	NaN	448,170687	0,022312927	C33H23NO	15593,5293
NO	448,264672	NaN	448,264587	-0,189620154	C32H35NO	980,269775
NO	450,186336	NaN	450,186337	0,002221302	C33H25NO	13225,0459
NO	450,280258	NaN	450,280238	-0,044416784	C32H37NO	1017,026733
NO	452,201939	NaN	452,201987	0,106147256	C33H27NO	8064,437988
NO	454,217553	NaN	454,217637	0,184933374	C33H29NO	4177,07373
NO	456,13935	NaN	456,139388	0,083307868	C34H19NO	4985,085449
NO	456,233251	NaN	456,233287	0,078907	C33H31NO	2888,515137
NO	458,155015	NaN	458,155037	0,04801868	C34H21NO	10738,49902
NO	458,248794	NaN	458,248937	0,312057462	C33H33NO	2135,081787
NO	460,170618	NaN	460,170687	0,149944362	C34H23NO	16445,9043
NO	460,264582	NaN	460,264587	0,010863317	C33H35NO	1153,939087
NO	462,186243	NaN	462,186337	0,203381174	C34H25NO	11048,17578
