Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
NO	400,264492	400,2643537	400,264587	0,582939794	C28H35NO	2062,686035
NO	402,280281	402,2801418	402,280238	0,239191762	C28H37NO	2065,527832
NO	404,295935	404,295801	404,295887	0,212786858	C28H39NO	2700,764648
NO	406,31164	406,3114991	406,311537	0,093247741	C28H41NO	2078,112305
NO	408,327348	408,3272028	408,327187	-0,03876201	C28H43NO	1792,683716
NO	410,248957	410,2488048	410,248937	0,322291548	C29H33NO	1372,074341
NO	410,343013	410,3428596	410,342837	-0,055074698	C28H45NO	1306,828857
NO	412,264641	412,2644968	412,264587	0,218833043	C29H35NO	2009,855225
NO	414,280219	414,2800773	414,280238	0,387887939	C29H37NO	2327,9375
NO	416,295921	416,2957756	416,295887	0,26769677	C29H39NO	2048,880127
NO	418,311727	418,3115858	418,311537	-0,116698924	C29H41NO	2558,907471
NO	420,327353	420,3272018	420,327187	-0,035242883	C29H43NO	1712,630981
NO	422,249082	422,248923	422,248937	0,033166201	C30H33NO	1264,756714
NO	422,34278	422,3426276	422,342837	0,49584579	C29H45NO	1679,94104
NO	424,264763	424,264606	424,264587	-0,044673202	C30H35NO	1421,077881
NO	424,358541	424,3583832	424,358487	0,244499406	C29H47NO	1380,731201
NO	426,280246	426,2800952	426,280238	0,334988341	C30H37NO	1921,696289
NO	428,29608	428,2959314	428,295887	-0,103568037	C30H39NO	2180,299072
NO	430,311725	430,3115776	430,311537	-0,094420283	C30H41NO	2380,109131
NO	432,327185	432,3270381	432,327187	0,344389686	C30H43NO	2508,690674
NO	434,249088	434,2489221	434,248937	0,03434609	C31H33NO	1135,60376
NO	434,343047	434,3428943	434,342837	-0,13183592	C30H45NO	2002,304199
NO	436,264798	436,2646379	436,264587	-0,116657621	C31H35NO	1498,371582
NO	436,358478	436,3583201	436,358487	0,38256186	C30H47NO	1647,261963
NO	438,280402	438,280247	438,280238	-0,020554278	C31H37NO	1923,317505
NO	438,374077	438,3739147	438,374137	0,507165601	C30H49NO	1404,005249
NO	440,29593	440,2957774	440,295887	0,248991507	C31H39NO	2193,740234
NO	442,311715	442,3115617	442,311537	-0,055917697	C31H41NO	2194,473389
NO	444,327209	444,3270564	444,327187	0,293939835	C31H43NO	2322,252686
NO	446,343055	446,3429041	446,342837	-0,150251428	C31H45NO	2568,128418
NO	448,358707	448,3585505	448,358487	-0,141673038	C31H47NO	2067,71167
NO	450,280565	450,2803942	450,280238	-0,346879353	C32H37NO	1144,390137
NO	450,374219	450,3740597	450,374137	0,171679325	C31H49NO	1874,956665
NO	452,295775	452,2956167	452,295887	0,597554233	C32H39NO	2009,550049
NO	452,389959	452,3897958	452,389787	-0,019483769	C31H51NO	1626,484741
NO	454,311602	454,3114412	454,311537	0,210806	C32H41NO	1847,323242
NO	456,32719	456,3270339	456,327187	0,335416502	C32H43NO	2323,193848
NO	458,342929	458,3427729	458,342837	0,139759038	C32H45NO	2378,432861
NO	460,358585	460,3584296	460,358487	0,124759593	C32H47NO	2501,104736
NO	462,280385	462,2802132	462,280238	0,053571833	C33H37NO	1259,835815
NO	462,374242	462,3740776	462,374137	0,128470426	C32H49NO	1729,353638
NO	464,29597	464,2958043	464,295887	0,178207998	C33H39NO	1665,546509
NO	464,389668	464,3895031	464,389787	0,611425382	C32H51NO	1725,807983
NO	466,311429	466,3112681	466,311537	0,576680416	C33H41NO	2096,177246
NO	466,405612	466,4054415	466,405437	-0,009620445	C32H53NO	1386,454346
NO	468,327191	468,3270276	468,327187	0,340346317	C33H43NO	1920,068481
NO	470,343038	470,3428783	470,342837	-0,087720559	C33H45NO	2296,197021
NO	472,358408	472,3582499	472,358487	0,50186869	C33H47NO	2520,011475
NO	474,374426	474,3742641	474,374137	-0,267946178	C33H49NO	2169,614746
NO	476,296065	476,2958944	476,295887	-0,015456919	C34H39NO	1511,198486
NO	476,389858	476,3896942	476,389787	0,194729054	C33H51NO	2035,187988
NO	478,311611	478,3114453	478,311537	0,191687448	C34H41NO	1903,099854
NO	478,405507	478,4053384	478,405437	0,206129792	C33H53NO	1678,136353
NO	480,32717	480,3270048	480,327187	0,379314143	C34H43NO	1976,468506
NO	480,42116	480,4209829	480,421088	0,218736413	C33H55NO	1186,788208
NO	482,342878	482,3427162	482,342837	0,250454527	C34H45NO	2328,735352
NO	484,358524	484,3583626	484,358487	0,256919737	C34H47NO	2403,092041
NO	486,374252	486,3740921	486,374137	0,09237837	C34H49NO	2607,214844
NO	488,389852	488,3896961	488,389787	0,186199029	C34H51NO	3160,235596
NO	490,311543	490,3113634	490,311537	0,353994844	C35H41NO	1145,86438
NO	490,405476	490,405312	490,405437	0,254923722	C34H53NO	2239,781006
NO	492,327311	492,3271428	492,327187	0,089794424	C35H43NO	1888,976074
NO	492,421283	492,4211163	492,421088	-0,057535	C34H55NO	2020,814697
NO	494,34307	494,3429051	494,342837	-0,137832153	C35H45NO	2212,168945
NO	494,436703	494,4365258	494,436737	0,427110688	C34H57NO	1300,872437
NO	496,358617	496,358456	496,358487	0,062530847	C35H47NO	2648,882324
NO	498,374118	498,3739559	498,374137	0,363468618	C35H49NO	2550,979736
NO	500,38975	500,389591	500,389787	0,391650043	C35H51NO	2967,562988
NO	502,405701	502,4055369	502,405437	-0,198896726	C35H53NO	2391,632813
NO	504,327408	504,3272361	504,327187	-0,097292823	C36H43NO	1713,674438
NO	504,421395	504,4212291	504,421088	-0,279749823	C35H55NO	2229,219482
NO	506,343054	506,3428879	506,342837	-0,100445277	C36H45NO	2223,08252
NO	506,437016	506,4368476	506,436737	-0,218329559	C35H57NO	2012,507568
NO	508,35844	508,3582756	508,358487	0,415879147	C36H47NO	2417,320557
NO	508,452761	508,4525826	508,452387	-0,384660986	C35H59NO	1319,32959
NO	510,374158	510,3739944	510,374137	0,279314246	C36H49NO	2529,723633
NO	512,390023	512,3898594	512,389788	-0,139284918	C36H51NO	2538,602539
NO	514,405448	514,4052867	514,405438	0,294085549	C36H53NO	2835,480957
NO	516,327374	516,327192	516,327188	-0,007747237	C37H43NO	1161,146606
NO	516,421041	516,4208762	516,421088	0,410071026	C36H55NO	2443,417725
NO	518,343034	518,3428622	518,342838	-0,046660705	C37H45NO	1805,550293
NO	518,43662	518,4364541	518,436738	0,547576735	C36H57NO	2338,290039
NO	520,358502	520,3583361	520,358488	0,291903209	C37H47NO	2347,083008
NO	520,452818	520,452652	520,452388	-0,507155451	C36H59NO	2331,570313
NO	522,374418	522,3742512	522,374138	-0,216751399	C37H49NO	2266,798096
NO	522,468225	522,4680479	522,468038	-0,018960223	C36H61NO	1450,382568
NO	524,390191	524,3900263	524,389788	-0,454435346	C37H51NO	2491,300293
NO	526,405638	526,405478	526,405438	-0,075952547	C37H53NO	3075,340088
NO	528,327149	528,3269688	528,327188	0,414893137	C38H43NO	1279,402832
NO	528,421416	528,4212587	528,421088	-0,323071414	C37H55NO	3486,013428
NO	530,342792	530,3426105	530,342837	0,427066642	C38H45NO	1212,473145
NO	530,436927	530,4367629	530,436738	-0,046984606	C37H57NO	2575,760742
NO	532,358425	532,3582494	532,358488	0,448175356	C38H47NO	1561,704956
NO	532,452419	532,4522506	532,452387	0,256256794	C37H59NO	2127,88208
NO	534,374305	534,3741391	534,374137	-0,003886431	C38H49NO	2376,599121
NO	534,468146	534,4679742	534,468038	0,119400147	C37H61NO	1838,05542
NO	536,389826	536,3896611	536,389788	0,236618559	C38H51NO	2482,731934
NO	536,483941	536,4837582	536,483687	-0,132676086	C37H63NO	1146,241455
NO	538,405684	538,4055177	538,405437	-0,149942923	C38H53NO	2337,021729
NO	540,421274	540,4211113	540,421088	-0,043102901	C38H55NO	2730,388428
NO	542,342875	542,3426966	542,342837	0,258907962	C39H45NO	1376,308594
NO	542,436864	542,4367112	542,436737	0,047640528	C38H57NO	4257,821289
NO	544,358493	544,3583141	544,358488	0,319461319	C39H47NO	1344,281738
NO	544,452284	544,4521183	544,452387	0,493509383	C38H59NO	2380,418457
NO	546,374232	546,3740613	546,374137	0,138518498	C39H49NO	1907,993042
NO	546,468266	546,4680973	546,468037	-0,110345964	C38H61NO	2079,490723
NO	548,389928	548,3897602	548,389788	0,050644499	C39H51NO	2156,770996
NO	548,483746	548,48357	548,483687	0,21322443	C38H63NO	1513,684937
NO	550,405413	550,4052517	550,405437	0,336595229	C39H53NO	2859,988525
NO	552,421444	552,4212784	552,421088	-0,344586828	C39H55NO	2343,811035
NO	554,436938	554,4367785	554,436737	-0,074832032	C39H57NO	3057,439453
NO	556,358436	556,3582568	556,358488	0,415489392	C40H47NO	1291,136719
NO	556,452657	556,4525078	556,452387	-0,217116758	C39H59NO	4876,836914
NO	558,374015	558,3738402	558,374137	0,531587439	C40H49NO	1543,591431
NO	558,467975	558,467809	558,468037	0,408273285	C39H61NO	2261,393066
NO	560,389985	560,3898156	560,389788	-0,049320241	C40H51NO	1939,267578
NO	560,483674	560,483504	560,483687	0,326587776	C39H63NO	1881,723022
NO	562,405718	562,4055549	562,405437	-0,209723784	C40H53NO	2534,768555
NO	562,499603	562,49943	562,499337	-0,165409456	C39H65NO	1645,620117
NO	564,421051	564,4208921	564,421088	0,347059213	C40H55NO	3022,007568
NO	566,43679	566,4366265	566,436737	0,195162881	C40H57NO	2433,670898
NO	568,358374	568,3581961	568,358488	0,51357134	C41H47NO	1295,851685
NO	568,4523	568,4521391	568,452387	0,436184254	C40H59NO	2701,516846
NO	570,374306	570,3741334	570,374137	0,0063477	C41H49NO	1607,073364
NO	570,468407	570,4682568	570,468037	-0,385291315	C40H61NO	4347,146973
NO	572,389707	572,3895357	572,389788	0,440734334	C41H51NO	1684,119141
NO	572,483978	572,4838153	572,483687	-0,224142566	C40H63NO	2446,649658
NO	574,405413	574,4052469	574,405437	0,330994675	C41H53NO	2080,012207
NO	574,499349	574,4991793	574,499337	0,274578809	C40H65NO	1776,554443
NO	576,421278	576,4211127	576,421088	-0,04286902	C41H55NO	2130,150146
NO	576,515372	576,5151964	576,514987	-0,363291252	C40H67NO	1366,744995
NO	578,436651	578,4364951	578,436737	0,418218349	C41H57NO	3182,492188
NO	578,530897	578,5307173	578,530638	-0,137055319	C40H69NO	1130,380493
NO	580,452391	580,452232	580,452387	0,26696445	C41H59NO	2738,355713
NO	582,374366	582,3741893	582,374137	-0,089798615	C42H49NO	1251,174072
NO	582,467845	582,467692	582,468037	0,5923241	C41H61NO	3523,517334
NO	584,389768	584,3895924	584,389788	0,334757273	C42H51NO	1290,715576
NO	584,483896	584,4837442	584,483687	-0,09778864	C41H63NO	3657,386719
NO	586,40563	586,4054575	586,405437	-0,034921409	C42H53NO	1451,588745
NO	586,499366	586,4992034	586,499337	0,227728921	C41H65NO	2231,915039
NO	588,421292	588,4211253	588,421088	-0,063449103	C42H55NO	1838,207764
NO	588,515149	588,5149748	588,514987	0,020664118	C41H67NO	1330,847412
NO	590,436606	590,4364466	590,436737	0,491863734	C42H57NO	2480,574707
NO	590,53058	590,5304071	590,530638	0,391000711	C41H69NO	1381,574341
NO	592,452486	592,4523328	592,452387	0,091554499	C42H59NO	3207,080078
NO	594,468265	594,4681083	594,468037	-0,120012932	C42H61NO	2702,900879
NO	596,483801	596,4836479	596,483687	0,06548477	C42H63NO	3112,859619
NO	598,499492	598,49934	598,499337	-0,004968893	C42H65NO	3196,607666
NO	600,421298	600,42113	600,421088	-0,069943725	C43H55NO	1556,84729
NO	600,5152	600,5150365	600,514987	-0,082484978	C42H67NO	1891,887695
NO	602,436805	602,4366415	602,436737	0,158507495	C43H57NO	1853,463257
NO	602,53079	602,530619	602,530638	0,031523468	C42H69NO	1341,065552
NO	604,452612	604,4524548	604,452387	-0,112092192	C43H59NO	2382,911133
NO	606,468031	606,467879	606,468037	0,260565552	C43H61NO	2937,154297
NO	608,484041	608,4838831	608,483687	-0,322257804	C43H63NO	2213,882813
NO	610,405724	610,405552	610,405437	-0,188330123	C44H53NO	1178,825928
NO	610,49939	610,4992384	610,499337	0,1614896	C43H65NO	2859,006104
NO	612,42135	612,4211784	612,421088	-0,147554841	C44H55NO	1172,203125
NO	612,515067	612,5149093	612,514987	0,12690307	C43H67NO	2129,73584
NO	614,436611	614,4364458	614,436737	0,473935128	C44H57NO	1506,621582
NO	614,530947	614,5307838	614,530638	-0,237311414	C43H69NO	1642,734253
NO	616,452521	616,4523526	616,452387	0,055724059	C44H59NO	1285,152954
NO	618,468381	618,468226	618,468037	-0,305657033	C44H61NO	2233,563965
NO	620,48406	620,4839071	620,483687	-0,354666897	C44H63NO	2378,06958
NO	622,499426	622,4992723	622,499337	0,103948213	C44H65NO	2238,066406
NO	624,514934	624,5147845	624,514987	0,324243362	C44H67NO	2620,902344
NO	626,436564	626,436398	626,436737	0,541078732	C45H57NO	1251,44104
NO	626,530459	626,530304	626,530638	0,533019262	C44H69NO	2006,00708
NO	628,452572	628,4524129	628,452387	-0,041174522	C45H59NO	1630,289673
NO	628,546474	628,5463094	628,546287	-0,035633767	C44H71NO	1287,490601
NO	630,468356	630,4681963	630,468037	-0,252700608	C45H61NO	1546,773804
NO	632,483787	632,4836344	632,483687	0,083226871	C45H63NO	2036,327393
NO	634,499344	634,4991931	634,499337	0,226793686	C45H65NO	2131,234375
NO	636,515518	636,5153664	636,514987	-0,596008569	C45H67NO	2001,652344
NO	638,530965	638,5308183	638,530638	-0,282346668	C45H69NO	2404,831299
NO	640,546168	640,5460165	640,546287	0,422289946	C45H71NO	1889,878906
NO	642,467867	642,4677081	642,468037	0,511869937	C46H61NO	1335,087402
NO	642,562254	642,5620968	642,561938	-0,247112484	C45H73NO	1430,231201
NO	644,483508	644,4833542	644,483687	0,516380639	C46H63NO	1605,112061
NO	646,499812	646,4996647	646,499337	-0,506826395	C46H65NO	2052,737793
NO	648,515398	648,5152462	648,514987	-0,399749148	C46H67NO	1638,072876
NO	650,530776	650,5306295	650,530638	0,013125675	C46H69NO	1982,570801
NO	652,546469	652,546324	652,546287	-0,056729613	C46H71NO	2047,208252
NO	654,561716	654,5615674	654,561938	0,566232282	C46H73NO	1685,539917
NO	656,483719	656,4835684	656,483687	0,180725968	C47H63NO	1493,173584
NO	658,499103	658,4989554	658,499337	0,579472069	C47H65NO	1641,274536
NO	660,515009	660,5148645	660,514987	0,185488517	C47H67NO	1803,860718
NO	662,530667	662,5305197	662,530638	0,178569103	C47H69NO	1539,35498
NO	664,546629	664,546482	664,546287	-0,293370523	C47H71NO	1497,775879
NO	666,562114	666,5619694	666,561938	-0,047044752	C47H73NO	1596,254883
NO	668,483613	668,4834643	668,483687	0,333108786	C48H63NO	1292,739258
NO	668,577678	668,5775332	668,577587	0,080468025	C47H75NO	1523,278198
NO	670,499261	670,4991186	670,499337	0,325767656	C48H65NO	1622,701904
NO	672,515458	672,5153088	672,514987	-0,478548791	C48H67NO	1167,362549
NO	674,530727	674,5305888	674,530638	0,072959697	C48H69NO	1790,522339
NO	676,546329	676,5461901	676,546287	0,143154467	C48H71NO	1669,272583
NO	678,56216	678,5620156	678,561938	-0,11441758	C48H73NO	1262,846069
NO	686,530755	686,5306152	686,530638	0,033161414	C49H69NO	1289,983398
NO	688,546311	688,5461762	688,546287	0,160926021	C49H71NO	1523,649902
NO	692,577546	692,5774066	692,577587	0,260471353	C49H75NO	1140,908569
NO	700,546179	700,5460463	700,546287	0,343604165	C50H71NO	1253,100342
NO	706,593194	706,5930655	706,593237	0,242764013	C50H77NO	1287,095337
NO	728,578134	728,5780173	728,577587	-0,590556203	C52H75NO	1173,935913
NO2	298,181308	298,1812213	298,181252	0,102982068	C19H25NO2	1154,061401
NO2	310,181271	310,1811756	310,181252	0,246408269	C20H25NO2	1194,04126
NO2	320,165645	320,1655417	320,165602	0,188346517	C21H23NO2	1177,633667
NO2	322,181234	322,181134	322,181252	0,366184139	C21H25NO2	1445,732056
NO2	324,197056	324,1969567	324,196902	-0,168683764	C21H27NO2	1584,261841
NO2	326,212641	326,2125363	326,212552	0,048203345	C21H29NO2	1337,111938
NO2	332,165693	332,165581	332,165602	0,063328047	C22H23NO2	1171,623901
NO2	334,181262	334,1811505	334,181252	0,303637313	C22H25NO2	1273,784058
NO2	336,196965	336,1968556	336,196902	0,138160897	C22H27NO2	1473,359619
NO2	338,212709	338,2126033	338,212552	-0,151548093	C22H29NO2	1833,322144
NO2	340,228231	340,2281222	340,228202	0,234641563	C22H31NO2	1701,151245
NO2	346,181319	346,1812013	346,181252	0,14634666	C23H25NO2	1377,848389
NO2	348,19701	348,1968907	348,196902	0,032398686	C23H27NO2	1359,223389
NO2	350,212726	350,2126157	350,212552	-0,181807164	C23H29NO2	2114,203857
NO2	352,228244	352,2281313	352,228202	0,200749707	C23H31NO2	2014,498291
NO2	354,244104	354,2439849	354,243852	-0,375196717	C23H33NO2	1614,177246
NO2	360,197046	360,1969222	360,196902	-0,055992086	C24H27NO2	1539,011108
NO2	362,212628	362,2125091	362,212552	0,118447855	C24H29NO2	2005,844238
NO2	364,228397	364,228276	364,228202	-0,203176424	C24H31NO2	1928,456299
NO2	366,243978	366,243862	366,243852	-0,027345789	C24H33NO2	2527,970947
NO2	368,259607	368,2594869	368,259502	0,041119645	C24H35NO2	2216,02124
NO2	370,181315	370,1811782	370,181252	0,199270964	C25H25NO2	1135,7771
NO2	370,275124	370,2749889	370,275152	0,440550385	C24H37NO2	1220,654053
NO2	372,197003	372,1968708	372,196902	0,083931893	C25H27NO2	1445,91748
NO2	374,21271	374,2125867	374,212552	-0,092853903	C25H29NO2	2238,959961
NO2	376,228292	376,2281693	376,228202	0,086789707	C25H31NO2	2412,928955
NO2	378,243824	378,2437018	378,243852	0,39697636	C25H33NO2	2588,163086
NO2	380,25961	380,2594878	380,259502	0,037447331	C25H35NO2	2704,281738
NO2	382,275311	382,2751834	382,275152	-0,082120308	C25H37NO2	2237,114014
NO2	384,290804	384,2906649	384,290802	0,356883337	C25H39NO2	1421,098877
NO2	386,21267	386,2125371	386,212552	0,038465631	C26H29NO2	1944,716431
NO2	388,22824	388,228109	388,228202	0,239651896	C26H31NO2	2200,69165
NO2	390,243972	390,2438436	390,243852	0,021530783	C26H33NO2	2583,123047
NO2	392,259544	392,2594163	392,259502	0,218570743	C26H35NO2	2780,23291
NO2	394,275094	394,274968	394,275152	0,466668184	C26H37NO2	3139,406494
NO2	396,290776	396,2906414	396,290802	0,405177063	C26H39NO2	2241,19751
NO2	398,212611	398,2124673	398,212552	0,212794511	C27H29NO2	1566,441528
NO2	398,306513	398,3063743	398,306452	0,1949886	C26H41NO2	1953,892212
NO2	400,22835	400,228212	400,228202	-0,024956186	C27H31NO2	2089,982666
NO2	402,24402	402,2438854	402,243852	-0,08300355	C27H33NO2	2526,309082
NO2	404,259556	404,2594255	404,259502	0,189115886	C27H35NO2	3165,957275
NO2	406,275148	406,2750153	406,275152	0,336566605	C27H37NO2	2974,621338
NO2	408,290998	408,2908653	408,290802	-0,155016547	C27H39NO2	3098,616211
NO2	410,306558	410,3064218	410,306452	0,07351408	C27H41NO2	2760,656494
NO2	412,228358	412,2282118	412,228202	-0,023804393	C28H31NO2	1843,918457
NO2	412,322037	412,3218911	412,322102	0,511507385	C27H43NO2	1869,716797
NO2	414,24384	414,2437027	414,243852	0,360427272	C28H33NO2	2824,313232
NO2	416,259712	416,2595752	416,259502	-0,17594019	C28H35NO2	3002,020752
NO2	416,353396	416,353245	416,353402	0,377057657	C27H47NO2	1613,123047
NO2	418,275167	418,2750332	418,275152	0,283997683	C28H37NO2	3560,617676
NO2	420,290974	420,2908421	420,290802	-0,095336158	C28H39NO2	4020,606445
NO2	422,306592	422,3064556	422,306452	-0,00849055	C28H41NO2	3396,142822
NO2	424,228245	424,2280892	424,228202	0,265850312	C29H31NO2	1499,390259
NO2	424,322279	424,3221369	424,322102	-0,082353172	C28H43NO2	2730,419434
NO2	426,24393	426,2437851	426,243852	0,15688577	C29H33NO2	2488,776855
NO2	426,337758	426,3376123	426,337752	0,327764923	C28H45NO2	2399,244141
NO2	428,259698	428,2595567	428,259502	-0,12764508	C29H35NO2	3009,545898
NO2	428,353583	428,353424	428,353402	-0,051440879	C28H47NO2	1397,026978
NO2	430,275279	430,2751386	430,275152	0,031112957	C29H37NO2	3244,686768
NO2	430,369209	430,369045	430,369052	0,016214646	C28H49NO2	1163,697632
NO2	432,290964	432,2908244	432,290802	-0,051759637	C29H39NO2	3468,555664
NO2	434,306487	434,3063488	434,306452	0,237543701	C29H41NO2	3826,935791
NO2	436,228202	436,2280382	436,228202	0,375416574	C30H31NO2	1280,528198
NO2	436,322154	436,3220125	436,322102	0,205030912	C29H43NO2	3398,897217
NO2	438,244049	438,2438919	438,243852	-0,091107178	C30H33NO2	1756,646851
NO2	438,337998	438,3378542	438,337752	-0,233044374	C29H45NO2	3145,94043
NO2	440,259535	440,2593873	440,259502	0,260479452	C30H35NO2	2726,844238
NO2	440,353471	440,3533259	440,353402	0,17275803	C29H47NO2	3066,72168
NO2	442,275282	442,2751379	442,275152	0,031841894	C30H37NO2	3296,349121
NO2	442,369191	442,3690273	442,369052	0,055763267	C29H49NO2	1401,057251
NO2	444,290742	444,2905959	444,290802	0,463851528	C30H39NO2	3099,19043
NO2	444,38491	444,3847555	444,384702	-0,120432868	C29H51NO2	2140,85376
NO2	446,306558	446,3064157	446,306452	0,081304126	C30H41NO2	3785,00415
NO2	448,322184	448,3220424	448,322102	0,132963017	C30H43NO2	4013,820801
NO2	450,244035	450,243871	450,243852	-0,042104478	C31H33NO2	1526,942261
NO2	450,337981	450,3378353	450,337752	-0,184971469	C30H45NO2	3421,017822
NO2	452,259537	452,2593822	452,259502	0,264906962	C31H35NO2	2336,972656
NO2	452,353396	452,3532487	452,353402	0,338847583	C30H47NO2	3269,369873
NO2	454,275353	454,275203	454,275152	-0,112223763	C31H37NO2	2961,300293
NO2	454,369113	454,3689671	454,369052	0,186933708	C30H49NO2	3563,344482
NO2	456,290934	456,2907875	456,290802	0,031735111	C31H39NO2	3559,767334
NO2	458,30667	458,3065243	458,306452	-0,157658315	C31H41NO2	3771,830811
NO2	460,322327	460,3221829	460,322102	-0,175708549	C31H43NO2	4162,956055
NO2	462,337666	462,3375238	462,337752	0,493615432	C31H45NO2	4656,500488
NO2	464,259742	464,2595769	464,259502	-0,161340606	C32H35NO2	1711,891113
NO2	464,353425	464,3532768	464,353402	0,269618985	C31H47NO2	3613,666992
NO2	466,275214	466,2750581	466,275152	0,201344294	C32H37NO2	2613,400146
NO2	466,369054	466,3689059	466,369052	0,313363043	C31H49NO2	3702,466309
NO2	468,290995	468,2908424	468,290802	-0,086296579	C32H39NO2	3089,358643
NO2	468,384984	468,3848314	468,384702	-0,27628578	C31H51NO2	3091,771973
NO2	470,30653	470,3063807	470,306452	0,151706493	C32H41NO2	3649,770752
NO2	472,322261	472,3221139	472,322102	-0,025226848	C32H43NO2	4130,888672
NO2	474,337971	474,3378235	474,337752	-0,150838689	C32H45NO2	4141,364258
NO2	476,259657	476,2594841	476,259502	0,037497082	C33H35NO2	1373,666748
NO2	476,353436	476,3532875	476,353402	0,240424057	C32H47NO2	4015,712158
NO2	478,275241	478,2750763	478,275152	0,158331713	C33H37NO2	1983,528076
NO2	478,369122	478,3689731	478,369052	0,164854944	C32H49NO2	4026,591797
NO2	480,290842	480,2906884	480,290802	0,236477303	C33H39NO2	3301,943604
NO2	480,384818	480,3846665	480,384702	0,073987631	C32H51NO2	3623,824951
NO2	482,306597	482,3064439	482,306452	0,016807759	C33H41NO2	3429,294189
NO2	482,400306	482,4001466	482,400352	0,425814399	C32H53NO2	2588,635986
NO2	484,322294	484,3221453	484,322102	-0,08946869	C33H43NO2	4270,680176
NO2	486,33772	486,3375727	486,337752	0,368622793	C33H45NO2	4629,740723
NO2	486,431569	486,4313939	486,431652	0,530630213	C32H57NO2	1349,708618
NO2	488,353377	488,3532312	488,353402	0,349838526	C33H47NO2	5029,071289
NO2	490,275145	490,2749736	490,275152	0,363885712	C34H37NO2	1624,081177
NO2	490,369063	490,3689148	490,369052	0,279807552	C33H49NO2	4565,118164
NO2	492,29098	492,2908193	492,290802	-0,035045331	C34H39NO2	2617,963135
NO2	492,384938	492,3847877	492,384702	-0,174018942	C33H51NO2	4196,130859
NO2	494,306811	494,3066537	494,306452	-0,408087124	C34H41NO2	3093,802246
NO2	494,40043	494,400281	494,400352	0,143705166	C33H53NO2	4509,662598
NO2	496,322061	496,3219095	496,322102	0,387894583	C34H43NO2	4068,657227
NO2	496,416072	496,4159143	496,416002	0,176729006	C33H55NO2	3070,214111
NO2	498,338017	498,3378665	498,337752	-0,229760838	C34H45NO2	4315,688965
NO2	500,353357	500,3532102	500,353402	0,383230848	C34H47NO2	5207,165039
NO2	500,447385	500,447206	500,447302	0,191812212	C33H59NO2	1243,563721
NO2	502,275409	502,2752297	502,275152	-0,154693456	C35H37NO2	1238,053101
