Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
NO2	502,369396	502,3692483	502,369052	-0,390692501	C34H49NO2	5024,399414
NO2	504,290825	504,290658	504,290802	0,285511521	C35H39NO2	2124,04126
NO2	504,384797	504,384649	504,384702	0,105045106	C34H51NO2	5014,20752
NO2	506,306565	506,3064066	506,306452	0,08963247	C35H41NO2	3134,174316
NO2	506,400514	506,4003646	506,400352	-0,024899365	C34H53NO2	4735,768066
NO2	508,322443	508,3222886	508,322102	-0,367167032	C35H43NO2	3791,986816
NO2	508,415968	508,4158175	508,416002	0,362935251	C34H55NO2	4530,062988
NO2	510,337875	510,3377253	510,337752	0,052241588	C35H45NO2	4752,876465
NO2	510,431748	510,431586	510,431652	0,129280718	C34H57NO2	2711,764404
NO2	512,353453	512,3533041	512,353403	0,193040163	C35H47NO2	4962,13623
NO2	514,369391	514,3692442	514,369053	-0,371638359	C35H49NO2	5513,444336
NO2	514,46315	514,462972	514,462953	-0,037027482	C34H61NO2	1372,94165
NO2	516,291047	516,2908669	516,290803	-0,12378175	C36H39NO2	1259,229736
NO2	516,384701	516,3845551	516,384703	0,286428347	C35H51NO2	5804,04248
NO2	518,306829	518,3066618	518,306453	-0,402798274	C36H41NO2	2203,968994
NO2	518,400402	518,4002539	518,400353	0,191193337	C35H53NO2	5247,520996
NO2	520,322426	520,3222643	520,322103	-0,310093822	C36H43NO2	2831,031006
NO2	520,415908	520,4157597	520,416003	0,467606188	C35H55NO2	5213,922363
NO2	522,338061	522,3379094	522,337753	-0,299482107	C36H45NO2	4496,544922
NO2	522,431855	522,4317101	522,431653	-0,109238374	C35H57NO2	6178,108398
NO2	524,353554	524,353405	524,353403	-0,003788747	C36H47NO2	5089,346191
NO2	524,44724	524,4470774	524,447303	0,430164694	C35H59NO2	2734,054199
NO2	526,369137	526,3689891	526,369053	0,121477185	C36H49NO2	5371,561523
NO2	526,463126	526,462944	526,462953	0,017119849	C35H61NO2	1182,206909
NO2	528,290804	528,2906244	528,290803	0,338062241	C37H39NO2	1312,771484
NO2	528,384635	528,3844875	528,384703	0,407866483	C36H51NO2	5495,898926
NO2	528,478922	528,4787434	528,478603	-0,265691441	C35H63NO2	1370,707642
NO2	530,306595	530,3064239	530,306453	0,054928702	C37H41NO2	1891,84729
NO2	530,400718	530,4005729	530,400353	-0,414624717	C36H53NO2	6193,873535
NO2	532,321953	532,3217886	532,322103	0,590541623	C37H43NO2	2545,815186
NO2	532,415933	532,4157861	532,416003	0,407413837	C36H55NO2	5669,530273
NO2	534,337988	534,3378306	534,337753	-0,145150821	C37H45NO2	3468,990479
NO2	534,431817	534,4316694	534,431653	-0,030718873	C36H57NO2	5490,155762
NO2	536,35367	536,353519	536,353403	-0,216219474	C37H47NO2	4658,688965
NO2	536,447772	536,4476222	536,447303	-0,595000995	C36H59NO2	4933,359375
NO2	538,369256	538,3691089	538,369053	-0,103842672	C37H49NO2	5611,533203
NO2	538,463189	538,4630287	538,462953	-0,140575341	C36H61NO2	3043,971924
NO2	540,385015	540,3848676	540,384703	-0,304543157	C37H51NO2	5511,284668
NO2	540,478768	540,4785873	540,478603	0,029134196	C36H63NO2	1248,640259
NO2	542,306803	542,3066251	542,306453	-0,317311961	C38H41NO2	1405,957397
NO2	542,400334	542,4001897	542,400353	0,30114362	C37H53NO2	6391,275879
NO2	544,322152	544,3219848	544,322103	0,217077366	C38H43NO2	2232,474365
NO2	544,416379	544,4162386	544,416002	-0,43459866	C37H55NO2	7774,17334
NO2	546,337621	546,3374587	546,337752	0,536909805	C38H45NO2	2751,933105
NO2	546,431643	546,431496	546,431653	0,287289669	C37H57NO2	5576,828613
NO2	548,353502	548,3533452	548,353403	0,105352082	C38H47NO2	3517,545166
NO2	548,447308	548,4471619	548,447302	0,255486394	C37H59NO2	5788,181641
NO2	550,369178	550,3690302	550,369052	0,039658319	C38H49NO2	5304,839844
NO2	550,463216	550,4630628	550,462953	-0,199527602	C37H61NO2	4126,77002
NO2	552,384943	552,3847978	552,384703	-0,171579214	C38H51NO2	5981,006836
NO2	552,478747	552,4785882	552,478602	0,025060482	C37H63NO2	3168,863281
NO2	554,306642	554,3064656	554,306452	-0,024604233	C39H41NO2	1464,826538
NO2	554,400635	554,4004925	554,400352	-0,253504986	C38H53NO2	6811,783691
NO2	554,494194	554,4940157	554,494253	0,427929895	C37H65NO2	1348,344849
NO2	556,32235	556,3221749	556,322103	-0,129186061	C39H43NO2	1534,369019
NO2	556,41609	556,4159493	556,416002	0,094764211	C38H55NO2	7377,840332
NO2	556,509862	556,5096821	556,509902	0,395106535	C37H67NO2	1251,489868
NO2	558,337667	558,3375059	558,337752	0,440852876	C39H45NO2	2804,023193
NO2	558,431615	558,4314813	558,431652	0,305652726	C38H57NO2	10677,0625
NO2	560,353849	560,3536903	560,353403	-0,512707847	C39H47NO2	3102,467285
NO2	560,447526	560,4473833	560,447302	-0,145112683	C38H59NO2	6575,041016
NO2	562,369322	562,3691699	562,369052	-0,209559912	C39H49NO2	4143,632324
NO2	562,463195	562,4630485	562,462952	-0,171535591	C38H61NO2	5398,495605
NO2	564,384876	564,3847283	564,384703	-0,044855658	C39H51NO2	5058,428223
NO2	564,47894	564,4787907	564,478602	-0,334364876	C38H63NO2	4693,812012
NO2	566,400356	566,4002151	566,400352	0,241696651	C39H53NO2	6970,376953
NO2	566,494608	566,4944497	566,494252	-0,349059813	C38H65NO2	3076,811279
NO2	568,322181	568,322	568,322102	0,179502207	C40H43NO2	1134,765503
NO2	568,416096	568,4159523	568,416002	0,087380043	C39H55NO2	6005,063477
NO2	568,510041	568,5098604	568,509902	0,073127221	C38H67NO2	1155,153687
NO2	570,337856	570,3376909	570,337752	0,107094627	C40H45NO2	2229,285889
NO2	570,431945	570,4318069	570,431652	-0,271469574	C39H57NO2	7827,212402
NO2	572,353495	572,3533354	572,353403	0,118137413	C40H47NO2	2804,277588
NO2	572,447258	572,4471247	572,447302	0,309801615	C39H59NO2	9983,708008
NO2	574,369445	574,3692902	574,369052	-0,414654882	C40H49NO2	3432,486328
NO2	574,46287	574,4627282	574,462952	0,389545917	C39H61NO2	6339,376465
NO2	576,385058	576,3849104	576,384703	-0,359874181	C40H51NO2	4733,29248
NO2	576,478637	576,478489	576,478602	0,196023469	C39H63NO2	4635,81543
NO2	578,400683	578,4005397	578,400352	-0,324596617	C40H53NO2	5733,523438
NO2	578,494411	578,4942594	578,494252	-0,012799138	C39H65NO2	3869,769043
NO2	580,416172	580,4160337	580,416002	-0,054688014	C40H55NO2	7229,672852
NO2	580,510044	580,5098873	580,509902	0,025393891	C39H67NO2	3021,739746
NO2	582,337907	582,3377295	582,337752	0,038618924	C41H45NO2	1210,315918
NO2	582,431888	582,4317484	582,431652	-0,165590933	C40H57NO2	6660,810547
NO2	584,353574	584,3534072	584,353403	-0,007112408	C41H47NO2	1883,369507
NO2	584,447689	584,4475542	584,447302	-0,431507044	C40H59NO2	8344,954102
NO2	586,369185	586,3690258	586,369052	0,044680845	C41H49NO2	2590,475586
NO2	586,46291	586,4627805	586,462952	0,292465145	C40H61NO2	10941,04492
NO2	588,384596	588,3844425	588,384703	0,442672775	C41H51NO2	3291,273193
NO2	588,478966	588,4788237	588,478602	-0,376736306	C40H63NO2	5523,216797
NO2	590,400187	590,4000412	590,400352	0,526452635	C41H53NO2	4592,301758
NO2	590,494148	590,4940015	590,494252	0,424155321	C40H65NO2	4452,421387
NO2	592,416348	592,4162054	592,416002	-0,34332476	C41H55NO2	5244,274414
NO2	592,50989	592,5097383	592,509902	0,27627976	C40H67NO2	3436,610352
NO2	594,431881	594,4317456	594,431652	-0,157524458	C41H57NO2	7340,847168
NO2	594,525525	594,5253682	594,525553	0,310769379	C40H69NO2	2689,010498
NO2	596,353459	596,3532874	596,353403	0,193923728	C42H47NO2	1384,604736
NO2	596,447709	596,4475708	596,447302	-0,450684521	C41H59NO2	6236,110352
NO2	598,369351	598,3691906	598,369052	-0,231706613	C42H49NO2	2212,939697
NO2	598,463155	598,4630215	598,462952	-0,11607011	C41H61NO2	7708,899414
NO2	600,384727	600,3845691	600,384703	0,223055817	C42H51NO2	2413,552979
NO2	600,478619	600,4784884	600,478602	0,189143513	C41H63NO2	8791,504883
NO2	602,400538	602,4003899	602,400352	-0,062945306	C42H53NO2	3669,296631
NO2	602,494511	602,4943713	602,494252	-0,198058795	C41H65NO2	5428,824707
NO2	604,416102	604,4159582	604,416002	0,072410685	C42H55NO2	4377,120605
NO2	604,510152	604,5100056	604,509902	-0,171358998	C41H67NO2	3869,556641
NO2	606,431834	606,4316943	606,431652	-0,069750119	C42H57NO2	5177,262207
NO2	606,525955	606,5258061	606,525553	-0,417222843	C41H69NO2	3370,855957
NO2	608,353445	608,3532753	608,353403	0,20997271	C43H47NO2	1330,522217
NO2	608,447603	608,4474682	608,447302	-0,273131392	C42H59NO2	6401,679688
NO2	608,54123	608,5410736	608,541202	0,210933439	C41H71NO2	2367,996094
NO2	610,369056	610,3688898	610,369052	0,265763046	C43H49NO2	1512,720703
NO2	610,463274	610,4631387	610,462952	-0,305866166	C42H61NO2	6096,146973
NO2	612,385007	612,3848493	612,384703	-0,238954966	C43H51NO2	2138,842041
NO2	612,478713	612,4785828	612,478602	0,031428945	C42H63NO2	7636,411133
NO2	614,4006	614,4004454	614,400352	-0,152013024	C43H53NO2	2387,467529
NO2	614,494353	614,4942213	614,494252	0,049971566	C42H65NO2	6893,48877
NO2	616,416273	616,416129	616,416002	-0,206019287	C43H55NO2	3739,354248
NO2	616,510066	616,5099243	616,509902	-0,036252315	C42H67NO2	4161,891113
NO2	618,431896	618,4317536	618,431652	-0,164330038	C43H57NO2	3923,759277
NO2	618,525724	618,5255791	618,525553	-0,04221776	C42H69NO2	3494,064941
NO2	620,447337	620,4472013	620,447302	0,162264471	C43H59NO2	5219,083008
NO2	620,541194	620,5410467	620,541202	0,250314044	C42H71NO2	3046,762451
NO2	622,46305	622,4629174	622,462952	0,055535078	C43H61NO2	5886,741211
NO2	622,556932	622,5567753	622,556852	0,123207005	C42H73NO2	1962,468872
NO2	624,38445	624,3842894	624,384703	0,662336636	C44H51NO2	1621,376709
NO2	624,478912	624,4787801	624,478602	-0,28513417	C43H63NO2	5887,946289
NO2	626,40032	626,4001653	626,400352	0,298088266	C44H53NO2	2029,888184
NO2	626,4948	626,4946716	626,494252	-0,669689855	C43H65NO2	6780,22168
NO2	628,416095	628,4159483	628,416002	0,085410852	C44H55NO2	2810,258301
NO2	628,509986	628,5098555	628,509902	0,073917726	C43H67NO2	5942,977539
NO2	630,432246	630,4321037	630,431652	-0,716544218	C44H57NO2	3322,805176
NO2	630,525538	630,5254015	630,525553	0,240292934	C43H69NO2	4318,111816
NO2	632,447446	632,4473089	632,447302	-0,010910515	C44H59NO2	4077,693848
NO2	632,541335	632,54119	632,541202	0,01897814	C43H71NO2	2846,915771
NO2	634,463381	634,4632482	634,462952	-0,46677982	C44H61NO2	4813,855957
NO2	634,557259	634,5571154	634,556852	-0,415049688	C43H73NO2	2934,856445
NO2	636,478713	636,4785815	636,478602	0,032209982	C44H63NO2	4960,847656
NO2	636,572575	636,5724222	636,572502	0,12528345	C43H75NO2	1904,89624
NO2	638,40073	638,4005716	638,400352	-0,343932597	C45H53NO2	1449,69104
NO2	638,494543	638,4944154	638,494252	-0,255924974	C44H65NO2	5779,058105
NO2	640,416352	640,4162028	640,416002	-0,313569355	C45H55NO2	2094,012695
NO2	640,510138	640,5100147	640,509902	-0,175962232	C44H67NO2	6890,244629
NO2	642,431619	642,4314765	642,431652	0,273207684	C45H57NO2	2716,386475
NO2	642,525996	642,5258656	642,525553	-0,486443791	C44H69NO2	4697,833984
NO2	644,447662	644,4475258	644,447302	-0,347229352	C45H59NO2	3479,755371
NO2	644,541373	644,5412355	644,541202	-0,051962251	C44H71NO2	3278,908936
NO2	646,463108	646,4629725	646,462952	-0,031748073	C45H61NO2	3475,878174
NO2	646,556774	646,5566333	646,556852	0,338283986	C44H73NO2	2743,007568
NO2	648,479102	648,4789735	648,478602	-0,572827217	C45H63NO2	4613,95459
NO2	648,572716	648,572575	648,572502	-0,112583449	C44H75NO2	2617,806152
NO2	650,400725	650,4005665	650,400352	-0,329746141	C46H53NO2	1186,90564
NO2	650,494254	650,4941291	650,494252	0,18892886	C45H65NO2	5275,404785
NO2	650,588451	650,5882974	650,588152	-0,22355812	C44H77NO2	1463,186523
NO2	652,416255	652,416104	652,416002	-0,156389247	C46H55NO2	1583,669922
NO2	652,510365	652,5102416	652,509902	-0,52039765	C45H67NO2	5440,19043
NO2	654,431994	654,4318497	654,431652	-0,302074973	C46H57NO2	2037,334473
NO2	654,525389	654,5252701	654,525553	0,432228436	C45H69NO2	6516,317871
NO2	656,447831	656,4476944	656,447302	-0,597733639	C46H59NO2	2752,519287
NO2	656,541149	656,5410239	656,541202	0,271250767	C45H71NO2	4644,282715
NO2	658,462994	658,462862	658,462952	0,136609425	C46H61NO2	3263,322754
NO2	658,556886	658,5567524	658,556852	0,151287974	C45H73NO2	3020,781494
NO2	660,478678	660,47855	660,478602	0,078732369	C46H63NO2	3752,035156
NO2	660,572486	660,5723508	660,572502	0,228857916	C45H75NO2	2711,86792
NO2	662,494779	662,494655	662,494252	-0,608237731	C46H65NO2	4321,146973
NO2	662,588495	662,5883552	662,588152	-0,306746631	C45H77NO2	2132,256836
NO2	664,416261	664,4161134	664,416002	-0,167703634	C47H55NO2	1467,611084
NO2	664,509853	664,5097333	664,509902	0,253808005	C46H67NO2	5089,8125
NO2	666,431627	666,4314852	666,431652	0,250249949	C47H57NO2	1811,092651
NO2	666,525787	666,5256702	666,525553	-0,175885815	C46H69NO2	5594,188477
NO2	668,447078	668,4469457	668,447302	0,533062146	C47H59NO2	2628,674805
NO2	668,541132	668,5410169	668,541202	0,276886842	C46H71NO2	5794,345215
NO2	670,463185	670,463053	670,462952	-0,150600972	C47H61NO2	2554,35498
NO2	670,557126	670,5570042	670,556852	-0,226991792	C46H73NO2	4042,512695
NO2	672,479165	672,4790407	672,478602	-0,65233772	C47H63NO2	3454,272461
NO2	672,572987	672,5728567	672,572502	-0,527384695	C46H75NO2	2637,931641
NO2	674,494905	674,4947843	674,494252	-0,789120064	C47H65NO2	3889,083008
NO2	674,588602	674,5884683	674,588152	-0,468867844	C46H77NO2	2175,258789
NO2	676,510292	676,5101753	676,509902	-0,403974781	C47H67NO2	4478,311523
NO2	676,603857	676,6037227	676,603802	0,117262458	C46H79NO2	2026,846436
NO2	678,525908	678,5257923	678,525553	-0,352745705	C47H69NO2	4489,423828
NO2	678,620031	678,6198866	678,619452	-0,64037665	C46H81NO2	1257,672119
NO2	680,447694	680,4475566	680,447302	-0,374189557	C48H59NO2	1634,847656
NO2	680,54165	680,5415379	680,541202	-0,493630323	C47H71NO2	5067,84375
NO2	682,462898	682,4627708	682,462952	0,265563987	C48H61NO2	2430,721924
NO2	682,556705	682,5565925	682,556852	0,380210803	C47H73NO2	4725,491211
NO2	684,478723	684,4785988	684,478602	0,004677207	C48H63NO2	2654,368652
NO2	684,572376	684,5722561	684,572502	0,359258389	C47H75NO2	3203,55835
NO2	686,49436	686,4942412	686,494252	0,015760954	C48H65NO2	3219,585449
NO2	686,588566	686,5884411	686,588152	-0,421113804	C47H77NO2	2454,44751
NO2	688,509702	688,5095859	688,509902	0,459102497	C48H67NO2	3469,112061
NO2	688,603744	688,6036156	688,603802	0,270684117	C47H79NO2	2007,193115
NO2	690,431514	690,4313776	690,431652	0,397435896	C49H57NO2	1362,39917
NO2	690,526081	690,5259667	690,525553	-0,599054504	C48H69NO2	3576,91333
NO2	690,619952	690,6198194	690,619452	-0,53200103	C47H81NO2	1597,33606
NO2	692,447566	692,4474313	692,447302	-0,186713031	C49H59NO2	1397,394287
NO2	692,541234	692,5411249	692,541202	0,111323276	C48H71NO2	4326,984863
NO2	694,463012	694,462881	694,462952	0,102199077	C49H61NO2	1563,918457
NO2	694,557226	694,5571162	694,556852	-0,380333148	C48H73NO2	3971,624268
NO2	696,479206	696,4790815	696,478602	-0,688431508	C49H63NO2	1968,480469
NO2	696,572499	696,572392	696,572502	0,15786828	C48H75NO2	4304,91748
NO2	698,494583	698,4944671	698,494252	-0,307913052	C49H65NO2	2730,773926
NO2	698,588417	698,5883022	698,588152	-0,214945093	C48H77NO2	2858,645264
NO2	700,509769	700,5096583	700,509902	0,347955666	C49H67NO2	3269,135498
NO2	700,604145	700,6040252	700,603802	-0,318561911	C48H79NO2	2181,69043
NO2	702,525407	702,5252993	702,525553	0,36114942	C49H69NO2	3556,443848
NO2	702,619579	702,6194558	702,619452	-0,005418932	C48H81NO2	1790,422729
NO2	704,541404	704,5413012	704,541202	-0,140773521	C49H71NO2	4217,090332
NO2	704,635365	704,635239	704,635102	-0,194472575	C48H83NO2	1509,774048
NO2	706,55691	706,5568056	706,556852	0,06562155	C49H73NO2	3717,553955
NO2	708,479082	708,4789607	708,478602	-0,506235696	C50H63NO2	1668,924072
NO2	708,572577	708,5724787	708,572502	0,032929795	C49H75NO2	4646,319336
NO2	710,494282	710,4941647	710,494252	0,122903716	C50H65NO2	1883,400513
NO2	710,588309	710,5882062	710,588152	-0,076300144	C49H77NO2	3576,127686
NO2	712,510216	712,5101089	712,509902	-0,290421094	C50H67NO2	2796,667969
NO2	712,604009	712,6039026	712,603802	-0,141147265	C49H79NO2	2871,889648
NO2	714,526027	714,525921	714,525553	-0,515068421	C50H69NO2	2778,053467
NO2	714,619578	714,6194674	714,619452	-0,021489392	C49H81NO2	2254,796875
NO2	716,541616	716,5415167	716,541202	-0,43917359	C50H71NO2	3538,93042
NO2	716,634917	716,6347992	716,635102	0,422577828	C49H83NO2	1562,630493
NO2	718,55688	718,5567798	718,556852	0,10054749	C50H73NO2	3201,866943
NO2	718,650708	718,6505857	718,650752	0,231420459	C49H85NO2	1221,587769
NO2	720,478962	720,4788405	720,478602	-0,330975153	C51H63NO2	1200,831055
NO2	720,572506	720,5724058	720,572502	0,133465747	C50H75NO2	3031,769531
NO2	722,494336	722,4942192	722,494252	0,045366522	C51H65NO2	1391,567261
NO2	722,588403	722,588307	722,588152	-0,214492321	C50H77NO2	3447,370605
NO2	724,509888	724,5097804	724,509902	0,167823051	C51H67NO2	1952,976929
NO2	724,603686	724,6035885	724,603802	0,29460703	C50H79NO2	3041,089355
NO2	726,525528	726,5254201	726,525553	0,182993145	C51H69NO2	1814,604614
NO2	726,619849	726,6197501	726,619452	-0,410268864	C50H81NO2	2689,999023
NO2	728,541163	728,541065	728,541202	0,188064532	C51H71NO2	2641,733643
NO2	728,635205	728,6350999	728,635102	0,002847939	C50H83NO2	1933,258911
NO2	730,5567	730,556607	730,556852	0,335397714	C51H73NO2	3104,434326
NO2	730,651263	730,6511523	730,650752	-0,547817616	C50H85NO2	1428,175415
NO2	732,572856	732,5727655	732,572502	-0,359752042	C51H75NO2	3275,62085
NO2	734,494781	734,4946716	734,494252	-0,571320856	C52H65NO2	1352,574585
NO2	734,588732	734,5886425	734,588152	-0,66777368	C51H77NO2	3217,499268
NO2	736,509764	736,5096552	736,509902	0,335094037	C52H67NO2	1305,116211
NO2	736,604231	736,6041449	736,603802	-0,465477242	C51H79NO2	3510,416016
NO2	738,525922	738,5258207	738,525553	-0,362518909	C52H69NO2	1696,181519
NO2	738,620081	738,6199903	738,619452	-0,728752383	C51H81NO2	2680,083984
NO2	740,541524	740,5414315	740,541202	-0,309860815	C52H71NO2	2330,178223
NO2	740,635367	740,6352763	740,635102	-0,235368239	C51H83NO2	2521,18042
NO2	742,557304	742,5572148	742,556852	-0,488632541	C52H73NO2	2536,290283
NO2	742,650824	742,650728	742,650752	0,032287062	C51H85NO2	1877,174683
NO2	744,573176	744,5730893	744,572502	-0,788754424	C52H75NO2	2649,325195
NO2	744,666364	744,6662626	744,666403	0,188531416	C51H87NO2	1396,179688
NO2	746,588206	746,58812	746,588152	0,042805491	C52H77NO2	2566,552246
NO2	748,60399	748,6039061	748,603802	-0,139102748	C52H79NO2	2635,759521
NO2	750,619598	750,6195142	750,619452	-0,082895084	C52H81NO2	2476,251953
NO2	752,541461	752,5413685	752,541202	-0,221292943	C53H71NO2	1593,337769
NO2	752,634939	752,6348545	752,635102	0,328826961	C52H83NO2	2245,542725
NO2	754,557666	754,5575763	754,556852	-0,959875872	C53H73NO2	1679,121704
NO2	754,650784	754,6506987	754,650752	0,070676	C52H85NO2	2023,919189
NO2	756,57257	756,5724878	756,572502	0,01876385	C53H75NO2	2176,487061
NO2	756,666185	756,6660916	756,666403	0,411556679	C52H87NO2	1337,130249
NO2	758,588679	758,5886018	758,588152	-0,592933968	C53H77NO2	2530,284912
NO2	760,604173	760,6040959	760,603802	-0,386409316	C53H79NO2	2372,616943
NO2	762,619839	762,619765	762,619452	-0,410430642	C53H81NO2	2535,902832
NO2	764,541765	764,5416781	764,541202	-0,62277867	C54H71NO2	1358,930054
NO2	764,635593	764,6355179	764,635102	-0,543929739	C53H83NO2	2252,487793
NO2	766,557028	766,5569454	766,556852	-0,121827343	C54H73NO2	1521,203003
NO2	766,651351	766,6512807	766,650752	-0,68963623	C53H85NO2	2591,606934
NO2	768,573105	768,5730295	768,572502	-0,686274881	C54H75NO2	1923,363892
NO2	768,66703	768,6669552	768,666403	-0,718347434	C53H87NO2	1977,691895
NO2	770,588126	770,5880535	770,588152	0,127833811	C54H77NO2	2043,967041
NO2	774,620049	774,619981	774,619452	-0,682867324	C54H81NO2	2148,357666
NO2	776,635892	776,6358284	776,635102	-0,935252679	C54H83NO2	2418,595215
NO2	778,651237	778,6511757	778,650752	-0,544097235	C54H85NO2	2484,825684
NO2	780,666918	780,6668553	780,666403	-0,579403831	C54H87NO2	2173,220459
NO2	782,58826	782,588193	782,588152	-0,052436545	C55H77NO2	1680,137573
NO2	782,681932	782,681869	782,682052	0,233859649	C54H89NO2	1984,444336
NO2	784,603896	784,6038288	784,603802	-0,034133637	C55H79NO2	1541,935181
NO2	786,619635	786,6195762	786,619452	-0,157827278	C55H81NO2	2052,44458
NO2	788,6354	788,6353461	788,635102	-0,309489148	C55H83NO2	2356,204102
NO2	790,651109	790,6510522	790,650752	-0,379634794	C55H85NO2	1919,382446
NO2	792,666684	792,6666282	792,666403	-0,28414998	C55H87NO2	1860,509399
NO2	794,588346	794,5882859	794,588152	-0,168565819	C56H77NO2	1435,55188
NO2	794,682044	794,6819889	794,682052	0,079363549	C55H89NO2	1772,882324
NO2	796,603892	796,6038403	796,603802	-0,048054854	C56H79NO2	1900,915771
NO2	796,698067	796,6980065	796,697702	-0,382247378	C55H91NO2	1300,35791
NO2	798,620033	798,6199789	798,619452	-0,659716425	C56H81NO2	1581,775391
NO2	798,713719	798,7136599	798,713352	-0,385549525	C55H93NO2	1276,706421
NO2	800,635728	800,6356776	800,635102	-0,718989255	C56H83NO2	1719,198853
NO2	802,650894	802,6508497	802,650752	-0,121713171	C56H85NO2	2060,769775
NO2	804,666425	804,6663805	804,666403	0,027934599	C56H87NO2	1885,048096
NO2	806,682251	806,6822062	806,682052	-0,191157973	C56H89NO2	1713,043457
NO2	808,604238	808,6041858	808,603802	-0,474700448	C57H79NO2	1156,508179
NO2	808,6983	808,6982502	808,697702	-0,677827133	C56H91NO2	1271,316528
NO2	810,619967	810,6199198	810,619452	-0,57709933	C57H81NO2	1316,51001
NO2	810,713504	810,713457	810,713352	-0,12950264	C56H93NO2	1321,695679
NO2	812,635772	812,6357256	812,635102	-0,767412559	C57H83NO2	1255,258911
NO2	814,651579	814,6515399	814,650752	-0,967124596	C57H85NO2	1574,379272
NO2	818,681883	818,6818482	818,682052	0,248914174	C57H89NO2	1602,380859
NO2	820,698258	820,6982205	820,697702	-0,631811623	C57H91NO2	1310,999268
NO2	822,713317	822,713278	822,713352	0,089887938	C57H93NO2	1130,302856
NO2	824,635316	824,6352852	824,635102	-0,222131412	C58H83NO2	1472,809326
NO2	824,729025	824,7289895	824,729002	0,015118091	C57H95NO2	1202,900757
NO2	826,651153	826,6511236	826,650752	-0,449545507	C58H85NO2	1435,839111
NO2	828,666472	828,6664487	828,666403	-0,055155923	C58H87NO2	1708,281982
NO2	830,682238	830,682215	830,682052	-0,19619975	C58H89NO2	1581,709229
NO2	832,697336	832,6973173	832,697702	0,461941229	C58H91NO2	1745,646729
NO2	834,713795	834,713772	834,713352	-0,503155357	C58H93NO2	1323,871704
NO2	836,729442	836,7294227	836,729002	-0,502845715	C58H95NO2	1420,756714
NO2	838,651534	838,6515123	838,650752	-0,906551836	C59H85NO2	1173,393677
NO2	838,745261	838,7452388	838,744652	-0,699586215	C58H97NO2	1143,604736
NO2	842,682509	842,6824914	842,682052	-0,521405804	C59H89NO2	1164,654785
NO2	844,697978	844,6979683	844,697702	-0,315248466	C59H91NO2	1488,838501
NO2	846,71334	846,7133289	846,713352	0,027325969	C59H93NO2	1276,448853
NO2	850,744561	850,7445538	850,744652	0,115415451	C59H97NO2	1252,775269
NO2	858,713308	858,7133079	858,713352	0,051377279	C60H93NO2	1162
NO2	874,744412	874,7444319	874,744652	0,251574699	C61H97NO2	1244,419678
NO2	876,760367	876,7603875	876,760302	-0,097568017	C61H99NO2	1153,889648
NO2	878,776281	878,7763038	878,775952	-0,400301723	C61H101NO2	1145,848022
NO3	376,191861	376,1917208	376,191818	0,25844218	C24H27NO3	1129,992798
NO3	394,238849	394,2387009	394,238767	0,167751074	C25H33NO3	1197,246948
NO3	404,223184	404,2230353	404,223118	0,204497446	C26H31NO3	1427,19519
NO3	406,238912	406,2387781	406,238767	-0,027220688	C26H33NO3	2817,215332
NO3	408,254654	408,2545034	408,254417	-0,211686168	C26H35NO3	1418,805054
NO3	410,270109	410,2699531	410,270068	0,27998092	C26H37NO3	1174,881958
NO3	416,223248	416,2230888	416,223118	0,070116568	C27H31NO3	1133,906494
NO3	418,238878	418,2387281	418,238767	0,092934405	C27H33NO3	1749,309814
NO3	420,254602	420,2544623	420,254417	-0,107903776	C27H35NO3	2833,608887
NO3	422,27014	422,2699886	422,270068	0,188126872	C27H37NO3	1750,135742
NO3	424,286023	424,2858637	424,285717	-0,345669669	C27H39NO3	1289,01416
NO3	426,301433	426,3012731	426,301368	0,22266001	C27H41NO3	1298,568481
NO3	428,223044	428,2228816	428,223118	0,552100311	C28H31NO3	1202,992676
NO3	428,316913	428,31675	428,317017	0,623338829	C27H43NO3	1176,157837
NO3	430,23884	430,2386878	430,238767	0,183979404	C28H33NO3	1929,074829
NO3	432,254465	432,2543114	432,254417	0,24428426	C28H35NO3	1869,504395
NO3	434,270218	434,2700709	434,270068	-0,006617945	C28H37NO3	2557,682129
NO3	436,285836	436,2856817	436,285717	0,080828944	C28H39NO3	1928,446533
NO3	438,301344	438,3011811	438,301368	0,426372416	C28H41NO3	1369,877563
NO3	440,223146	440,2229795	440,223118	0,314587622	C29H31NO3	1206,313232
NO3	440,317066	440,3169025	440,317017	0,260066709	C28H43NO3	1371,421875
NO3	442,238855	442,2386916	442,238767	0,170399632	C29H33NO3	1417,303467
NO3	444,25458	444,2544223	444,254417	-0,011890303	C29H35NO3	1856,545288
NO3	446,270067	446,2699084	446,270068	0,357651425	C29H37NO3	1834,608643
NO3	448,285971	448,285814	448,285717	-0,216310212	C29H39NO3	2016,757324
NO3	450,301442	450,3012862	450,301368	0,181568074	C29H41NO3	2187,158203
NO3	452,317149	452,3169887	452,317017	0,062637131	C29H43NO3	1838,123047
NO3	454,332854	454,3326909	454,332668	-0,050351157	C29H45NO3	1669,234863
NO3	456,254368	456,2542027	456,254417	0,469726904	C30H35NO3	1553,518066
NO3	456,348316	456,3481508	456,348317	0,364284728	C29H47NO3	1560,169312
NO3	458,270098	458,2699398	458,270068	0,27983875	C30H37NO3	2159,569336
