
#Abundancia das classes heteroatomicas
#Intensidade total: 8035563.000000
#Classe	Int. Relativa (%)
N	1.638085
NO	5.136448
NO2	11.799784
NO3	7.949867
O	4.217841
O2	35.946114
O3	19.050980
O4	8.374801
O4S	5.886099


#Abundancia relativa do DBE na Classe Heteroatomica N
#Intensidade total da classe: 131629.390625
DBE	Int. Relativa (%)
9	12.895523
10	13.670615
11	6.978931
12	20.525942
13	17.243044
14	13.636252
15	10.082164
16	4.230778
17	0.736757


#Abundancia relativa do DBE na Classe Heteroatomica NO
#Intensidade total da classe: 412742.562500
DBE	Int. Relativa (%)
7	2.960507
8	5.552509
9	7.060508
10	10.136285
11	11.273440
12	10.301211
13	12.532845
14	11.026324
15	10.192618
16	8.154420
17	5.964437
18	4.082224
19	0.762662


#Abundancia relativa do DBE na Classe Heteroatomica NO2
#Intensidade total da classe: 948179.062500
DBE	Int. Relativa (%)
7	4.645819
8	6.378150
9	6.719073
10	8.932620
11	10.576520
12	11.115767
13	10.627327
14	9.791402
15	8.772611
16	7.535336
17	6.052739
18	4.748419
19	2.793424
20	1.203149
21	0.107663


#Abundancia relativa do DBE na Classe Heteroatomica NO3
#Intensidade total da classe: 638816.562500
DBE	Int. Relativa (%)
7	1.795568
8	4.011963
9	5.627929
10	9.185494
11	10.149274
12	10.673101
13	11.091304
14	11.184016
15	9.774477
16	8.627219
17	7.626684
18	5.091937
19	3.659052
20	1.188949
21	0.313028


#Abundancia relativa do DBE na Classe Heteroatomica O
#Intensidade total da classe: 338927.281250
DBE	Int. Relativa (%)
3	0.289539
4	11.179213
5	14.284918
6	12.581795
7	11.174866
8	9.342153
9	10.843146
10	9.019616
11	7.241396
12	5.912071
13	4.175089
14	3.030115
15	0.926079


#Abundancia relativa do DBE na Classe Heteroatomica O2
#Intensidade total da classe: 2888472.500000
DBE	Int. Relativa (%)
1	9.030370
2	6.194827
3	5.408194
4	5.722466
5	9.371777
6	11.473701
7	9.040631
8	7.944613
9	7.430088
10	7.305482
11	5.476363
12	4.391502
13	3.580105
14	2.810024
15	2.037792
16	1.444181
17	0.847198
18	0.423236
19	0.067430


#Abundancia relativa do DBE na Classe Heteroatomica O3
#Intensidade total da classe: 1530853.375000
DBE	Int. Relativa (%)
1	2.837558
2	2.977997
3	3.187442
4	3.607249
5	6.959911
6	10.815694
7	10.091858
8	9.030412
9	8.783078
10	8.743437
11	7.783003
12	6.407021
13	5.581879
14	4.548707
15	3.439427
16	2.479757
17	1.773955
18	0.951537


#Abundancia relativa do DBE na Classe Heteroatomica O4
#Intensidade total da classe: 672962.437500
DBE	Int. Relativa (%)
2	1.021428
3	0.335593
4	1.431500
5	4.588760
6	9.379728
7	10.738184
8	10.676770
9	10.431314
10	10.666168
11	9.368971
12	8.573153
13	7.650657
14	5.751335
15	4.827857
16	3.154545
17	1.259721
18	0.144341


#Abundancia relativa do DBE na Classe Heteroatomica O4S
#Intensidade total da classe: 472981.187500
DBE	Int. Relativa (%)
1	5.015921
2	8.250014
3	9.620112
4	12.834288
5	17.964478
6	12.691544
7	9.877896
8	8.671733
9	6.346835
10	3.914007
11	2.655296
12	1.639460
13	0.518423


#Abundancia relativa do DBE na Classe Heteroatomica N
#Intensidade total da classe: 131629.390625
DBE	Int. Relativa (%)
9	12.895523
10	13.670615
11	6.978931
12	20.525942
13	17.243044
14	13.636252
15	10.082164
16	4.230778
17	0.736757

Distribuicao da quantidade de carbonos no DBE9 da classe N
Num. C	Intensidade
28	1016.210693
29	1267.799805
30	1567.198364
31	1644.939209
32	2020.641968
33	2083.095459
34	1821.829468
35	1722.939819
36	1377.171387
37	1150.217896
38	1302.255127

Distribuicao da quantidade de carbonos no DBE10 da classe N
Num. C	Intensidade
29	1119.393311
30	1412.864380
31	1398.626343
32	1354.836304
33	1914.811890
34	1730.255859
35	1601.959106
36	1504.473145
37	1279.415161
38	1313.748901
39	1078.739624
40	1259.941650
41	1025.479614

Distribuicao da quantidade de carbonos no DBE11 da classe N
Num. C	Intensidade
31	983.745728
32	1279.392212
33	1108.859741
34	1113.025635
35	1022.548828
36	1255.314697
37	1305.798950
38	1117.638184

Distribuicao da quantidade de carbonos no DBE12 da classe N
Num. C	Intensidade
27	1172.281860
28	1113.367432
29	1418.726562
30	1648.579834
31	1886.207153
32	2224.464600
33	2329.193848
34	2087.638184
35	2116.114014
36	2311.596924
37	2406.760742
38	1797.732300
39	1902.597900
40	1433.551514
41	1169.357178

Distribuicao da quantidade de carbonos no DBE13 da classe N
Num. C	Intensidade
28	1116.086426
29	991.294067
30	1102.399658
31	1526.629150
32	1809.883179
33	1742.876831
34	1474.773193
35	1799.439209
36	1472.698120
37	1510.733765
38	1686.938354
39	1395.259155
40	1486.920166
41	1340.235107
42	1093.629150
43	1147.117798

Distribuicao da quantidade de carbonos no DBE14 da classe N
Num. C	Intensidade
31	1152.942139
32	1295.181396
33	1304.075806
34	1493.931885
35	1385.139893
36	1495.227661
37	1443.310303
38	1503.935303
39	1258.311523
40	1055.365967
41	1254.094849
42	1073.497070
43	1206.126099
44	1028.175049

Distribuicao da quantidade de carbonos no DBE15 da classe N
Num. C	Intensidade
31	979.810913
32	1332.828247
33	1072.446167
34	1181.908325
35	1049.993774
36	1238.088257
37	1080.783203
38	1165.407959
39	1025.923950
40	1049.764160
41	1123.175415
42	0.000000
43	0.000000
44	0.000000
45	970.961060

Distribuicao da quantidade de carbonos no DBE16 da classe N
Num. C	Intensidade
34	1249.360718
35	1046.922852
36	1252.833862
37	998.557251
38	1021.272827

Distribuicao da quantidade de carbonos no DBE17 da classe N
Num. C	Intensidade
41	969.788574


#Abundancia relativa do DBE na Classe Heteroatomica NO
#Intensidade total da classe: 412742.562500
DBE	Int. Relativa (%)
7	2.960507
8	5.552509
9	7.060508
10	10.136285
11	11.273440
12	10.301211
13	12.532845
14	11.026324
15	10.192618
16	8.154420
17	5.964437
18	4.082224
19	0.762662

Distribuicao da quantidade de carbonos no DBE7 da classe NO
Num. C	Intensidade
27	1108.837769
28	1108.222168
29	1933.828491
30	2154.149414
31	2073.588379
32	1619.102905
33	1128.116699
34	1093.428101

Distribuicao da quantidade de carbonos no DBE8 da classe NO
Num. C	Intensidade
25	1048.112793
26	0.000000
27	1351.098511
28	1270.765259
29	1708.487671
30	1892.942505
31	2086.844482
32	2231.198486
33	2155.550781
34	1835.921997
35	1611.429199
36	2059.869873
37	1330.966919
38	1318.306763
39	0.000000
40	0.000000
41	1016.076050

Distribuicao da quantidade de carbonos no DBE9 da classe NO
Num. C	Intensidade
24	1016.419434
25	0.000000
26	1250.464111
27	1314.265381
28	1467.504395
29	1808.480347
30	2232.025879
31	2182.604492
32	2321.919922
33	1918.184692
34	1996.177124
35	1785.529663
36	1706.527832
37	1956.695435
38	1520.413330
39	1266.048950
40	1321.430176
41	1051.683716
42	1025.346436

Distribuicao da quantidade de carbonos no DBE10 da classe NO
Num. C	Intensidade
24	1047.376953
25	1095.035522
26	1529.263428
27	2016.001831
28	2008.323608
29	2409.033691
30	2770.677979
31	2718.564453
32	2929.717285
33	3017.931641
34	2997.731201
35	2822.047363
36	2688.764404
37	2050.652100
38	1952.892090
39	2003.032104
40	1879.475098
41	1502.997681
42	1311.577759
43	1085.668213

Distribuicao da quantidade de carbonos no DBE11 da classe NO
Num. C	Intensidade
24	1125.413574
25	1327.835815
26	1309.287109
27	1348.387451
28	1686.278320
29	2573.172607
30	2415.705078
31	2761.188721
32	2773.666016
33	2768.202148
34	3228.313232
35	2624.150879
36	2684.419434
37	2650.637939
38	2571.517334
39	2302.804932
40	2490.151123
41	1830.255737
42	2160.083740
43	1496.048462
44	1299.805176
45	1102.965820

Distribuicao da quantidade de carbonos no DBE12 da classe NO
Num. C	Intensidade
27	1446.483032
28	1445.990356
29	1674.383301
30	1974.439087
31	2228.902588
32	2310.627930
33	2495.086426
34	2649.074463
35	2581.687988
36	2434.757324
37	2561.190430
38	2266.232422
39	2398.876221
40	2223.244873
41	2201.731201
42	2152.030762
43	2274.917969
44	1509.760986
45	1143.606812
46	1457.735352
47	1086.727783

Distribuicao da quantidade de carbonos no DBE13 da classe NO
Num. C	Intensidade
19	1308.870239
20	1175.743896
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	984.780273
27	1100.132812
28	1706.551758
29	1914.298218
30	2051.650391
31	2603.699463
32	2741.072754
33	2631.369385
34	2782.313477
35	2247.138916
36	2689.781982
37	2609.161377
38	2495.089111
39	2199.991211
40	2145.294189
41	2572.816406
42	1927.232788
43	1752.942871
44	1661.436035
45	1576.951172
46	1626.942139
47	1522.658203
48	1159.086304
49	1396.581177
50	0.000000
51	1144.792114

Distribuicao da quantidade de carbonos no DBE14 da classe NO
Num. C	Intensidade
27	1197.609009
28	1183.439575
29	1698.157227
30	1856.948730
31	2265.235840
32	2172.923828
33	2747.937256
34	2405.525391
35	2658.586182
36	2740.302002
37	2492.167236
38	2261.771484
39	2275.941650
40	2173.145752
41	2212.206299
42	2361.344238
43	1985.335571
44	2083.413818
45	1461.932129
46	1456.338257
47	1326.829102
48	1508.253662
49	0.000000
50	0.000000
51	984.983643

Distribuicao da quantidade de carbonos no DBE15 da classe NO
Num. C	Intensidade
28	1058.838135
29	1380.318481
30	1791.014648
31	2054.594971
32	1930.573608
33	2219.573730
34	2166.822998
35	2287.697266
36	2546.864746
37	2393.338379
38	2453.293945
39	2119.555664
40	2068.965088
41	2189.886719
42	2504.494629
43	2229.663818
44	1669.651489
45	1377.431274
46	1677.323853
47	1597.519165
48	1193.540527
49	0.000000
50	1158.321411

Distribuicao da quantidade de carbonos no DBE16 da classe NO
Num. C	Intensidade
29	1029.071655
30	1044.867188
31	1525.988037
32	1505.376709
33	1725.716064
34	1819.175903
35	1841.626831
36	1611.848999
37	1966.721802
38	2152.474365
39	1939.311157
40	1945.722412
41	1768.139893
42	1963.086548
43	1719.225220
44	1460.839355
45	1296.550659
46	1810.847900
47	1377.563843
48	1168.880615
49	983.725098

Distribuicao da quantidade de carbonos no DBE17 da classe NO
Num. C	Intensidade
31	980.758423
32	1110.135254
33	1321.849731
34	1513.687012
35	1763.891235
36	1397.817871
37	1396.700073
38	1636.650513
39	1529.300171
40	1204.962280
41	1591.732422
42	1365.299194
43	1500.564697
44	1320.929932
45	1355.348145
46	1429.558716
47	0.000000
48	1189.947632
49	0.000000
50	1008.643311

Distribuicao da quantidade de carbonos no DBE18 da classe NO
Num. C	Intensidade
33	982.788452
34	1210.933228
35	1036.397949
36	0.000000
37	1380.808960
38	1266.680664
39	1307.666382
40	1444.032715
41	1025.426392
42	1350.470825
43	1248.401001
44	0.000000
45	0.000000
46	1099.459351
47	1269.572754
48	1154.715576
49	1071.722778

Distribuicao da quantidade de carbonos no DBE19 da classe NO
Num. C	Intensidade
38	1138.805786
39	0.000000
40	975.199951
41	0.000000
42	1033.826050


#Abundancia relativa do DBE na Classe Heteroatomica NO2
#Intensidade total da classe: 948179.062500
DBE	Int. Relativa (%)
7	4.645819
8	6.378150
9	6.719073
10	8.932620
11	10.576520
12	11.115767
13	10.627327
14	9.791402
15	8.772611
16	7.535336
17	6.052739
18	4.748419
19	2.793424
20	1.203149
21	0.107663

Distribuicao da quantidade de carbonos no DBE7 da classe NO2
Num. C	Intensidade
24	978.857910
25	1250.434814
26	1347.213989
27	1978.612183
28	2474.635986
29	3475.763672
30	4105.657227
31	3427.626221
32	2979.298584
33	2631.827881
34	2565.487305
35	2192.669678
36	2376.020020
37	1927.396729
38	1838.543457
39	1728.822266
40	1459.061279
41	1137.574951
42	1115.472534
43	1049.935181
44	973.099243
45	1036.674683

Distribuicao da quantidade de carbonos no DBE8 da classe NO2
Num. C	Intensidade
24	1258.912476
25	1365.750610
26	1899.390991
27	2276.912354
28	2394.830811
29	3386.762451
30	4228.751465
31	3768.182129
32	3837.109375
33	4211.654785
34	3981.673340
35	3567.151855
36	3198.112549
37	2853.398682
38	2731.797607
39	2170.489502
40	2677.839844
41	1985.733765
42	1834.436279
43	1628.827393
44	1630.959229
45	1414.597290
46	1118.716553
47	1054.288208

Distribuicao da quantidade de carbonos no DBE9 da classe NO2
Num. C	Intensidade
23	1116.480103
24	1291.851196
25	1469.819458
26	1613.706055
27	1720.189209
28	2580.075928
29	3169.688232
30	3548.879639
31	3166.740479
32	3670.985352
33	3831.237305
34	3689.380859
35	3827.156006
36	3638.688232
37	3757.826660
38	2975.434570
39	2812.581055
40	2803.216064
41	2294.971436
42	1777.396606
43	1848.723877
44	1961.400635
45	1701.686035
46	1212.255493
47	1192.814209
48	1035.657104

Distribuicao da quantidade de carbonos no DBE10 da classe NO2
Num. C	Intensidade
23	1003.359741
24	1270.268677
25	1473.735229
26	1546.182861
27	2621.541016
28	3255.241699
29	3883.085938
30	4179.256348
31	4225.059082
32	4199.856934
33	4863.432129
34	4374.352539
35	4213.876953
36	4418.701660
37	4164.512207
38	4237.114258
39	3934.025391
40	3409.383789
41	3336.360596
42	2945.776123
43	2614.501465
44	2421.582764
45	2199.698975
46	1955.621338
47	1849.015259
48	1235.997437
49	1585.445190
50	1281.642212
51	0.000000
52	1019.820068
53	978.782349

Distribuicao da quantidade de carbonos no DBE11 da classe NO2
Num. C	Intensidade
23	1014.043457
24	1175.880249
25	1367.540161
26	1746.076294
27	2658.968506
28	2995.577881
29	3877.361572
30	3627.183594
31	4270.332520
32	4068.455322
33	4928.059570
34	4587.422852
35	5394.022949
36	4636.784180
37	5059.275879
38	4965.716309
39	4778.646484
40	3923.041260
41	4331.137207
42	3515.562500
43	2879.779541
44	2810.097656
45	3076.075195
46	2176.332031
47	2031.339233
48	1935.056885
49	1839.933105
50	1625.275513
51	1576.904785
52	1440.528931
53	1294.662354
54	1352.839355
55	1190.963257
56	1003.050049
57	1130.438965

Distribuicao da quantidade de carbonos no DBE12 da classe NO2
Num. C	Intensidade
24	1508.385986
25	1288.113770
26	1431.529297
27	1895.704712
28	2511.697754
29	2819.803223
30	3587.672363
31	3834.804688
32	3785.089111
33	4075.202393
34	4424.854492
35	4103.714355
36	4973.968750
37	4376.401367
38	4379.800781
39	4549.173828
40	4611.088379
41	5259.895508
42	4631.134766
43	3992.409180
44	3802.175781
45	3454.959961
46	3357.513916
47	2464.897461
48	2242.575439
49	2438.726318
50	2424.918213
51	1897.842773
52	2012.503052
53	1248.815186
54	1832.458984
55	1336.597168
56	1662.359375
57	1115.390869
58	1011.499756
59	1053.693359

Distribuicao da quantidade de carbonos no DBE13 da classe NO2
Num. C	Intensidade
25	1196.889160
26	1461.232666
27	1713.654419
28	2301.996582
29	2863.537109
30	2921.894531
31	3398.154541
32	3737.502441
33	3880.711914
34	4167.543945
35	4447.695801
36	3929.783203
37	4239.211426
38	4370.279297
39	4596.067383
40	4293.696289
41	3901.162598
42	4093.050537
43	3408.319824
44	3378.790771
45	3399.159668
46	3219.293701
47	2574.617676
48	2526.483643
49	2570.124268
50	2166.263428
51	1898.874756
52	2070.932373
53	1356.272705
54	1638.766235
55	1417.548096
56	1442.444458
57	1232.176514
58	1441.498657
59	1257.086060
60	1225.535767
61	1027.835083

Distribuicao da quantidade de carbonos no DBE14 da classe NO2
Num. C	Intensidade
26	1099.607666
27	1507.049927
28	1971.207520
29	2141.101807
30	2749.622314
31	2838.480713
32	3226.393311
33	3434.750732
34	3387.840820
35	3732.984863
36	3978.823730
37	4302.021973
38	3792.618896
39	3601.663574
40	4062.503174
41	3873.238037
42	3780.167725
43	3400.945557
44	3545.587646
45	3414.081543
46	3542.700195
47	2658.740479
48	2550.298584
49	2483.040283
50	2558.528320
51	2179.124023
52	1961.214233
53	1673.491089
54	1491.325073
55	1422.526978
56	1465.845093
57	1191.146973
58	1378.236572
59	1290.117065
60	1152.998901

Distribuicao da quantidade de carbonos no DBE15 da classe NO2
Num. C	Intensidade
27	995.490112
28	1441.823975
29	1920.487915
30	1902.426392
31	2577.394287
32	2295.583008
33	3070.442627
34	3094.280273
35	3024.110107
36	3170.656738
37	3495.059814
38	3474.636230
39	3454.483154
40	3347.294434
41	3420.929688
42	3417.134766
43	2998.951172
44	3268.093506
45	3442.208008
46	3001.069824
47	2562.863037
48	2075.786621
49	2442.092529
50	2087.569580
51	2381.397217
52	2168.901367
53	1872.658691
54	1551.870117
55	1695.725220
56	1622.872192
57	1237.634888
58	1185.756104
59	0.000000
60	1198.486938
61	1140.651733
62	1143.242065

Distribuicao da quantidade de carbonos no DBE16 da classe NO2
Num. C	Intensidade
28	1141.076050
29	1298.697998
30	1575.309448
31	1788.301025
32	1935.065063
33	2315.643311
34	2774.318115
35	2575.273682
36	2761.641113
37	2858.146729
38	2825.399414
39	2891.696777
40	3037.583984
41	3261.753174
42	3295.653076
43	2940.612061
44	3051.854004
45	2702.046875
46	2929.269287
47	2092.909180
48	2451.751465
49	2414.394043
50	2234.341309
51	2058.862549
52	1933.514893
53	1635.056885
54	2075.527100
55	1219.912720
56	1610.158569
57	1407.275146
58	1278.267822
59	0.000000
60	0.000000
61	1077.162842

Distribuicao da quantidade de carbonos no DBE17 da classe NO2
Num. C	Intensidade
30	1111.298340
31	1106.192383
32	1278.858643
33	1496.283203
34	1853.171021
35	2020.563110
36	1791.295044
37	2025.720581
38	2049.030762
39	1915.065552
40	2644.528076
41	2176.820801
42	2730.058594
43	2249.391113
44	2363.438477
45	2832.064697
46	2406.167725
47	1918.449585
48	2083.679443
49	1777.101440
50	2099.311035
51	2020.485718
52	1976.610962
53	1211.504639
54	1602.925903
55	1197.515503
56	1581.435913
57	1583.627319
58	1042.471924
59	1116.592041
60	1110.744263
61	1018.394531

Distribuicao da quantidade de carbonos no DBE18 da classe NO2
Num. C	Intensidade
32	1065.182495
33	1185.236816
34	1226.040039
35	1013.876953
36	1625.384644
37	1664.985962
38	1774.874878
39	1747.256470
40	2002.802124
41	2117.833008
42	2028.489380
43	1911.170044
44	2126.476074
45	2077.882568
46	2163.888184
47	1824.221924
48	1650.869751
49	1412.844849
50	1915.012451
51	1573.795532
52	1576.036621
53	1022.612793
54	1468.583740
55	1000.335327
56	1354.717285
57	1138.040039
58	1211.680664
59	0.000000
60	0.000000
61	1080.705200
62	1062.680420

Distribuicao da quantidade de carbonos no DBE19 da classe NO2
Num. C	Intensidade
37	1086.854004
38	1224.913696
39	1608.296631
40	1380.407227
41	1404.226318
42	1538.889648
43	1317.153931
44	1349.474487
45	1429.578979
46	1501.945312
47	1652.064575
48	1271.678467
49	1066.107544
50	1146.452026
51	1161.813354
52	1359.902222
53	1143.142944
54	1208.257935
55	1361.198120
56	1274.302124

Distribuicao da quantidade de carbonos no DBE20 da classe NO2
Num. C	Intensidade
41	969.766113
42	1147.280029
43	0.000000
44	0.000000
45	1125.025757
46	1460.642700
47	1252.825806
48	1104.332397
49	0.000000
50	1134.773438
51	1137.430908
52	992.135132
53	1083.792725

Distribuicao da quantidade de carbonos no DBE21 da classe NO2
Num. C	Intensidade
53	1020.841553


#Abundancia relativa do DBE na Classe Heteroatomica NO3
#Intensidade total da classe: 638816.562500
DBE	Int. Relativa (%)
7	1.795568
8	4.011963
9	5.627929
10	9.185494
11	10.149274
12	10.673101
13	11.091304
14	11.184016
15	9.774477
16	8.627219
17	7.626684
18	5.091937
19	3.659052
20	1.188949
21	0.313028

Distribuicao da quantidade de carbonos no DBE7 da classe NO3
Num. C	Intensidade
29	1153.608032
30	1069.632690
31	1166.891235
32	1172.356567
33	1300.305298
34	1145.010010
35	1320.198608
36	1022.414185
37	1092.619751
38	1027.349609

Distribuicao da quantidade de carbonos no DBE8 da classe NO3
Num. C	Intensidade
27	979.132324
28	1030.609375
29	1416.968994
30	1726.216064
31	1461.691772
32	1894.063843
33	2337.728516
34	1867.032715
35	1967.785522
36	1360.069824
37	1664.622925
38	1399.146484
39	1546.396851
40	1469.729858
41	1301.692261
42	1057.942261
43	1148.254150

Distribuicao da quantidade de carbonos no DBE9 da classe NO3
Num. C	Intensidade
27	1032.584351
28	1435.394531
29	1448.902954
30	1622.412231
31	2051.169678
32	2221.252930
33	2394.294189
34	2244.140869
35	2127.358398
36	2078.796875
37	2082.569580
38	1904.428833
39	1945.662476
40	2014.560425
41	1725.149780
42	1332.016724
43	1977.712524
44	1066.226929
45	0.000000
46	1067.100342
47	1077.726685
48	1102.675903

Distribuicao da quantidade de carbonos no DBE10 da classe NO3
Num. C	Intensidade
26	1047.031738
27	1162.862183
28	1371.253052
29	1774.031982
30	2474.150146
31	2669.190430
32	2775.200928
33	2373.095703
34	2662.998291
35	2568.302246
36	2691.985107
37	2494.197266
38	3143.397461
39	3485.513428
40	3311.220459
41	2450.719727
42	2207.722656
43	2409.959473
44	2287.803223
45	1995.953003
46	1611.081787
47	1452.619263
48	1430.447632
49	1335.615479
50	1303.021362
51	1059.915161
52	1122.031250
53	994.209229
54	0.000000
55	1012.926392

Distribuicao da quantidade de carbonos no DBE11 da classe NO3
Num. C	Intensidade
27	1201.174561
28	1481.923218
29	1871.484497
30	2433.246338
31	2508.027832
32	2397.982666
33	2625.504150
34	3006.390869
35	3156.577637
36	2983.044678
37	3177.725098
38	3078.744141
39	3098.035156
40	3349.776367
41	2976.272949
42	2738.121582
43	2562.044922
44	2694.915527
45	2518.968506
46	2250.626953
47	1954.251465
48	1724.011475
49	1633.436646
50	1445.814209
51	1392.910522
52	1364.720215
53	985.048462
54	0.000000
55	1109.285034
56	1115.183716

Distribuicao da quantidade de carbonos no DBE12 da classe NO3
Num. C	Intensidade
27	975.183472
28	1309.444580
29	1352.831665
30	2107.533447
31	1977.018921
32	2663.416748
33	2406.765381
34	2977.569092
35	2785.713379
36	2905.626709
37	2991.091553
38	2711.860352
39	3205.510010
40	3003.958496
41	2230.427979
42	2647.490723
43	2769.547607
44	2750.826660
45	2347.385742
46	2068.347168
47	1998.421021
48	1826.492676
49	2107.302002
50	2009.439819
51	1910.869751
52	1701.470337
53	1376.442993
54	1511.719971
55	1186.096558
56	1063.667358
57	1292.878662
58	989.843872
59	1019.341797

Distribuicao da quantidade de carbonos no DBE13 da classe NO3
Num. C	Intensidade
26	1041.373291
27	982.557129
28	1254.764771
29	1301.490723
30	1600.533569
31	2194.893311
32	2114.278809
33	2486.675537
34	2080.406738
35	2710.064697
36	2644.047363
37	2579.727783
38	3013.290771
39	2932.545166
40	3214.343506
41	2958.703369
42	3068.036377
43	3220.070068
44	3034.650146
45	2462.967773
46	2230.390869
47	2314.779785
48	2077.772217
49	2306.020508
50	1970.770874
51	1904.532593
52	1659.877197
53	1839.765747
54	1881.651245
55	1153.924927
56	0.000000
57	1273.303467
58	1090.279297
59	1196.648804
60	1057.948853

Distribuicao da quantidade de carbonos no DBE14 da classe NO3
Num. C	Intensidade
28	1076.030762
29	1485.664062
30	1697.712280
31	1816.539673
32	1826.165283
33	2096.607422
34	1986.953247
35	2250.549316
36	2349.207764
37	3001.447266
38	2790.542969
39	3090.422119
40	2956.385010
41	2866.610352
42	2823.066162
43	2839.095459
44	3036.489014
45	2854.416504
46	2224.634521
47	2595.211182
48	2637.971436
49	2218.936523
50	2387.098877
51	2113.589600
52	1739.823486
53	1869.150269
54	1588.580933
55	1791.823242
56	1390.018921
57	1740.821289
58	1140.229370
59	1083.948120
60	1057.187988
61	1022.423096

Distribuicao da quantidade de carbonos no DBE15 da classe NO3
Num. C	Intensidade
28	987.290649
29	1277.883911
30	1137.658447
31	1564.205078
32	1713.425049
33	1707.841553
34	1842.898804
35	2172.399170
