
#Abundancia das classes heteroatomicas
#Intensidade total: 4826259.500000
#Classe	Int. Relativa (%)
23	1366.643433
24	1730.036133
25	2465.196045
26	3175.791992
27	3811.234863
28	5505.976074
29	6738.021973
30	8391.419922
31	9717.875977
32	10164.828125
33	10492.665039
34	11034.606445
35	10155.043945
36	8876.067383
37	8321.180664
38	7658.138184
39	6925.300781
40	6566.187500
41	230.313477
42	5372.980957
43	4834.861328
44	3923.150879
45	3766.533691
46	3197.054932
47	2849.541992
48	2374.425537
49	2135.440430
50	1876.632446
51	1722.204468
52	1645.651489
53	1537.400513
54	1042.331543
55	1117.549072
56	821.007629
57	857.683899
58	650.244995
59	574.170471
60	475.667786

Distribuicao da quantidade de carbonos no DBE10 da classe N
Num. C	Intensidade
15	684.435852
16	827.811157
17	569.084961
18	510.279938
19	573.277161
20	700.388123
21	889.634094
22	1127.611938
23	1344.640869
24	1498.916992
25	1852.564819
26	2378.872070
27	2694.252930
28	3386.808838
29	3919.258545
30	4635.970703
31	5795.681641
32	6218.813477
33	6682.304688
34	6797.246094
35	6494.716797
36	6231.354004
37	5930.482422
38	5729.582031
39	5644.621094
40	4823.258301
41	4399.490234
42	4196.786621
43	3926.127930
44	3360.272705
45	2967.805420
46	2782.689453
47	2543.001709
48	2145.792236
49	2006.054810
50	1779.892578
51	1756.237793
52	1553.863281
53	1236.318848
54	1139.987061
55	1045.151367
56	908.407959
57	842.868835
58	845.318970
59	680.531616
60	605.835388
61	440.483826

Distribuicao da quantidade de carbonos no DBE11 da classe N
Num. C	Intensidade
17	484.044647
18	565.649719
19	431.491699
20	454.270782
21	622.420837
22	803.308105
23	994.591309
24	1068.698853
25	1326.209839
26	1845.437256
27	1986.944458
28	2519.306885
29	2562.836182
30	2871.652588
31	3506.204102
32	3752.356934
33	3875.300293
34	3980.327637
35	3832.710205
36	3597.196045
37	3723.935303
38	3602.700195
39	3475.186279
40	3158.531738
41	2938.490479
42	2701.920410
43	2464.348633
44	2489.887939
45	2039.380981
46	1862.954346
47	1850.422363
48	1667.017090
49	1437.473267
50	1369.877075
51	1246.536011
52	1238.388550
53	1157.024536
54	0.000000
55	781.894958
56	767.780579
57	688.145508
58	554.580261
59	464.273621
60	481.614136

Distribuicao da quantidade de carbonos no DBE12 da classe N
Num. C	Intensidade
16	404.943787
17	986.687927
18	2469.430664
19	2850.160156
20	2467.637695
21	1953.035645
22	2187.047852
23	2411.023193
24	3023.585693
25	3492.300537
26	4262.735840
27	4817.133301
28	5969.152832
29	7347.373535
30	8632.188477
31	9622.585938
32	11471.684570
33	11714.861328
34	11897.933594
35	11420.257812
36	11002.711914
37	10754.041016
38	9358.711914
39	8706.496094
40	7671.341797
41	6634.581055
42	6779.171387
43	5769.701172
44	4928.486816
45	4732.696777
46	4197.335938
47	3790.632568
48	3338.046387
49	2782.625244
50	2526.577393
51	2248.586670
52	2104.804443
53	1642.315918
54	1416.560669
55	1367.686035
56	1174.906982
57	1220.434570
58	982.509155
59	939.690491
60	539.757507
61	641.156006
62	543.315125
63	436.833649

Distribuicao da quantidade de carbonos no DBE13 da classe N
Num. C	Intensidade
18	848.175659
19	1782.504028
20	2007.604736
21	2030.016479
22	1893.125000
23	2230.327881
24	2565.711182
25	3143.950684
26	3552.002197
27	4073.282471
28	4493.481934
29	5313.446777
30	5821.619629
31	6453.151367
32	7255.527832
33	7790.250488
34	7695.673340
35	7377.695801
36	7146.188965
37	7620.609375
38	6818.833984
39	6460.600098
40	6021.521484
41	5484.309570
42	5586.765137
43	5141.868164
44	4381.582520
45	3963.304443
46	3621.595459
47	3058.944824
48	2697.017578
49	2532.512695
50	2313.009766
51	2019.328735
52	1961.236572
53	1668.430542
54	1457.997925
55	1270.888062
56	1282.979980
57	1171.697144
58	1032.982300
59	786.140808
60	682.771912
61	710.369080
62	535.833435
63	0.000000
64	447.181000

Distribuicao da quantidade de carbonos no DBE14 da classe N
Num. C	Intensidade
20	995.784790
21	1457.735596
22	1165.312378
23	1069.007324
24	1346.162964
25	1779.546387
26	2387.891846
27	2882.909424
28	3308.375732
29	3846.565430
30	4253.272461
31	4464.716797
32	4834.374512
33	4961.468750
34	5136.689941
35	5200.446289
36	5046.885254
37	4886.001953
38	4501.911621
39	4562.695312
40	4271.466797
41	4027.256348
42	4052.216553
43	3666.297119
44	3308.348145
45	2817.097900
46	2596.455322
47	2481.092041
48	2307.858398
49	2038.187866
50	1773.282593
51	1621.331543
52	1670.963135
53	1518.083008
54	1386.439087
55	1076.683838
56	1085.118896
57	962.034424
58	857.565857
59	827.289307
60	664.714172
61	462.605713
62	525.447693
63	439.463013
64	406.463043

Distribuicao da quantidade de carbonos no DBE15 da classe N
Num. C	Intensidade
20	1108.665161
21	3739.186279
22	5723.474121
23	5568.860352
24	4227.395508
25	3395.763672
26	3314.570312
27	3733.355713
28	4041.563965
29	4708.229004
30	5604.966797
31	5870.264160
32	6811.634766
33	6956.307129
34	7205.013672
35	6918.074219
36	7067.628906
37	6361.056641
38	6211.041016
39	5884.649414
40	5197.798340
41	5179.873047
42	4944.967773
43	4678.944824
44	3904.755615
45	3318.169678
46	3212.477051
47	2931.805176
48	2522.947266
49	2140.143555
50	2070.028076
51	1799.775391
52	1708.847168
53	1574.375854
54	1246.453735
55	1064.024170
56	1118.051880
57	1178.829224
58	943.817627
59	740.231018
60	589.936584
61	613.391418
62	0.000000
63	435.827179

Distribuicao da quantidade de carbonos no DBE16 da classe N
Num. C	Intensidade
22	837.440369
23	1734.519653
24	2255.048828
25	2236.209961
26	2479.833740
27	3193.559082
28	3424.718018
29	3726.758545
30	4006.617676
31	4069.656494
32	4669.397949
33	4470.646484
34	4799.753906
35	4882.942871
36	4619.910645
37	4589.807129
38	4267.764160
39	4056.770752
40	3990.985352
41	3975.813232
42	3670.747070
43	3433.761230
44	3243.275879
45	2679.580811
46	2533.520508
47	2386.297363
48	2249.346191
49	1886.601807
50	1634.248169
51	1393.444458
52	1529.962891
53	1493.656738
54	1056.496704
55	1025.581421
56	976.281372
57	903.684937
58	888.726440
59	645.586914
60	611.217896
61	479.155518
62	460.673492
63	492.272980
64	0.000000
65	408.426697

Distribuicao da quantidade de carbonos no DBE17 da classe N
Num. C	Intensidade
23	742.383118
24	1456.451416
25	1471.687134
26	1496.568726
27	1584.171021
28	2149.763184
29	2523.832031
30	3007.396484
31	3358.212891
32	3695.551758
33	3727.805664
34	3933.130859
35	4014.719238
36	3696.578369
37	3544.467285
38	3199.615479
39	3270.021973
40	2756.305420
41	2830.793945
42	3070.161377
43	2847.971924
44	2643.626465
45	2199.778809
46	2212.426758
47	1992.856079
48	1843.665039
49	1581.809448
50	1440.914673
51	1209.188965
52	1327.169434
53	1182.931030
54	1064.814087
55	1042.526611
56	841.271423
57	851.491455
58	775.829529
59	613.783875
60	534.795959
61	444.858093
62	410.192566
63	0.000000
64	390.155548

Distribuicao da quantidade de carbonos no DBE18 da classe N
Num. C	Intensidade
24	1703.372559
25	3238.050537
26	4290.836914
27	3513.658203
28	2943.489014
29	2731.707520
30	2769.765381
31	3089.530762
32	3205.262939
33	3374.760254
34	3519.692871
35	3181.084961
36	3221.544189
37	3126.928223
38	3114.316162
39	2959.089111
40	2625.781982
41	2496.198242
42	2471.899170
43	2418.981201
44	2258.096436
45	1966.493896
46	1886.214111
47	1751.174561
48	1714.820068
49	1556.212524
50	1305.797729
51	1263.356934
52	1199.515991
53	1157.341064
54	1110.752930
55	969.581909
56	800.117493
57	730.416077
58	726.632996
59	778.327454
60	591.925537

Distribuicao da quantidade de carbonos no DBE19 da classe N
Num. C	Intensidade
26	559.453491
27	1183.089233
28	1638.433472
29	1880.203979
30	2017.891357
31	2228.374756
32	2358.361572
33	2670.977295
34	2498.909668
35	2423.347168
36	2530.321777
37	2316.213867
38	2446.503906
39	2365.504639
40	2242.838867
41	1859.636597
42	1850.683960
43	1784.917358
44	1694.582397
45	1486.814331
46	1535.426880
47	1457.104370
48	317.237183
49	1331.043213
50	997.137207
51	930.062134
52	1050.831787
53	1012.862549
54	808.122742
55	542.461914
56	674.478638
57	596.202515
58	557.132324
59	581.490417
60	438.352478

Distribuicao da quantidade de carbonos no DBE20 da classe N
Num. C	Intensidade
27	634.997375
28	980.649475
29	1141.836792
30	1255.359741
31	1286.682983
32	1458.860718
33	1718.528076
34	1965.502563
35	1953.475708
36	1735.525269
37	1830.739014
38	1796.483643
39	1594.304077
40	1689.835205
41	1533.916260
42	1569.121094
43	1509.252808
44	1436.669434
45	1266.669067
46	1207.799805
47	1130.732178
48	1053.952393
49	987.913513
50	776.330444
51	762.416138
52	718.175354
53	665.543518
54	606.182190
55	620.016663
56	566.022522
57	602.914062
58	514.526978
59	518.998657

Distribuicao da quantidade de carbonos no DBE21 da classe N
Num. C	Intensidade
29	964.625305
30	1282.656372
31	1375.858643
32	1430.476074
33	1577.252441
34	1566.277832
35	1514.058960
36	1475.134521
37	1443.104492
38	1382.598511
39	1328.365845
40	1370.134521
41	1082.605835
42	1315.807007
43	1099.626099
44	1216.101074
45	1030.180420
46	858.007812
47	795.036743
48	912.251770
49	709.778320
50	616.794067
51	697.924866
52	581.203186
53	514.739563
54	576.574219
55	507.657074
56	512.684875
57	520.304932
58	390.238556

Distribuicao da quantidade de carbonos no DBE22 da classe N
Num. C	Intensidade
31	565.550842
32	712.057068
33	848.875549
34	1010.881104
35	1080.712036
36	1052.060913
37	1018.885620
38	1082.072021
39	985.736084
40	1022.059814
41	826.703186
42	838.585449
43	929.746277
44	1000.855835
45	789.638428
46	810.030762
47	850.892395
48	672.180054
49	658.184326
50	496.093048
51	0.000000
52	430.163483
53	478.526031
54	469.059692
55	438.709717

Distribuicao da quantidade de carbonos no DBE23 da classe N
Num. C	Intensidade
32	554.842285
33	578.323853
34	570.898254
35	578.635498
36	674.703308
37	717.307983
38	736.619141
39	724.781494
40	561.630859
41	623.392151
42	667.363892
43	623.943665
44	595.702332
45	585.623901
46	543.035767
47	492.679108
48	476.114258
49	466.764740
50	408.496765
51	0.000000
52	0.000000
53	389.372345

Distribuicao da quantidade de carbonos no DBE24 da classe N
Num. C	Intensidade
35	466.694672
36	613.963745
37	420.547821
38	527.772705
39	464.732239
40	478.840027
41	526.522522
42	524.197510
43	453.976227
44	484.739838
45	445.163666


#Abundancia relativa do DBE na Classe Heteroatomica NO
#Intensidade total da classe: 912475.000000
DBE	Int. Relativa (%)
7	0.652430
8	0.600077
9	0.740277
10	1.544282
11	1.874086
12	2.049824
13	4.041518
14	5.526122
15	11.708502
16	9.577123
17	8.975256
18	13.831493
19	9.346648
20	7.053183
21	7.811673
22	5.060616
23	3.776192
24	2.751795
25	1.678360
26	1.062145
27	0.338448

Distribuicao da quantidade de carbonos no DBE7 da classe NO
Num. C	Intensidade
29	551.684326
30	632.644043
31	538.145081
32	638.675232
33	432.614716
34	414.198364
35	508.028656
36	514.352356
37	503.816986
38	393.477325
39	400.464661
40	0.000000
41	0.000000
42	425.161865

Distribuicao da quantidade de carbonos no DBE8 da classe NO
Num. C	Intensidade
29	395.283417
30	417.496796
31	491.467560
32	448.331329
33	540.931030
34	426.347656
35	482.064545
36	531.838318
37	430.415283
38	431.417053
39	447.713440
40	432.243011

Distribuicao da quantidade de carbonos no DBE9 da classe NO
Num. C	Intensidade
30	521.700012
31	555.839966
32	556.470398
33	645.774109
34	567.185120
35	558.154419
36	551.062378
37	549.109314
38	445.209961
39	504.275421
40	430.920227
41	0.000000
42	470.180328
43	0.000000
44	0.000000
45	0.000000
46	398.961761

Distribuicao da quantidade de carbonos no DBE10 da classe NO
Num. C	Intensidade
28	541.495117
29	700.448486
30	725.455078
31	725.380798
32	904.358398
33	862.073669
34	947.287048
35	819.533630
36	791.614624
37	755.725281
38	846.682190
39	795.551331
40	690.037781
41	687.393860
42	544.808655
43	647.755859
44	617.660461
45	516.709839
46	577.973450
47	393.238220

Distribuicao da quantidade de carbonos no DBE11 da classe NO
Num. C	Intensidade
27	440.957642
28	526.301819
29	641.885315
30	678.695190
31	662.099243
32	884.420593
33	905.716431
34	855.889343
35	934.007385
36	828.926941
37	1010.761597
38	984.782654
39	920.133301
40	1041.843994
41	889.470154
42	656.015198
43	618.610779
44	637.392029
45	671.142273
46	536.998352
47	537.837646
48	431.300262
49	408.404083
50	396.979828

Distribuicao da quantidade de carbonos no DBE12 da classe NO
Num. C	Intensidade
27	419.886322
28	485.232697
29	712.375061
30	766.653625
31	797.287170
32	906.172546
33	909.003906
34	1056.099243
35	1003.476807
36	909.563721
37	1097.045898
38	866.400513
39	893.063293
40	834.678284
41	835.290039
42	827.206726
43	826.623108
44	676.533691
45	732.771118
46	657.232605
47	586.575439
48	528.384949
49	525.237122
50	404.529083
51	446.811493

Distribuicao da quantidade de carbonos no DBE13 da classe NO
Num. C	Intensidade
25	448.203918
26	682.380737
27	768.718323
28	889.441589
29	935.940735
30	1183.958862
31	1349.312622
32	1345.971069
33	1482.041626
34	1593.927979
35	1593.329224
36	1749.686768
37	1595.324707
38	1543.256104
39	1578.229126
40	1540.935669
41	1374.237061
42	1471.648560
43	1264.205688
44	1198.956421
45	1225.458130
46	957.186096
47	1037.124390
48	953.390808
49	756.079285
50	863.882263
51	862.807373
52	705.652222
53	642.344971
54	636.266968
55	527.268188
56	532.437805
57	592.461182
58	552.830994
59	442.946259

Distribuicao da quantidade de carbonos no DBE14 da classe NO
Num. C	Intensidade
21	430.684448
22	411.775177
23	478.901184
24	664.227173
25	845.018677
26	914.075623
27	1064.235962
28	1260.946411
29	1333.339233
30	1550.300293
31	1770.202759
32	1922.024292
33	2068.790527
34	1990.563721
35	2180.883057
36	2119.210938
37	2035.054077
38	2025.745728
39	1984.695312
40	2012.301025
41	1954.688232
42	1882.409180
43	1578.974121
44	1474.336548
45	1389.438477
46	1391.346069
47	1283.336914
48	1234.565918
49	1033.653931
50	1077.443726
51	1013.828857
52	994.134644
53	0.000000
54	670.162354
55	724.663452
56	686.788330
57	528.338745
58	529.177612
59	508.300385
60	450.221100
61	528.271790
62	427.420197

Distribuicao da quantidade de carbonos no DBE15 da classe NO
Num. C	Intensidade
20	717.870728
21	1926.361816
22	3082.278809
23	2997.517090
24	2304.415039
25	2230.077148
26	2389.153564
27	2803.677979
28	2828.913574
29	3042.983887
30	3836.547363
31	4020.249512
32	4313.964355
33	4335.031250
34	4622.423340
35	4494.167969
36	4479.832031
37	4412.194824
38	4066.622803
39	3800.469238
40	3566.373535
41	3503.317871
42	3404.393311
43	3097.471436
44	2634.835693
45	2693.636963
46	2312.474121
47	2133.786133
48	1802.180420
49	1730.786621
50	1553.200562
51	1439.922241
52	1319.505737
53	1323.462402
54	1090.952393
55	1070.247070
56	941.238647
57	923.004700
58	810.032104
59	666.397095
60	625.846313
61	443.905823
62	571.589355
63	473.817047

Distribuicao da quantidade de carbonos no DBE16 da classe NO
Num. C	Intensidade
22	863.959534
23	1149.409912
24	1389.847778
25	1426.276489
26	1791.840576
27	2315.234375
28	2475.241943
29	2972.656494
30	3065.367188
31	3411.774170
32	3325.192139
33	3261.393311
34	3341.280518
35	3588.734619
36	3228.891113
37	3196.922363
38	3233.401611
39	2908.068848
40	2935.676025
41	2938.486084
42	2935.749268
43	2886.376221
44	2400.686279
45	2429.314941
46	2169.517822
47	2056.904297
48	2028.576538
49	1884.451050
50	1773.733765
51	1615.208618
52	1564.644287
53	1573.748169
54	1258.304077
55	1249.093750
56	1151.656372
57	1091.809326
58	965.255066
59	864.605164
60	603.806152
61	584.010132
62	558.762390
63	499.707550
64	423.266998

Distribuicao da quantidade de carbonos no DBE17 da classe NO
Num. C	Intensidade
23	577.593811
24	1347.112793
25	1386.325073
26	1505.948975
27	1651.672119
28	1884.624023
29	2366.617188
30	2762.240234
31	3427.964111
32	3357.101074
33	3400.231201
34	3476.084961
35	3213.398682
36	3273.187988
37	3047.049072
38	2984.344727
39	3050.060303
40	3040.491455
41	2844.493408
42	2523.992676
43	2505.388184
44	2519.883545
45	2393.511963
46	1998.446899
47	2163.020264
48	1891.473267
49	1642.132568
50	1584.948853
51	1540.924072
52	1628.766479
53	1556.353516
54	1207.467529
55	1202.393433
56	1081.614746
57	1101.211792
58	871.150085
59	853.993896
60	725.092224
61	511.301605
62	707.766785
63	538.986084
64	550.627441

Distribuicao da quantidade de carbonos no DBE18 da classe NO
Num. C	Intensidade
23	494.232208
24	2073.791016
25	5036.262207
26	6635.451660
27	5772.959473
28	4876.453125
29	4570.571289
30	4803.149414
31	5096.869141
32	5044.354004
33	5034.853027
34	5090.618652
35	4510.073730
36	4566.310059
37	4379.589844
38	4481.748047
39	4169.070312
40	3961.658691
41	4013.761719
42	3679.269043
43	3347.747803
44	3118.365479
45	3002.288574
46	2806.611816
47	2564.727295
48	2367.437744
49	2356.326904
50	1879.188477
51	1876.184082
52	1802.782959
53	1528.105347
54	1381.810791
55	1223.345337
56	1191.949097
57	1279.790283
58	896.626648
59	977.781860
60	763.763428
61	762.507996
62	710.978027
63	608.427917
64	603.095398
65	467.805054
66	400.246735

Distribuicao da quantidade de carbonos no DBE19 da classe NO
Num. C	Intensidade
25	471.201080
26	1109.286011
27	1917.730713
28	2435.838623
29	2799.717529
30	3467.749512
31	3875.026855
32	3968.727783
33	4074.768311
34	3966.964355
35	3811.715576
36	3579.015625
37	3214.240234
38	3361.005859
39	2982.010254
40	2874.001465
41	2848.503418
42	2883.555420
43	2607.446777
44	2415.791016
45	2405.997559
46	2189.875732
47	2170.327148
48	1967.429443
49	1801.938721
50	1690.157715
51	1587.785156
52	1548.907837
53	1252.804443
54	1180.744019
55	1184.213257
56	1149.215332
57	859.300537
58	917.333679
59	871.751709
60	1003.409912
61	671.599854
62	734.785645
63	492.365326
64	545.804993
65	395.793365

Distribuicao da quantidade de carbonos no DBE20 da classe NO
Num. C	Intensidade
26	414.684753
27	1079.845215
28	1530.840698
29	0.000000
30	1799.565796
31	2070.766357
32	2966.416016
33	3083.996826
34	3103.536865
35	3211.570312
36	2931.658203
37	2676.726807
38	2577.117920
39	2506.961182
40	2506.584229
41	2213.444580
42	2489.485840
43	2317.736084
44	2261.533691
45	1922.579468
46	1944.925903
47	1689.121582
48	1853.460449
49	1481.612671
50	1440.812988
51	1405.560303
52	1477.795410
53	1307.037231
54	1146.849854
55	984.935730
56	868.492859
57	999.626709
58	807.728394
59	720.525085
60	630.229919
61	507.696014
62	601.009705
63	418.891571
64	407.176514

Distribuicao da quantidade de carbonos no DBE21 da classe NO
Num. C	Intensidade
28	1899.780029
29	3661.674072
30	4178.241211
31	4003.074951
32	3585.887451
33	3411.149658
34	3252.967041
35	3195.365723
36	3050.966309
37	2896.642334
38	2792.761475
39	2318.766846
40	2553.863037
41	2122.161621
42	2354.183838
43	2387.876953
44	2020.744751
45	1745.559448
46	1725.060425
47	1643.831055
48	1598.738159
49	1380.795044
50	1334.898438
51	1246.295288
52	1277.221558
53	1129.933960
54	1106.773804
55	1005.113525
56	821.284729
57	916.351135
58	788.451599
59	636.496155
60	625.013367
61	530.555237
62	549.567200
63	630.941711
64	489.469452
65	411.090698

Distribuicao da quantidade de carbonos no DBE22 da classe NO
Num. C	Intensidade
30	923.617737
31	1471.745605
32	1902.843750
33	2323.064209
34	2362.992432
35	2567.750977
36	2328.718506
37	2225.370605
38	2075.416016
39	1886.570801
40	1793.738281
41	1720.302002
42	1678.710205
43	1842.399048
44	1668.260010
45	1389.988281
46	1426.580078
47	1308.287476
48	1250.623901
49	1237.070312
50	1095.713745
51	1205.738647
52	1015.828003
53	882.009888
54	919.566223
55	708.680603
56	729.840637
57	678.996704
58	757.182800
59	798.842407
60	486.164215
61	635.631409
62	479.695984
63	398.905060

Distribuicao da quantidade de carbonos no DBE23 da classe NO
Num. C	Intensidade
30	457.475281
31	903.190186
32	1171.707031
33	1186.487305
34	1349.505371
35	1376.698120
36	1716.167114
37	1602.219971
38	1774.967773
39	1566.888916
40	1482.528198
41	1286.736816
42	1481.486084
43	1201.023926
44	1245.716431
45	1165.954590
46	1098.438965
47	1088.436157
48	1014.906006
49	929.626526
50	951.164062
51	867.633545
52	919.416626
53	756.079163
54	880.830994
55	756.339783
56	640.880798
57	640.777283
58	657.584412
59	448.570709
60	612.702148
61	427.545776
62	399.066406
63	0.000000
64	0.000000
65	398.060059

Distribuicao da quantidade de carbonos no DBE24 da classe NO
Num. C	Intensidade
32	573.995728
33	988.850525
34	1316.568237
35	1460.229370
36	1223.822266
37	1250.441406
38	1195.211792
39	1421.479370
40	1253.597534
41	1255.085815
42	1054.550415
43	1113.254150
44	1066.449097
45	961.173767
46	804.583435
47	872.987671
48	874.650452
49	661.526550
50	827.392822
51	615.702942
52	674.880127
53	563.300598
54	652.862244
55	578.653931
56	485.238800
57	503.057343
58	432.314880
59	427.581787

Distribuicao da quantidade de carbonos no DBE25 da classe NO
Num. C	Intensidade
34	410.521210
35	584.256836
36	723.629761
37	721.895874
38	717.948730
39	927.820251
40	940.018921
41	781.875732
42	763.473877
43	825.361450
44	677.117310
45	759.130798
46	696.772522
47	735.558044
48	616.423035
49	573.042358
50	604.364990
51	536.694153
52	560.057678
53	591.956055
54	636.623474
55	484.782318
56	445.286621

Distribuicao da quantidade de carbonos no DBE26 da classe NO
Num. C	Intensidade
36	417.434418
37	407.280304
38	486.329559
39	572.993469
40	511.833344
41	669.819031
42	710.018555
43	563.334412
44	555.529297
45	650.141235
46	502.075836
47	538.739929
48	0.000000
49	520.907715
50	412.776794
51	438.444702
52	0.000000
53	417.898010
54	510.412506
55	413.442078
56	0.000000
57	392.395966

Distribuicao da quantidade de carbonos no DBE27 da classe NO
Num. C	Intensidade
40	417.627838
41	495.276215
42	0.000000
43	425.097351
44	411.128479
45	410.419098
46	466.903839
47	461.799011


#Abundancia relativa do DBE na Classe Heteroatomica NO2
#Intensidade total da classe: 303248.062500
DBE	Int. Relativa (%)
7	2.582652
8	2.895814
9	2.756928
10	3.733805
11	5.072864
12	4.922246
13	6.335745
14	7.099998
15	7.093237
16	7.880321
17	7.719975
18	6.301907
19	7.086470
20	7.139791
21	7.221614
22	5.212742
23	3.970417
24	3.620700
25	1.352778

Distribuicao da quantidade de carbonos no DBE7 da classe NO2
Num. C	Intensidade
28	392.266022
29	522.454285
30	531.848633
31	440.786621
32	441.220825
33	515.848816
34	621.883423
35	539.497620
36	600.456970
37	501.886932
38	560.076904
39	449.663788
40	414.862518
41	438.503357
42	440.064911
43	420.520081

Distribuicao da quantidade de carbonos no DBE8 da classe NO2
Num. C	Intensidade
30	524.824768
31	536.232727
32	522.074707
33	533.255920
34	610.273499
35	632.922485
36	552.114197
37	601.987793
38	605.102295
39	688.039246
40	562.811096
41	515.707397
42	495.760284
43	461.876312
44	474.022583
45	464.494751

Distribuicao da quantidade de carbonos no DBE9 da classe NO2
Num. C	Intensidade
31	505.194122
32	626.067505
33	464.644165
34	573.216736
35	491.821625
36	562.372192
37	569.821594
38	548.226746
39	535.883057
40	628.422363
41	577.414551
42	440.206207
43	489.692108
44	479.814941
45	405.791870
46	461.741211

Distribuicao da quantidade de carbonos no DBE10 da classe NO2
Num. C	Intensidade
29	499.906219
30	457.202698
31	514.826660
32	662.145447
33	628.844116
34	662.675598
35	580.488464
36	681.632751
37	736.212952
38	761.701599
39	722.609314
40	702.093567
41	666.999573
42	603.411377
43	553.950928
44	444.259186
45	487.006989
46	452.908691
47	0.000000
48	0.000000
49	503.814362

Distribuicao da quantidade de carbonos no DBE11 da classe NO2
Num. C	Intensidade
28	439.776550
29	473.140350
30	450.389740
31	580.107666
32	694.782410
33	645.998779
34	646.264160
35	780.235718
36	795.781067
37	765.067627
38	775.903137
39	834.148804
40	758.761597
41	740.858948
42	663.063721
43	657.404968
44	552.948914
45	561.090515
