
#Abundancia das classes heteroatomicas
#Intensidade total: 8081875.500000
#Classe	Int. Relativa (%)
35	1319.329590
36	1450.382568
37	1146.241455
38	0.000000
39	0.000000
40	1130.380493

Distribuicao da quantidade de carbonos no DBE8 da classe NO
Num. C	Intensidade
21	1379.880493
22	1291.989136
23	0.000000
24	0.000000
25	1561.584717
26	1373.312500
27	1607.377686
28	1792.683716
29	1679.941040
30	1647.261963
31	1874.956665
32	1725.807983
33	1678.136353
34	2020.814697
35	2012.507568
36	2331.570312
37	1838.055420
38	1513.684937
39	1645.620117
40	1366.744995
41	1381.574341

Distribuicao da quantidade de carbonos no DBE9 da classe NO
Num. C	Intensidade
21	1271.196899
22	1800.901489
23	1932.965942
24	2084.768555
25	1954.426514
26	1695.480713
27	1816.383545
28	2078.112305
29	1712.630981
30	2002.304199
31	2067.711670
32	1729.353638
33	2035.187988
34	2239.781006
35	2229.219482
36	2338.290039
37	2127.882080
38	2079.490723
39	1881.723022
40	1776.554443
41	1330.847412
42	1341.065552

Distribuicao da quantidade de carbonos no DBE10 da classe NO
Num. C	Intensidade
22	1351.093506
23	1230.905151
24	1376.775757
25	1531.271240
26	1742.764160
27	2292.527100
28	2700.764648
29	2558.907471
30	2508.690674
31	2568.128418
32	2501.104736
33	2169.614746
34	3160.235596
35	2391.632812
36	2443.417725
37	2575.760742
38	2380.418457
39	2261.393066
40	2446.649658
41	2231.915039
42	1891.887695
43	1642.734253
44	1287.490601
45	1430.231201

Distribuicao da quantidade de carbonos no DBE11 da classe NO
Num. C	Intensidade
21	1348.461914
22	1579.099365
23	1595.687744
24	1768.611938
25	1726.291382
26	2165.859863
27	1693.631226
28	2065.527832
29	2048.880127
30	2380.109131
31	2322.252686
32	2378.432861
33	2520.011475
34	2607.214844
35	2967.562988
36	2835.480957
37	3486.013428
38	4257.821289
39	4876.836914
40	4347.146973
41	3657.386719
42	3196.607666
43	2129.735840
44	2006.007080
45	1889.878906
46	1685.539917
47	1523.278198

Distribuicao da quantidade de carbonos no DBE12 da classe NO
Num. C	Intensidade
23	1201.719238
24	1312.089478
25	1650.886841
26	2128.086914
27	1976.475342
28	2062.686035
29	2327.937500
30	2180.299072
31	2194.473389
32	2323.193848
33	2296.197021
34	2403.092041
35	2550.979736
36	2538.602539
37	3075.340088
38	2730.388428
39	3057.439453
40	2701.516846
41	3523.517334
42	3112.859619
43	2859.006104
44	2620.902344
45	2404.831299
46	2047.208252
47	1596.254883

Distribuicao da quantidade de carbonos no DBE13 da classe NO
Num. C	Intensidade
26	1397.292480
27	1496.477905
28	1502.927368
29	2009.855225
30	1921.696289
31	2193.740234
32	1847.323242
33	1920.068481
34	2328.735352
35	2648.882324
36	2529.723633
37	2491.300293
38	2337.021729
39	2343.811035
40	2433.670898
41	2738.355713
42	2702.900879
43	2213.882812
44	2238.066406
45	2001.652344
46	1982.570801
47	1497.775879
48	1262.846069
49	1140.908569
50	1287.095337

Distribuicao da quantidade de carbonos no DBE14 da classe NO
Num. C	Intensidade
26	1208.833252
27	0.000000
28	1444.529297
29	1372.074341
30	1421.077881
31	1923.317505
32	2009.550049
33	2096.177246
34	1976.468506
35	2212.168945
36	2417.320557
37	2266.798096
38	2482.731934
39	2859.988525
40	3022.007568
41	3182.492188
42	3207.080078
43	2937.154297
44	2378.069580
45	2131.234375
46	1638.072876
47	1539.354980
48	1669.272583

Distribuicao da quantidade de carbonos no DBE15 da classe NO
Num. C	Intensidade
30	1264.756714
31	1498.371582
32	1144.390137
33	1665.546509
34	1903.099854
35	1888.976074
36	2223.082520
37	2347.083008
38	2376.599121
39	2156.770996
40	2534.768555
41	2130.150146
42	2480.574707
43	2382.911133
44	2233.563965
45	2036.327393
46	2052.737793
47	1803.860718
48	1790.522339
49	1523.649902

Distribuicao da quantidade de carbonos no DBE16 da classe NO
Num. C	Intensidade
31	1135.603760
32	0.000000
33	1259.835815
34	1511.198486
35	1145.864380
36	1713.674438
37	1805.550293
38	1561.704956
39	1907.993042
40	1939.267578
41	2080.012207
42	1838.207764
43	1853.463257
44	1285.152954
45	1546.773804
46	1605.112061
47	1641.274536
48	1167.362549
49	1289.983398
50	1253.100342
51	0.000000
52	1173.935913

Distribuicao da quantidade de carbonos no DBE17 da classe NO
Num. C	Intensidade
37	1161.146606
38	1212.473145
39	1344.281738
40	1543.591431
41	1684.119141
42	1451.588745
43	1556.847290
44	1506.621582
45	1630.289673
46	1335.087402
47	1493.173584
48	1622.701904

Distribuicao da quantidade de carbonos no DBE18 da classe NO
Num. C	Intensidade
38	1279.402832
39	1376.308594
40	1291.136719
41	1607.073364
42	1290.715576
43	0.000000
44	1172.203125
45	1251.441040
46	0.000000
47	0.000000
48	1292.739258

Distribuicao da quantidade de carbonos no DBE19 da classe NO
Num. C	Intensidade
41	1295.851685
42	1251.174072
43	0.000000
44	1178.825928


#Abundancia relativa do DBE na Classe Heteroatomica NO2
#Intensidade total da classe: 1338025.500000
DBE	Int. Relativa (%)
5	0.859930
6	0.577899
7	4.009470
8	6.611964
9	7.614868
10	8.707668
11	11.557096
12	11.490735
13	10.162919
14	9.711873
15	8.035916
16	6.435220
17	5.071548
18	4.030399
19	2.776165
20	1.651416
21	0.593101
22	0.101822

Distribuicao da quantidade de carbonos no DBE5 da classe NO2
Num. C	Intensidade
27	1613.123047
28	1163.697632
29	2140.853760
30	0.000000
31	0.000000
32	1349.708618
33	1243.563721
34	1372.941650
35	1370.707642
36	0.000000
37	1251.489868

Distribuicao da quantidade de carbonos no DBE6 da classe NO2
Num. C	Intensidade
28	1397.026978
29	1401.057251
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	1182.206909
36	1248.640259
37	1348.344849
38	1155.153687

Distribuicao da quantidade de carbonos no DBE7 da classe NO2
Num. C	Intensidade
24	1220.654053
25	1421.098877
26	1953.892212
27	1869.716797
28	2399.244141
29	3066.721680
30	3563.344482
31	3091.771973
32	2588.635986
33	3070.214111
34	2711.764404
35	2734.054199
36	3043.971924
37	3168.863281
38	3076.811279
39	3021.739746
40	2689.010498
41	2367.996094
42	1962.468872
43	1904.896240
44	1463.186523
45	0.000000
46	1257.672119

Distribuicao da quantidade de carbonos no DBE8 da classe NO2
Num. C	Intensidade
19	1154.061401
20	0.000000
21	1337.111938
22	1701.151245
23	1614.177246
24	2216.021240
25	2237.114014
26	2241.197510
27	2760.656494
28	2730.419434
29	3145.940430
30	3269.369873
31	3702.466309
32	3623.824951
33	4509.662598
34	4530.062988
35	6178.108398
36	4933.359375
37	4126.770020
38	4693.812012
39	3869.769043
40	3436.610352
41	3370.855957
42	3046.762451
43	2934.856445
44	2617.806152
45	2132.256836
46	2026.846436
47	1597.336060
48	1509.774048
49	1221.587769

Distribuicao da quantidade de carbonos no DBE9 da classe NO2
Num. C	Intensidade
20	1194.041260
21	1584.261841
22	1833.322144
23	2014.498291
24	2527.970947
25	2704.281738
26	3139.406494
27	3098.616211
28	3396.142822
29	3398.897217
30	3421.017822
31	3613.666992
32	4026.591797
33	4196.130859
34	4735.768066
35	5213.922363
36	5490.155762
37	5788.181641
38	5398.495605
39	4635.815430
40	4452.421387
41	3869.556641
42	3494.064941
43	2846.915771
44	2743.007568
45	2711.867920
46	2175.258789
47	2007.193115
48	1790.422729
49	1562.630493
50	1428.175415
51	1396.179688

Distribuicao da quantidade de carbonos no DBE10 da classe NO2
Num. C	Intensidade
21	1445.732056
22	1473.359619
23	2114.203857
24	1928.456299
25	2588.163086
26	2780.232910
27	2974.621338
28	4020.606445
29	3826.935791
30	4013.820801
31	4656.500488
32	4015.712158
33	4565.118164
34	5014.207520
35	5247.520996
36	5669.530273
37	5576.828613
38	6575.041016
39	6339.376465
40	5523.216797
41	5428.824707
42	4161.891113
43	4318.111816
44	3278.908936
45	3020.781494
46	2637.931641
47	2454.447510
48	2181.690430
49	2254.796875
50	1933.258911
51	1877.174683
52	1337.130249
53	0.000000
54	0.000000
55	1276.706421

Distribuicao da quantidade de carbonos no DBE11 da classe NO2
Num. C	Intensidade
21	1177.633667
22	1273.784058
23	1359.223389
24	2005.844238
25	2412.928955
26	2583.123047
27	3165.957275
28	3560.617676
29	3468.555664
30	3785.004150
31	4162.956055
32	4141.364258
33	5029.071289
34	5024.399414
35	5804.042480
36	6193.873535
37	7774.173340
38	10677.062500
39	9983.708008
40	10941.044922
41	8791.504883
42	6893.488770
43	5942.977539
44	4697.833984
45	4644.282715
46	4042.512695
47	3203.558350
48	2858.645264
49	2871.889648
50	2689.999023
51	2521.180420
52	2023.919189
53	1977.691895
54	1984.444336
55	1300.357910
56	1321.695679
57	1202.900757
58	1143.604736

Distribuicao da quantidade de carbonos no DBE12 da classe NO2
Num. C	Intensidade
22	1171.623901
23	1377.848389
24	1539.011108
25	2238.959961
26	2200.691650
27	2526.309082
28	3002.020752
29	3244.686768
30	3099.190430
31	3771.830811
32	4130.888672
33	4629.740723
34	5207.165039
35	5513.444336
36	5495.898926
37	6391.275879
38	7377.840332
39	7827.212402
40	8344.954102
41	7708.899414
42	7636.411133
43	6780.221680
44	6890.244629
45	6516.317871
46	5794.345215
47	4725.491211
48	4304.917480
49	3576.127686
50	3041.089355
51	2680.083984
52	2245.542725
53	2591.606934
54	2173.220459
55	1772.882324
56	1271.316528
57	1130.302856
58	1420.756714
59	1252.775269
60	0.000000
61	1145.848022

Distribuicao da quantidade de carbonos no DBE13 da classe NO2
Num. C	Intensidade
25	1445.917480
26	1944.716431
27	2089.982666
28	2824.313232
29	3009.545898
30	3296.349121
31	3559.767334
32	3649.770752
33	4270.680176
34	4315.688965
35	4962.136230
36	5371.561523
37	5511.284668
38	6811.783691
39	6005.063477
40	6660.810547
41	6236.110352
42	6096.146973
43	5887.946289
44	5779.058105
45	5440.190430
46	5594.188477
47	5067.843750
48	3971.624268
49	4646.319336
50	3447.370605
51	3510.416016
52	2476.251953
53	2252.487793
54	2484.825684
55	1860.509399
56	1713.043457
57	1310.999268
58	1323.871704
59	0.000000
60	0.000000
61	1153.889648

Distribuicao da quantidade de carbonos no DBE14 da classe NO2
Num. C	Intensidade
25	1135.777100
26	0.000000
27	1566.441528
28	1843.918457
29	2488.776855
30	2726.844238
31	2961.300293
32	3089.358643
33	3429.294189
34	4068.657227
35	4752.876465
36	5089.346191
37	5611.533203
38	5981.006836
39	6970.376953
40	7229.672852
41	7340.847168
42	6401.679688
43	5886.741211
44	4960.847656
45	5275.404785
46	5089.812500
47	4489.423828
48	4326.984863
49	3717.553955
50	3031.769531
51	3217.499268
52	2635.759521
53	2535.902832
54	2418.595215
55	1919.382446
56	1885.048096
57	1602.380859
58	1745.646729
59	1276.448853
60	0.000000
61	1244.419678

Distribuicao da quantidade de carbonos no DBE15 da classe NO2
Num. C	Intensidade
29	1499.390259
30	1756.646851
31	2336.972656
32	2613.400146
33	3301.943604
34	3093.802246
35	3791.986816
36	4496.544922
37	4658.688965
38	5304.839844
39	5058.428223
40	5733.523438
41	5244.274414
42	5177.262207
43	5219.083008
44	4813.855957
45	4613.954590
46	4321.146973
47	4478.311523
48	3576.913330
49	4217.090332
50	3201.866943
51	3275.620850
52	2566.552246
53	2372.616943
54	2148.357666
55	2356.204102
56	2060.769775
57	0.000000
58	1581.709229
59	1488.838501
60	1162.000000

Distribuicao da quantidade de carbonos no DBE16 da classe NO2
Num. C	Intensidade
30	1280.528198
31	1526.942261
32	1711.891113
33	1983.528076
34	2617.963135
35	3134.174316
36	2831.031006
37	3468.990479
38	3517.545166
39	4143.632324
40	4733.292480
41	4592.301758
42	4377.120605
43	3923.759277
44	4077.693848
45	3475.878174
46	3752.035156
47	3889.083008
48	3469.112061
49	3556.443848
50	3538.930420
51	3104.434326
52	2649.325195
53	2530.284912
54	0.000000
55	2052.444580
56	1719.198853
57	1574.379272
58	1708.281982
59	1164.654785

Distribuicao da quantidade de carbonos no DBE17 da classe NO2
Num. C	Intensidade
33	1373.666748
34	1624.081177
35	2124.041260
36	2203.968994
37	2545.815186
38	2751.933105
39	3102.467285
40	3432.486328
41	3291.273193
42	3669.296631
43	3739.354248
44	3322.805176
45	3479.755371
46	3263.322754
47	3454.272461
48	3219.585449
49	3269.135498
50	2778.053467
51	2641.733643
52	2536.290283
53	2176.487061
54	2043.967041
55	1541.935181
56	1581.775391
57	1255.258911
58	1435.839111

Distribuicao da quantidade de carbonos no DBE18 da classe NO2
Num. C	Intensidade
35	1238.053101
36	1259.229736
37	1891.847290
38	2232.474365
39	2804.023193
40	2804.277588
41	2590.475586
42	2413.552979
43	2387.467529
44	2810.258301
45	2716.386475
46	2752.519287
47	2554.354980
48	2654.368652
49	2730.773926
50	2796.667969
51	1814.604614
52	2330.178223
53	1679.121704
54	1923.363892
55	1680.137573
56	1900.915771
57	1316.510010
58	1472.809326
59	1173.393677

Distribuicao da quantidade de carbonos no DBE19 da classe NO2
Num. C	Intensidade
37	1312.771484
38	1405.957397
39	1534.369019
40	2229.285889
41	1883.369507
42	2212.939697
43	2138.842041
44	2029.888184
45	2094.012695
46	2037.334473
47	2628.674805
48	2430.721924
49	1968.480469
50	1883.400513
51	1952.976929
52	1696.181519
53	1593.337769
54	1521.203003
55	0.000000
56	1435.551880
57	1156.508179

Distribuicao da quantidade de carbonos no DBE20 da classe NO2
Num. C	Intensidade
39	1464.826538
40	1134.765503
41	1210.315918
42	1384.604736
43	1512.720703
44	1621.376709
45	1449.691040
46	1583.669922
47	1811.092651
48	1634.847656
49	1563.918457
50	1668.924072
51	1391.567261
52	1305.116211
53	0.000000
54	1358.930054

Distribuicao da quantidade de carbonos no DBE21 da classe NO2
Num. C	Intensidade
43	1330.522217
44	0.000000
45	0.000000
46	1186.905640
47	1467.611084
48	0.000000
49	1397.394287
50	0.000000
51	1200.831055
52	1352.574585

Distribuicao da quantidade de carbonos no DBE22 da classe NO2
Num. C	Intensidade
49	1362.399170


#Abundancia relativa do DBE na Classe Heteroatomica NO3
#Intensidade total da classe: 1112669.125000
DBE	Int. Relativa (%)
6	0.733438
7	2.971064
8	4.767122
9	6.211675
10	10.166508
11	10.709893
12	10.363004
13	10.776674
14	9.661531
15	8.451743
16	7.337117
17	6.202288
18	4.840819
19	3.554520
20	2.318340
21	0.934241

Distribuicao da quantidade de carbonos no DBE6 da classe NO3
Num. C	Intensidade
34	1485.563477
35	0.000000
36	1240.594849
37	1526.550903
38	1379.491943
39	1380.650146
40	1147.887817

Distribuicao da quantidade de carbonos no DBE7 da classe NO3
Num. C	Intensidade
27	1176.157837
28	0.000000
29	1560.169312
30	1302.229492
31	1479.323364
32	1306.823364
33	1819.554688
34	1963.650757
35	2190.373779
36	2722.831299
37	2495.653320
38	2307.350098
39	2233.491699
40	1992.626221
41	1853.132324
42	1591.274292
43	1379.758789
44	0.000000
45	1210.943726
46	1292.879150
47	1179.887695

Distribuicao da quantidade de carbonos no DBE8 da classe NO3
Num. C	Intensidade
27	1298.568481
28	1371.421875
29	1669.234863
30	2029.173584
31	1809.955444
32	2302.426514
33	2609.785156
34	3560.632812
35	3493.222168
36	3542.760742
37	2968.666748
38	3108.285889
39	3131.399414
40	3109.738281
41	2613.306885
42	2304.709961
43	2207.442871
44	2161.615723
45	1903.268433
46	1548.257568
47	1653.982544
48	1423.682373
49	1220.743408

Distribuicao da quantidade de carbonos no DBE9 da classe NO3
Num. C	Intensidade
26	1174.881958
27	1289.014160
28	1369.877563
29	1838.123047
30	1965.239014
31	2416.773438
32	2463.367676
33	2803.297363
34	3514.922852
35	3308.687744
36	4415.857910
37	4208.061523
38	3923.030518
39	3916.768311
40	3333.544678
41	3356.452148
42	2970.145020
43	2811.530273
44	2289.237793
45	2137.811035
46	2173.767578
47	2281.851807
48	1929.510010
49	1683.440186
50	1712.977661
51	1413.428833
52	1270.405640
53	1143.374634

Distribuicao da quantidade de carbonos no DBE10 da classe NO3
Num. C	Intensidade
25	1197.246948
26	1418.805054
27	1750.135742
28	1928.446533
29	2187.158203
30	2253.168945
31	2840.212891
32	2613.355469
33	3347.370361
34	3648.565430
35	4528.518066
36	5878.578125
37	8299.260742
38	8652.653320
39	8837.393555
40	8445.960938
41	6039.705078
42	5232.031250
43	4696.041016
44	3246.159180
45	3168.320312
46	3243.858398
47	2788.804932
48	2148.303711
49	2516.839111
50	1924.642822
51	2210.654541
52	1688.947510
53	1414.678955
54	1468.541626
55	1176.212769
56	1170.721924
57	1158.322876

Distribuicao da quantidade de carbonos no DBE11 da classe NO3
Num. C	Intensidade
26	2817.215332
27	2833.608887
28	2557.682129
29	2016.757324
30	2142.721191
31	2989.558350
32	2914.809326
33	3510.293701
34	3940.635986
35	4551.639160
36	5077.316406
37	5225.455566
38	6466.139648
39	5842.894531
40	6753.868164
41	6115.052246
42	6620.553223
43	6469.326172
44	6201.367676
45	4467.921387
46	4510.247070
47	4078.346191
48	3297.629639
49	2876.356689
50	2546.825928
51	2436.462891
52	2093.017334
53	2166.781738
54	1553.753540
55	1264.017578
56	1589.383789
57	0.000000
58	1238.037476

Distribuicao da quantidade de carbonos no DBE12 da classe NO3
Num. C	Intensidade
24	1129.992798
25	0.000000
26	1427.195190
27	1749.309814
28	1869.504395
29	1834.608643
30	2076.689209
31	2231.359619
32	2552.504883
33	2811.651611
34	3739.066406
35	3597.293457
36	4436.027832
37	5315.860352
38	6350.166016
39	6137.000000
40	6258.602539
41	5386.126465
42	5844.789062
43	5121.916504
44	4778.343262
45	4849.942871
46	4996.517090
47	4718.514160
48	3906.366455
49	3527.491699
50	2891.730225
51	2489.496338
52	2372.194824
53	2535.745361
54	1960.997314
55	1829.201538
56	1624.293823
57	1415.928345
58	1539.506348

Distribuicao da quantidade de carbonos no DBE13 da classe NO3
Num. C	Intensidade
27	1133.906494
28	1929.074829
29	1856.545288
30	2159.569336
31	2387.175781
32	2668.738770
33	2814.584473
34	3156.782471
35	3503.668213
36	4715.827148
37	5108.258301
38	5973.495605
39	5361.517578
40	6456.820801
41	6912.721680
42	6169.914551
43	5927.002930
44	5774.613281
45	4950.629395
46	4184.039551
47	4443.993652
48	4066.854492
49	3997.002197
50	3564.677490
51	3106.300781
52	2603.412842
53	2780.430176
54	2333.396729
55	2088.804443
56	2151.490234
57	1884.311523
58	1299.644897
59	1259.357300
60	1184.146240

Distribuicao da quantidade de carbonos no DBE14 da classe NO3
Num. C	Intensidade
28	1202.992676
29	1417.303467
30	1553.518066
31	1817.808228
32	2293.990967
33	2681.170654
34	2869.085449
35	3402.476318
36	4006.821045
37	4335.640137
38	4569.597168
39	5045.284668
40	5059.854492
41	5455.572266
42	5463.553711
43	5207.343750
44	5342.751465
45	4730.275879
46	4394.003418
47	5056.365234
48	4327.730469
49	4488.593750
50	3499.262207
51	2898.642822
52	2579.270508
53	3057.544922
54	2456.422607
55	2099.412598
56	1818.878662
57	0.000000
58	0.000000
59	1810.274780
60	1358.494629
61	1200.948853

Distribuicao da quantidade de carbonos no DBE15 da classe NO3
Num. C	Intensidade
29	1206.313232
30	0.000000
31	1507.269897
32	1861.411377
33	2169.564453
34	2266.218506
35	2694.854736
36	3667.900635
37	3908.202881
38	4233.144531
39	4283.686523
40	4669.690918
41	4632.896973
42	4377.045410
43	3800.918213
44	4322.711426
45	4084.294922
46	4025.019043
47	4780.118652
48	4078.610352
49	4354.910156
50	3586.351074
51	3030.092773
52	2610.001221
53	2685.883057
54	2339.583740
55	2085.872314
56	1789.261597
57	1775.870239
58	1709.621704
59	1502.619873

Distribuicao da quantidade de carbonos no DBE16 da classe NO3
Num. C	Intensidade
32	1252.830688
33	1623.795532
34	1952.482788
35	2088.056641
36	2538.455811
37	2713.540039
38	3677.649902
39	3330.735840
40	3978.459229
41	3777.005371
42	3790.377930
43	3528.418945
44	3844.757568
45	3289.948975
46	4010.558105
47	3989.334229
48	3738.458008
49	3195.399902
50	3028.641357
51	2791.621826
52	2699.485840
53	2283.401611
54	2288.446289
55	2694.147705
56	1932.810059
57	1517.471191
58	0.000000
59	1588.730713
60	1529.751221
61	1505.604248
62	1457.463379

Distribuicao da quantidade de carbonos no DBE17 da classe NO3
Num. C	Intensidade
34	1252.904785
35	1802.546997
36	2175.714355
37	2087.563721
38	2377.044678
39	2984.331787
40	3015.469482
41	3233.211426
42	2854.575439
43	2787.176270
44	3042.896240
45	3033.326904
46	3011.235352
47	3788.869385
48	3482.771484
49	3470.660156
50	2891.348389
51	2462.512207
52	2678.316895
53	2241.681396
54	2615.327637
55	2408.010010
56	2112.671387
57	1988.971680
58	1372.787964
59	1240.566772
60	1354.759766
61	0.000000
62	1243.688232

Distribuicao da quantidade de carbonos no DBE18 da classe NO3
Num. C	Intensidade
35	1190.456909
36	1216.337158
37	1502.398193
38	2217.567139
39	1975.749023
40	2244.698242
41	2326.515869
42	2348.910400
43	2601.912842
44	2230.873291
45	2312.131104
46	2500.711670
47	2697.491699
48	2742.629883
49	2805.952881
50	2512.491699
51	2302.170166
52	2556.370850
53	2390.117920
54	2230.696045
55	1787.487671
56	1467.576904
57	1561.694336
58	1692.230957
59	0.000000
60	1231.281250
61	0.000000
62	1215.848022

Distribuicao da quantidade de carbonos no DBE19 da classe NO3
Num. C	Intensidade
38	1321.793213
39	1514.673218
40	1805.046753
41	1785.462280
42	1803.494141
43	1793.318481
44	1948.764771
45	1734.681519
46	1952.111206
47	2344.974121
48	2248.529785
49	2120.782227
50	2214.205566
51	2091.950684
52	1756.134644
53	1827.547852
54	1748.461304
55	1665.468262
56	1706.246582
57	1508.673950
58	1417.688232
59	1240.035767

Distribuicao da quantidade de carbonos no DBE20 da classe NO3
Num. C	Intensidade
40	1314.973145
41	0.000000
42	0.000000
43	1352.819702
44	1577.274414
45	1619.374756
46	1637.439697
47	1803.694824
48	1741.480957
49	1778.311523
50	1471.956909
51	1675.912964
52	1589.744263
53	1546.995361
54	1537.093628
55	1492.140625
56	1170.734863
57	1141.435791
58	1344.072510

Distribuicao da quantidade de carbonos no DBE21 da classe NO3
Num. C	Intensidade
45	1464.970581
46	0.000000
47	1156.402100
48	1431.690674
49	1155.702637
50	1144.360474
51	0.000000
52	1418.517944
53	0.000000
54	1451.525269
55	0.000000
56	1171.845459


#Abundancia relativa do DBE na Classe Heteroatomica O2
#Intensidade total da classe: 2912747.000000
DBE	Int. Relativa (%)
1	12.752028
2	6.703699
3	5.292306
4	4.955606
5	10.293787
6	10.253325
7	7.588079
8	7.701783
9	7.810907
10	6.918609
11	4.890634
12	3.959445
13	3.497325
14	2.646514
15	1.898069
16	1.342718
17	0.926722
18	0.427308
19	0.102190
20	0.039005

Distribuicao da quantidade de carbonos no DBE1 da classe O2
Num. C	Intensidade
16	4675.470703
17	1990.726562
18	4658.483887
19	6663.304199
20	9319.971680
21	9110.388672
22	11116.120117
23	9523.300781
24	19791.847656
25	16091.198242
26	27926.117188
27	21096.251953
28	26123.482422
29	19964.283203
30	23746.921875
31	15169.533203
32	16201.118164
33	9188.930664
34	13926.919922
35	10914.107422
36	11177.920898
37	8095.462891
38	9902.777344
39	13301.949219
40	10913.572266
41	6486.985840
42	6114.835938
43	3640.930176
44	4129.907227
45	3073.931152
46	2831.838379
47	1854.238281
48	1999.406006
49	1724.373291
50	2005.645264
51	1195.372314
52	1601.709106
53	0.000000
54	1482.079834
55	0.000000
56	1461.951050
57	0.000000
58	1240.920044

Distribuicao da quantidade de carbonos no DBE2 da classe O2
Num. C	Intensidade
18	2022.633057
19	2089.807617
20	2519.345703
21	3058.615479
22	3675.981934
23	3840.961426
24	4803.942383
25	5910.708984
26	7281.654785
27	7390.564941
28	7882.191895
29	8150.148438
30	9335.404297
31	8246.467773
32	9069.391602
33	7467.523438
34	8421.743164
35	8766.665039
36	9104.922852
37	8425.499023
38	8294.253906
39	8953.889648
40	8432.433594
41	5676.356445
42	5428.073242
43	4045.539062
44	4546.484863
45	3939.470459
46	4052.974121
47	3088.684570
48	2501.788086
49	1907.564087
50	1979.952881
51	1424.562744
52	1138.563599
53	0.000000
54	1184.581299
55	1202.461304

Distribuicao da quantidade de carbonos no DBE3 da classe O2
Num. C	Intensidade
18	1553.815308
19	1856.093628
20	2191.470215
21	2581.745361
22	3015.762939
23	3151.756592
24	3925.325195
25	4872.244629
26	5518.113770
27	4872.797852
