
#Abundancia das classes heteroatomicas
#Intensidade total: 6770686.500000
#Classe	Int. Relativa (%)
N	45.457157
NO	10.607503
NO2	1.887169
O	31.229319
O2	10.818804


#Abundancia relativa do DBE na Classe Heteroatomica N
#Intensidade total da classe: 3077761.750000
DBE	Int. Relativa (%)
6	0.724264
7	0.924005
8	0.741756
9	9.214329
10	7.035716
11	4.946671
12	12.123476
13	9.950109
14	8.032720
15	10.425004
16	7.822717
17	6.629820
18	6.446195
19	4.312210
20	3.416346
21	2.652226
22	1.795844
23	1.288870
24	0.848970
25	0.467541
26	0.154423
27	0.046839


#Abundancia relativa do DBE na Classe Heteroatomica NO
#Intensidade total da classe: 718200.812500
DBE	Int. Relativa (%)
7	0.146002
9	0.365851
10	1.962316
11	2.576241
12	2.980976
13	6.796149
14	8.868835
15	8.917101
16	8.603730
17	9.479274
18	11.094561
19	8.261505
20	7.256972
21	7.287874
22	5.352604
23	4.052986
24	3.098392
25	1.812143
26	1.020162
27	0.066362


#Abundancia relativa do DBE na Classe Heteroatomica NO2
#Intensidade total da classe: 127774.304688
DBE	Int. Relativa (%)
6	0.378889
7	4.138746
8	5.300132
9	4.880043
10	7.523843
11	8.486440
12	10.247942
13	10.716153
14	10.022429
15	10.906929
16	8.859351
17	7.086752
18	4.594661
19	3.790355
20	1.906643
21	0.768119
22	0.392556


#Abundancia relativa do DBE na Classe Heteroatomica O
#Intensidade total da classe: 2114439.250000
DBE	Int. Relativa (%)
4	24.551973
5	15.902242
6	10.581165
7	6.792753
8	7.425328
9	7.405971
10	5.482029
11	4.925366
12	4.244838
13	3.434392
14	2.848459
15	2.158543
16	1.521163
17	1.095863
18	0.789761
19	0.484602
20	0.332263
21	0.023272


#Abundancia relativa do DBE na Classe Heteroatomica O2
#Intensidade total da classe: 732507.312500
DBE	Int. Relativa (%)
1	7.244246
2	3.277376
3	2.910964
4	3.802940
5	9.314712
6	5.310113
7	3.261507
8	7.448139
9	9.361926
10	8.241987
11	7.113411
12	5.786901
13	6.481941
14	5.698947
15	4.191649
16	3.591458
17	3.015774
18	2.158465
19	1.418788
20	0.368781


